id,region,province,city,address,has_listo_para_comer,has_cafe_service
342,Comunidad Valenciana,Alicante,Calpe,"C/ Real, 189",f,t
343,Comunidad Valenciana,Alicante,Ibi,"Ronda Río Ebro, 110",f,f
344,Comunidad Valenciana,Alicante,Crevillent,"Bulevar Generalísimo, 195",t,f
345,Comunidad Valenciana,Alicante,Crevillent,"Calle Doctor Gregorio Marañón, 125",t,f
346,Comunidad Valenciana,Alicante,Guardamar del Segura,"Paseo Independencia, 23",t,f
347,Comunidad Valenciana,Alicante,Guardamar del Segura,"Bulevar San Antonio, 123",f,t
348,Comunidad Valenciana,Alicante,Pego,"C/ San José, 183",f,f
349,Comunidad Valenciana,Alicante,Pego,"Ronda Teniente Coronel, 167",t,t
350,Comunidad Valenciana,Alicante,Finestrat,"Avda. Doctor Fleming, 28",f,t
351,Comunidad Valenciana,Alicante,Finestrat,"C/ Beethoven, 152",t,f
352,Comunidad Valenciana,Alicante,Rojales,"Paseo Rey, 25",f,f
353,Comunidad Valenciana,Alicante,Rojales,"Plaza Río Turia, 185",f,f
354,Comunidad Valenciana,Castellón,Castellón de la Plana,"Avda. Poeta Machado, 23",f,t
355,Comunidad Valenciana,Castellón,Castellón de la Plana,"Avda. Poeta Machado, 6",t,f
356,Comunidad Valenciana,Castellón,Castellón de la Plana,"C/ Miguel Hernández, 49",t,t
357,Comunidad Valenciana,Castellón,Castellón de la Plana,"Paseo Constitución, 186",t,f
358,Comunidad Valenciana,Castellón,Castellón de la Plana,"Paseo Independencia, 90",f,f
359,Comunidad Valenciana,Castellón,Castellón de la Plana,"C/ Duque, 166",f,f
360,Comunidad Valenciana,Castellón,Castellón de la Plana,"C/ Teniente Coronel, 190",t,f
361,Comunidad Valenciana,Castellón,Castellón de la Plana,"C/ Industria, 69",f,f
362,Comunidad Valenciana,Castellón,Castellón de la Plana,"Ronda Doctor Severo Ochoa, 158",f,f
363,Comunidad Valenciana,Castellón,Castellón de la Plana,"C/ Esperanza, 171",t,f
364,Comunidad Valenciana,Castellón,Castellón de la Plana,"C/ Roble, 136",f,t
365,Comunidad Valenciana,Castellón,Benicarló,"Plaza Cervantes, 162",f,f
366,Comunidad Valenciana,Castellón,Benicarló,"Paseo Río Segura, 37",t,f
367,Comunidad Valenciana,Castellón,Benicarló,"C/ Poeta Nicolás Guillén, 11",t,f
368,Comunidad Valenciana,Castellón,Vinaròs,"Bulevar Río Guadalquivir, 115",f,f
369,Comunidad Valenciana,Castellón,Vinaròs,"Paseo África, 100",f,f
370,Comunidad Valenciana,Castellón,Vinaròs,"Calle Gran Vía, 186",f,f
371,Comunidad Valenciana,Castellón,Vila-real,"Calle Beethoven, 171",t,f
372,Comunidad Valenciana,Castellón,Vila-real,"C/ Sagasta, 192",f,f
373,Comunidad Valenciana,Castellón,Vila-real,"C/ San Juan, 96",t,f
374,Comunidad Valenciana,Castellón,Vila-real,"C/ Príncipe, 55",f,f
375,Comunidad Valenciana,Castellón,Onda,"Calle Río Ebro, 10",f,f
376,Comunidad Valenciana,Castellón,Onda,"Plaza Santa Ana, 6",t,f
377,Comunidad Valenciana,Castellón,Onda,"C/ Farmacéutico, 3",f,f
378,Comunidad Valenciana,Castellón,Nules,"Bulevar San José, 179",t,f
379,Comunidad Valenciana,Castellón,Nules,"C/ Río Turia, 93",f,f
380,Comunidad Valenciana,Castellón,Benicasim,"C/ Reina, 167",f,t
381,Comunidad Valenciana,Castellón,Benicasim,"Bulevar Generalísimo, 23",t,f
382,Comunidad Valenciana,Castellón,Peñíscola,"Plaza Gran Vía, 93",t,f
383,Comunidad Valenciana,Castellón,Peñíscola,"Paseo América, 11",t,f
384,Comunidad Valenciana,Castellón,La Vall d'Uixó,"Bulevar Maestra Justa, 87",f,f
385,Comunidad Valenciana,Castellón,La Vall d'Uixó,"C/ Luna, 33",f,t
386,Comunidad Valenciana,Castellón,Burriana,"Avda. Comercio, 108",f,f
387,Comunidad Valenciana,Castellón,Burriana,"C/ Generalísimo, 73",f,f
388,Comunidad Valenciana,Castellón,Burriana,"Calle Periodista, 185",f,f
389,Andalucía,Sevilla,Sevilla,"Avda. Galicia, 30",f,t
390,Andalucía,Sevilla,Sevilla,"Avda. Jovellanos, 15",f,f
391,Andalucía,Sevilla,Sevilla,"C/ Aviación, 26",f,f
392,Andalucía,Sevilla,Sevilla,"C/ Sagasta, 80",t,f
393,Andalucía,Sevilla,Sevilla,"Paseo Asia, 179",f,t
394,Andalucía,Sevilla,Sevilla,"C/ Río Guadalquivir, 53",f,f
395,Andalucía,Sevilla,Sevilla,"Ronda Generalísimo, 119",t,f
396,Andalucía,Sevilla,Sevilla,"C/ Maestra Justa, 37",f,t
397,Andalucía,Sevilla,Sevilla,"Paseo Cervantes, 120",f,f
398,Andalucía,Sevilla,Sevilla,"C/ Castilla, 90",f,f
399,Andalucía,Sevilla,Sevilla,"C/ Industria, 48",t,f
400,Andalucía,Sevilla,Sevilla,"C/ Teniente Coronel, 137",f,f
401,Andalucía,Sevilla,Sevilla,"C/ Doctor Gregorio Marañón, 159",f,f
402,Andalucía,Sevilla,Sevilla,"Plaza Primo de Rivera, 131",t,f
403,Andalucía,Sevilla,Sevilla,"C/ Sol, 143",t,f
404,Andalucía,Sevilla,Sevilla,"Paseo Pintor Sorolla, 96",f,f
405,Andalucía,Sevilla,Sevilla,"C/ España, 182",t,f
406,Andalucía,Sevilla,Sevilla,"C/ San José, 123",t,f
407,Andalucía,Sevilla,Sevilla,"Ronda Pino, 199",f,f
408,Andalucía,Sevilla,Sevilla,"Paseo Teniente Coronel, 7",f,f
409,Andalucía,Sevilla,Sevilla,"C/ África, 27",f,f
410,Andalucía,Sevilla,Sevilla,"C/ Aeropuerto, 48",t,f
411,Andalucía,Sevilla,Sevilla,"C/ Isabel II, 168",f,f
412,Andalucía,Sevilla,Sevilla,"Calle Luna, 61",f,f
413,Andalucía,Sevilla,Sevilla,"C/ Mar, 132",f,f
414,Andalucía,Sevilla,Sevilla,"C/ Escultor Benlliure, 147",f,t
415,Andalucía,Sevilla,Sevilla,"Bulevar Castilla, 162",f,t
416,Andalucía,Sevilla,Sevilla,"Paseo Asia, 143",t,f
417,Andalucía,Sevilla,Sevilla,"Avda. Santa Teresa, 168",f,f
418,Andalucía,Sevilla,Sevilla,"Bulevar Primo de Rivera, 50",f,f
419,Andalucía,Sevilla,Sevilla,"C/ Río Ebro, 81",t,f
420,Andalucía,Sevilla,Sevilla,"Ronda Beethoven, 88",f,t
421,Andalucía,Sevilla,Sevilla,"Paseo Maestra Justa, 7",f,f
422,Andalucía,Sevilla,Sevilla,"C/ Real, 161",f,f
423,Andalucía,Sevilla,Sevilla,"C/ Pino, 13",t,f
424,Andalucía,Sevilla,Sevilla,"C/ General Mola, 12",t,f
425,Andalucía,Sevilla,Sevilla,"C/ España, 183",f,f
426,Andalucía,Sevilla,Sevilla,"Avda. América, 45",f,f
427,Andalucía,Sevilla,Sevilla,"C/ Cataluña, 176",f,f
428,Andalucía,Sevilla,Sevilla,"Calle San Pedro, 131",f,f
429,Andalucía,Sevilla,Sevilla,"Ronda Alfonso XIII, 72",f,f
430,Andalucía,Sevilla,Sevilla,"Plaza Alcalá, 106",f,f
431,Andalucía,Sevilla,Sevilla,"Ronda San Pedro, 29",f,f
432,Andalucía,Sevilla,Dos Hermanas,"Plaza Poeta Machado, 168",f,f
433,Andalucía,Sevilla,Dos Hermanas,"Bulevar Isabel II, 55",t,f
434,Andalucía,Sevilla,Dos Hermanas,"Ronda Libertad, 191",t,t
435,Andalucía,Sevilla,Dos Hermanas,"C/ Santa María, 7",f,f
436,Andalucía,Sevilla,Dos Hermanas,"Calle General Perón, 1",f,f
437,Andalucía,Sevilla,Dos Hermanas,"C/ Sagasta, 153",t,f
438,Andalucía,Sevilla,Alcalá de Guadaíra,"C/ Abogado, 165",t,f
439,Andalucía,Sevilla,Alcalá de Guadaíra,"Plaza Infanta, 70",f,f
440,Andalucía,Sevilla,Alcalá de Guadaíra,"Paseo Castilla, 139",f,f
441,Andalucía,Sevilla,Alcalá de Guadaíra,"Plaza Isabel II, 58",f,f
442,Andalucía,Sevilla,Alcalá de Guadaíra,"C/ San Francisco, 150",t,f
443,Andalucía,Sevilla,Utrera,"C/ Escultor Benlliure, 176",t,t
444,Andalucía,Sevilla,Utrera,"Plaza Alcalá, 28",f,f
445,Andalucía,Sevilla,Utrera,"Bulevar Periodista, 25",f,f
446,Andalucía,Sevilla,Utrera,"Ronda Esperanza, 42",f,f
447,Andalucía,Sevilla,Mairena del Aljarafe,"Calle Cruz, 152",t,t
448,Andalucía,Sevilla,Mairena del Aljarafe,"Avda. Notario, 106",t,f
449,Andalucía,Sevilla,Mairena del Aljarafe,"Paseo Escultor Benlliure, 108",t,t
450,Andalucía,Sevilla,Mairena del Aljarafe,"C/ Doctor Gregorio Marañón, 167",t,f
451,Andalucía,Sevilla,Mairena del Aljarafe,"Plaza Pino, 160",t,f
452,Andalucía,Sevilla,Mairena del Aljarafe,"C/ Gran Vía, 136",f,f
453,Andalucía,Sevilla,San Juan de Aznalfarache,"Calle Mayor, 161",f,f
454,Andalucía,Sevilla,San Juan de Aznalfarache,"Avda. Doctor Marañón, 73",t,f
455,Andalucía,Sevilla,San Juan de Aznalfarache,"C/ Notario, 134",f,f
456,Andalucía,Sevilla,Écija,"C/ Río Segura, 26",f,f
457,Andalucía,Sevilla,Écija,"Paseo Galicia, 26",f,f
458,Andalucía,Sevilla,Carmona,"Paseo Europa, 26",t,t
459,Andalucía,Sevilla,Carmona,"Calle San Francisco, 86",t,t
460,Andalucía,Sevilla,Carmona,"Plaza Mayor, 175",f,f
461,Andalucía,Sevilla,Bormujos,"Plaza Colón, 144",f,f
462,Andalucía,Sevilla,Bormujos,"C/ Roble, 119",f,t
463,Andalucía,Sevilla,Coria del Río,"C/ Beethoven, 129",f,f
464,Andalucía,Sevilla,Coria del Río,"Avda. Arquitecto Gaudí, 149",f,t
465,Andalucía,Sevilla,La Rinconada,"Plaza Naranjo, 49",f,f
466,Andalucía,Sevilla,La Rinconada,"Paseo Alfonso XIII, 17",f,f
467,Andalucía,Sevilla,Tomares,"C/ Industria, 73",f,f
468,Andalucía,Sevilla,Tomares,"Ronda Cedro, 31",f,f
469,Andalucía,Sevilla,Gines,"Plaza Aeropuerto, 121",t,f
470,Andalucía,Sevilla,Gines,"C/ Generalísimo, 33",f,f
471,Andalucía,Málaga,Málaga,"C/ España, 140",f,f
472,Andalucía,Málaga,Málaga,"C/ Roble, 128",f,f
473,Andalucía,Málaga,Málaga,"C/ Gran Vía, 85",f,f
474,Andalucía,Málaga,Málaga,"C/ General Mola, 174",f,f
475,Andalucía,Málaga,Málaga,"C/ Luna, 146",t,f
476,Andalucía,Málaga,Málaga,"C/ Jovellanos, 3",t,f
477,Andalucía,Málaga,Málaga,"Ronda Santa Ana, 86",t,f
478,Andalucía,Málaga,Málaga,"Plaza Sol, 198",f,f
479,Andalucía,Málaga,Málaga,"C/ Pintor Sorolla, 99",t,f
480,Andalucía,Málaga,Málaga,"Ronda Antonio Machado, 159",f,f
481,Andalucía,Málaga,Málaga,"Avda. Santa María, 128",f,f
482,Andalucía,Málaga,Málaga,"C/ Teniente Coronel, 10",t,f
483,Andalucía,Málaga,Málaga,"Calle Esperanza, 132",t,f
484,Andalucía,Málaga,Málaga,"C/ San José, 192",f,f
485,Andalucía,Málaga,Málaga,"Avda. Gloria, 126",f,f
486,Andalucía,Málaga,Málaga,"Plaza Infanta, 53",t,f
487,Andalucía,Málaga,Málaga,"Ronda Farmacéutico, 74",f,f
488,Andalucía,Málaga,Málaga,"Ronda General Perón, 71",f,f
489,Andalucía,Málaga,Málaga,"Ronda España, 106",t,f
490,Andalucía,Málaga,Málaga,"Ronda Almendro, 104",f,f
491,Andalucía,Málaga,Málaga,"Plaza Doctor Marañón, 144",f,f
492,Andalucía,Málaga,Málaga,"C/ Ramón y Cajal, 136",f,t
493,Andalucía,Málaga,Málaga,"C/ Cedro, 152",f,f
494,Andalucía,Málaga,Málaga,"Bulevar Arquitecto Gaudí, 17",t,f
495,Andalucía,Málaga,Málaga,"Avda. Teniente Coronel, 118",t,t
496,Andalucía,Málaga,Málaga,"C/ Doctor Fleming, 200",f,f
497,Andalucía,Málaga,Málaga,"Ronda Poeta Lorca, 118",f,f
498,Andalucía,Málaga,Málaga,"Avda. Gloria, 22",f,f
499,Andalucía,Málaga,Málaga,"Plaza Aeropuerto, 48",t,f
500,Andalucía,Málaga,Málaga,"Bulevar Doctor Fleming, 151",f,f
501,Andalucía,Málaga,Málaga,"C/ Sagasta, 101",t,f
502,Andalucía,Málaga,Málaga,"Avda. Andalucía, 176",f,f
503,Andalucía,Málaga,Málaga,"Calle Periodista, 68",f,f
504,Andalucía,Málaga,Málaga,"C/ Alcalá, 53",t,f
505,Andalucía,Málaga,Marbella,"Paseo Generalísimo, 68",f,f
506,Andalucía,Málaga,Marbella,"Calle Príncipe, 154",f,f
507,Andalucía,Málaga,Marbella,"C/ Asia, 39",t,f
508,Andalucía,Málaga,Marbella,"Bulevar Sol, 200",f,f
509,Andalucía,Málaga,Marbella,"Bulevar Conde, 62",f,t
510,Andalucía,Málaga,Marbella,"Ronda Federico García Lorca, 188",f,t
511,Andalucía,Málaga,Fuengirola,"Paseo Poeta Machado, 158",f,f
512,Andalucía,Málaga,Fuengirola,"C/ Maestro Falla, 113",f,f
513,Andalucía,Málaga,Fuengirola,"Avda. Río Segura, 43",f,f
514,Andalucía,Málaga,Fuengirola,"Ronda Almendro, 18",f,f
515,Andalucía,Málaga,Fuengirola,"Bulevar Victoria, 82",f,f
516,Andalucía,Málaga,Vélez-Málaga,"Calle Gran Vía, 102",f,f
517,Andalucía,Málaga,Vélez-Málaga,"C/ Rey, 5",f,f
518,Andalucía,Málaga,Vélez-Málaga,"Avda. Infanta, 36",f,f
519,Andalucía,Málaga,Vélez-Málaga,"Bulevar San Francisco, 129",f,f
520,Andalucía,Málaga,Torremolinos,"Bulevar Mar, 114",t,f
521,Andalucía,Málaga,Torremolinos,"Calle África, 84",f,t
522,Andalucía,Málaga,Torremolinos,"C/ Infanta, 81",t,t
523,Andalucía,Málaga,Torremolinos,"Plaza Asia, 125",f,f
524,Andalucía,Málaga,Mijas,"Bulevar Valencia, 60",t,f
525,Andalucía,Málaga,Mijas,"C/ Comercio, 120",f,f
526,Andalucía,Málaga,Antequera,"Avda. Paz, 72",f,f
527,Andalucía,Málaga,Antequera,"C/ Maestro Rodrigo, 38",f,f
528,Andalucía,Málaga,Antequera,"C/ Generalísimo, 75",t,f
529,Andalucía,Málaga,Antequera,"Calle Poeta Lorca, 27",t,f
530,Andalucía,Málaga,Nerja,"C/ Primo de Rivera, 169",f,f
531,Andalucía,Málaga,Nerja,"Bulevar Isabel II, 92",f,f
532,Andalucía,Málaga,Nerja,"Bulevar Cervantes, 74",f,f
533,Andalucía,Málaga,Estepona,"Bulevar Príncipe, 160",f,f
534,Andalucía,Málaga,Estepona,"Calle Doctor Fleming, 12",f,f
535,Andalucía,Málaga,Estepona,"Avda. Santa María, 71",f,f
536,Andalucía,Málaga,Estepona,"Ronda Periodista, 109",f,f
537,Andalucía,Málaga,Benalmádena,"Bulevar Farmacéutico, 157",f,f
538,Andalucía,Málaga,Benalmádena,"Plaza Federico Chopin, 20",f,f
539,Andalucía,Málaga,Benalmádena,"Ronda Asia, 163",f,t
540,Andalucía,Málaga,Alhaurín el Grande,"C/ Doctor Fleming, 54",f,f
541,Andalucía,Málaga,Alhaurín el Grande,"Ronda Santa Teresa, 176",f,t
542,Andalucía,Málaga,Ronda,"C/ Cervantes, 167",f,f
543,Andalucía,Málaga,Ronda,"C/ Primo de Rivera, 87",f,f
544,Andalucía,Málaga,Ronda,"C/ Infanta, 190",f,f
545,Andalucía,Málaga,Coin,"C/ San Juan, 10",f,f
546,Andalucía,Málaga,Coin,"Calle Duque, 120",f,f
547,Andalucía,Málaga,Torre del Mar,"Ronda Abogado, 23",f,f
548,Andalucía,Málaga,Torre del Mar,"C/ Duque, 126",t,f
549,Andalucía,Granada,Granada,"C/ Príncipe, 54",f,f
550,Andalucía,Granada,Granada,"Avda. Maestra Justa, 117",f,f
551,Andalucía,Granada,Granada,"Plaza Poeta Machado, 39",f,f
552,Andalucía,Granada,Granada,"Ronda General Mola, 13",f,f
553,Andalucía,Granada,Granada,"Paseo Pino, 47",f,f
554,Andalucía,Granada,Granada,"Calle Santa Ana, 48",f,f
555,Andalucía,Granada,Granada,"Bulevar Santa Ana, 159",f,f
556,Andalucía,Granada,Granada,"Plaza Federico Chopin, 51",t,f
557,Andalucía,Granada,Granada,"C/ Federico García Lorca, 2",f,f
558,Andalucía,Granada,Granada,"Ronda Asia, 67",f,f
559,Andalucía,Granada,Granada,"Avda. Asia, 56",f,f
560,Andalucía,Granada,Granada,"C/ Poeta Lorca, 58",f,f
561,Andalucía,Granada,Granada,"Plaza Alfonso XIII, 153",f,t
562,Andalucía,Granada,Granada,"Ronda Federico Chopin, 66",t,t
563,Andalucía,Granada,Granada,"C/ Santa María, 46",f,f
564,Andalucía,Granada,Granada,"C/ Generalísimo, 70",t,f
565,Andalucía,Granada,Motril,"C/ Mayor, 184",t,f
566,Andalucía,Granada,Motril,"C/ España, 59",t,t
567,Andalucía,Granada,Motril,"Ronda Cervantes, 176",t,f
568,Andalucía,Granada,Motril,"Calle Mar, 146",t,f
569,Andalucía,Granada,Armilla,"Paseo Río Turia, 110",f,f
570,Andalucía,Granada,Armilla,"Paseo Doctor Gregorio Marañón, 104",f,f
571,Andalucía,Granada,Albolote,"Plaza Real, 96",f,f
572,Andalucía,Granada,Maracena,"Plaza Aviación, 196",f,f
573,Andalucía,Granada,Maracena,"C/ Luna, 49",f,f
574,Andalucía,Granada,Baza,"Calle África, 47",t,t
575,Andalucía,Granada,Baza,"Calle General Perón, 182",t,f
576,Andalucía,Granada,Guadix,"Calle Aragón, 13",f,t
577,Andalucía,Granada,Guadix,"C/ San Juan, 166",f,t
578,Andalucía,Granada,Loja,"Avda. Periodista, 165",f,f
579,Andalucía,Granada,Loja,"Paseo Doctor Gregorio Marañón, 18",f,f
580,Andalucía,Granada,Almuñécar,"Avda. Victoria, 178",t,f
581,Andalucía,Granada,Almuñécar,"Avda. Primo de Rivera, 111",f,f
582,Andalucía,Granada,Ogíjares,"C/ Fuente, 26",f,f
583,Andalucía,Córdoba,Córdoba,"C/ Pino, 138",f,f
584,Andalucía,Córdoba,Córdoba,"Plaza Andalucía, 141",f,t
585,Andalucía,Córdoba,Córdoba,"Calle Doctor Gregorio Marañón, 150",f,t
586,Andalucía,Córdoba,Córdoba,"Paseo África, 13",t,f
587,Andalucía,Córdoba,Córdoba,"C/ Teniente Coronel, 90",f,f
588,Andalucía,Córdoba,Córdoba,"Ronda Real, 38",t,t
589,Andalucía,Córdoba,Córdoba,"Calle Arquitecto Gaudí, 108",f,f
590,Andalucía,Córdoba,Córdoba,"Ronda Río Guadalquivir, 193",f,t
591,Andalucía,Córdoba,Córdoba,"C/ Victoria, 10",t,f
592,Andalucía,Córdoba,Córdoba,"Plaza Río Ebro, 199",t,t
593,Andalucía,Córdoba,Córdoba,"Paseo Calvo Sotelo, 59",f,t
594,Andalucía,Córdoba,Córdoba,"C/ Teniente Coronel, 110",t,f
595,Andalucía,Córdoba,Córdoba,"Paseo Comercio, 184",f,f
596,Andalucía,Córdoba,Córdoba,"C/ San José, 163",t,f
597,Andalucía,Córdoba,Córdoba,"Avda. Fuente, 36",f,f
598,Andalucía,Córdoba,Córdoba,"Paseo Naranjo, 66",f,f
599,Andalucía,Córdoba,Córdoba,"Ronda Alcalá, 164",f,t
600,Andalucía,Córdoba,Córdoba,"Ronda Notario, 111",f,f
601,Andalucía,Córdoba,Córdoba,"Bulevar Luna, 129",f,f
602,Andalucía,Córdoba,Córdoba,"C/ Aeropuerto, 60",f,f
603,Andalucía,Córdoba,Córdoba,"C/ Calvo Sotelo, 50",t,f
604,Andalucía,Córdoba,Lucena,"C/ Escultor Benlliure, 35",f,f
605,Andalucía,Córdoba,Lucena,"Avda. Primo de Rivera, 36",f,f
606,Andalucía,Córdoba,Lucena,"C/ Colón, 187",f,f
607,Andalucía,Córdoba,Lucena,"Plaza Duque, 79",f,f
608,Andalucía,Córdoba,Baena,"C/ Santa María, 79",t,f
609,Andalucía,Córdoba,Baena,"C/ Periodista, 197",f,f
610,Andalucía,Córdoba,Palma del Río,"Calle Sol, 11",f,f
611,Andalucía,Córdoba,Palma del Río,"Calle Alfonso XIII, 185",f,f
612,Andalucía,Córdoba,Montilla,"Ronda Rey, 41",f,f
613,Andalucía,Córdoba,Montilla,"C/ Río Guadalquivir, 144",f,f
614,Andalucía,Córdoba,Puente Genil,"Calle Independencia, 16",t,f
615,Andalucía,Córdoba,Puente Genil,"C/ Conde, 119",t,f
616,Andalucía,Córdoba,Cabra,"Calle Victoria, 137",f,f
617,Andalucía,Córdoba,Cabra,"Paseo Infanta, 114",f,f
618,Andalucía,Jaén,Jaén,"C/ Conde, 134",t,f
619,Andalucía,Jaén,Jaén,"Avda. Jovellanos, 64",t,f
620,Andalucía,Jaén,Jaén,"C/ Conde, 45",f,t
621,Andalucía,Jaén,Jaén,"Calle Doctor Fleming, 27",t,t
622,Andalucía,Jaén,Jaén,"Calle Doctor Severo Ochoa, 163",t,f
623,Andalucía,Jaén,Jaén,"C/ Valencia, 163",f,f
624,Andalucía,Jaén,Jaén,"Avda. Beethoven, 86",t,f
625,Andalucía,Jaén,Jaén,"Bulevar Valencia, 176",f,f
626,Andalucía,Jaén,Jaén,"Bulevar Isabel II, 129",t,f
627,Andalucía,Jaén,Linares,"C/ Cataluña, 143",f,t
628,Andalucía,Jaén,Linares,"Bulevar Notario, 29",t,f
629,Andalucía,Jaén,Linares,"Bulevar General Mola, 17",f,f
630,Andalucía,Jaén,Linares,"Paseo Victoria, 157",f,f
631,Andalucía,Jaén,Linares,"Avda. Doctor Severo Ochoa, 8",f,f
632,Andalucía,Jaén,Andújar,"Paseo Sagasta, 119",t,t
633,Andalucía,Jaén,Andújar,"Avda. Constitución, 24",t,f
634,Andalucía,Jaén,Andújar,"C/ Fuente, 91",t,f
635,Andalucía,Jaén,Andújar,"Calle Santa Teresa, 192",t,f
636,Andalucía,Jaén,Úbeda,"C/ Pino, 69",f,f
637,Andalucía,Jaén,Úbeda,"C/ Calvo Sotelo, 61",f,f
638,Andalucía,Jaén,Úbeda,"C/ Gran Vía, 142",t,f
639,Andalucía,Jaén,Baeza,"Plaza Roble, 27",t,f
640,Andalucía,Jaén,Baeza,"Calle Aragón, 105",t,f
641,Andalucía,Jaén,Martos,"Ronda Maestro Falla, 29",f,f
642,Andalucía,Jaén,Martos,"C/ Industria, 103",t,f
643,Andalucía,Jaén,Alcalá la Real,"Avda. Doctor Fleming, 126",f,f
644,Andalucía,Cádiz,Cádiz,"C/ Rey, 34",t,f
645,Andalucía,Cádiz,Cádiz,"Avda. Maestro Falla, 134",f,f
646,Andalucía,Cádiz,Cádiz,"Calle América, 81",f,f
647,Andalucía,Cádiz,Cádiz,"C/ Antonio Machado, 19",f,f
648,Andalucía,Cádiz,Cádiz,"C/ General Perón, 131",f,f
649,Andalucía,Cádiz,Cádiz,"C/ Luna, 88",f,f
650,Andalucía,Cádiz,Cádiz,"C/ San José, 22",t,f
651,Andalucía,Cádiz,Cádiz,"C/ Doctor Marañón, 190",f,f
652,Andalucía,Cádiz,Jerez de la Frontera,"C/ Antonio Machado, 116",t,f
653,Andalucía,Cádiz,Jerez de la Frontera,"Bulevar Río Guadalquivir, 4",t,f
654,Andalucía,Cádiz,Jerez de la Frontera,"C/ Río Guadalquivir, 135",f,f
655,Andalucía,Cádiz,Jerez de la Frontera,"C/ Galicia, 162",f,f
656,Andalucía,Cádiz,Jerez de la Frontera,"Paseo América, 121",t,f
657,Andalucía,Cádiz,Jerez de la Frontera,"C/ Reina, 144",t,f
658,Andalucía,Cádiz,Jerez de la Frontera,"Ronda Maestro Falla, 195",f,f
659,Andalucía,Cádiz,Jerez de la Frontera,"C/ Maestro Falla, 162",f,f
660,Andalucía,Cádiz,Jerez de la Frontera,"Ronda Santa María, 187",f,f
661,Andalucía,Cádiz,Jerez de la Frontera,"Ronda Río Turia, 99",f,f
662,Andalucía,Cádiz,San Fernando,"C/ Valencia, 180",f,f
663,Andalucía,Cádiz,San Fernando,"C/ Santa Teresa, 97",f,f
664,Andalucía,Cádiz,San Fernando,"C/ Doctor Fleming, 187",f,f
665,Andalucía,Cádiz,San Fernando,"C/ Santa María, 92",t,f
666,Andalucía,Cádiz,Algeciras,"Paseo Generalísimo, 77",f,f
667,Andalucía,Cádiz,Algeciras,"Bulevar Doctor Marañón, 108",f,f
668,Andalucía,Cádiz,Algeciras,"C/ Luna, 125",f,f
669,Andalucía,Cádiz,Algeciras,"C/ Olivo, 183",t,f
670,Andalucía,Cádiz,La Línea de la Concepción,"C/ Río Turia, 83",t,f
671,Andalucía,Cádiz,La Línea de la Concepción,"Avda. Aragón, 33",f,f
672,Andalucía,Cádiz,La Línea de la Concepción,"Calle Almendro, 171",f,t
673,Andalucía,Cádiz,Puerto de Santa María,"Ronda Sagasta, 145",t,t
674,Andalucía,Cádiz,Puerto de Santa María,"C/ Duque, 4",t,f
675,Andalucía,Cádiz,Puerto de Santa María,"C/ Naranjo, 172",f,f
676,Andalucía,Cádiz,Puerto de Santa María,"Bulevar África, 101",f,f
677,Andalucía,Cádiz,Chiclana de la Frontera,"Bulevar Industria, 141",f,f
678,Andalucía,Cádiz,Chiclana de la Frontera,"Paseo General Perón, 136",f,t
679,Andalucía,Cádiz,Chiclana de la Frontera,"Ronda Luna, 113",f,f
680,Andalucía,Cádiz,Sanlúcar de Barrameda,"Plaza Gran Vía, 17",f,f
681,Andalucía,Cádiz,Sanlúcar de Barrameda,"C/ Conde, 195",f,f
682,Andalucía,Cádiz,Sanlúcar de Barrameda,"Paseo Beethoven, 20",f,f
683,Andalucía,Cádiz,Rota,"Calle Farmacéutico, 90",t,f
684,Andalucía,Cádiz,Rota,"C/ España, 70",f,f
685,Andalucía,Cádiz,Puerto Real,"Ronda Duque, 8",t,f
686,Andalucía,Cádiz,Puerto Real,"Ronda Duque, 28",t,f
687,Andalucía,Almería,Almería,"Plaza España, 114",t,f
688,Andalucía,Almería,Almería,"C/ Reina, 14",f,t
689,Andalucía,Almería,Almería,"C/ Esperanza, 86",f,f
690,Andalucía,Almería,Almería,"Bulevar Andalucía, 43",f,f
691,Andalucía,Almería,Almería,"C/ Andalucía, 55",t,f
692,Andalucía,Almería,Almería,"Paseo Gran Vía, 104",t,t
693,Andalucía,Almería,Almería,"C/ Jovellanos, 29",f,f
694,Andalucía,Almería,Almería,"Ronda Federico Chopin, 143",t,f
695,Andalucía,Almería,Almería,"Avda. Real, 178",t,f
696,Andalucía,Almería,Almería,"C/ Calvo Sotelo, 101",f,t
697,Andalucía,Almería,El Ejido,"Bulevar Real, 102",t,f
698,Andalucía,Almería,El Ejido,"C/ Esperanza, 121",t,f
699,Andalucía,Almería,El Ejido,"Plaza Generalísimo, 17",f,f
700,Andalucía,Almería,El Ejido,"Plaza Doctor Fleming, 116",t,f
701,Andalucía,Almería,El Ejido,"Calle Alfonso XIII, 158",f,f
702,Andalucía,Almería,Roquetas de Mar,"C/ Mar, 78",t,f
703,Andalucía,Almería,Roquetas de Mar,"C/ Conde, 77",t,f
704,Andalucía,Almería,Roquetas de Mar,"Avda. Cruz, 178",f,f
705,Andalucía,Almería,Roquetas de Mar,"C/ San Pedro, 75",f,f
706,Andalucía,Almería,Níjar,"C/ Luna, 160",f,f
707,Andalucía,Almería,Adra,"C/ San Francisco, 199",t,f
