sale_id,order_date,order_ts,customer_id,store_id,dc_id,region,payment_method,payment_status,payment_days,channel,subtotal_net,tax_amount,total_gross,status,has_partial_stockout,num_items,ticket_trend
SO-2026-0000141,2026-01-12,2026-01-12T19:04:59,CUST_36D5F37FD50D,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,15.99,3.36,19.35,confirmed,False,2,declining
SO-2026-0000142,2026-01-12,2026-01-12T18:20:50,CUST_929C33C08BF1,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,66.98,13.48,80.46,confirmed,False,8,stable
SO-2026-0000143,2026-01-13,2026-01-13T18:18:15,CUST_6E0D35CE8841,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,75.69,15.89,91.58,confirmed,False,9,growing
SO-2026-0000144,2026-01-13,2026-01-13T17:59:33,CUST_B7F23DEFA849,,DC_SEV,Andalucía,tarjeta,paid,0,ecommerce,43.8,9.2,53.0,confirmed,False,13,stable
SO-2026-0000145,2026-01-13,2026-01-13T19:22:46,CUST_6667E3B56360,,DC_BCN,Cataluña,tarjeta,pending,30,ecommerce,66.93,10.79,77.72,confirmed,False,8,declining
SO-2026-0000146,2026-01-13,2026-01-13T10:26:03,CUST_3510B4746349,ST_00981,,Cataluña,tarjeta,paid,0,tienda,101.4,18.99,120.39,confirmed,True,24,stable
SO-2026-0000147,2026-01-14,2026-01-14T17:27:04,CUST_67B01D7C0098,ST_00952,,Cataluña,transferencia,pending,15,tienda,98.76,20.27,119.03,confirmed,True,23,declining
SO-2026-0000148,2026-01-14,2026-01-14T15:00:41,CUST_69298693FD9D,ST_01294,,Canarias,contrareembolso,paid,0,tienda,28.29,5.94,34.23,confirmed,True,11,stable
SO-2026-0000149,2026-01-14,2026-01-14T20:33:55,CUST_D2C76118433B,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,29.83,6.27,36.1,confirmed,False,6,declining
SO-2026-0000150,2026-01-14,2026-01-14T10:54:00,CUST_F7FFB509F08A,,DC_VLC,Comunitat Valenciana,contrareembolso,pending,15,ecommerce,56.13,11.45,67.58,confirmed,False,15,declining
SO-2026-0000151,2026-01-15,2026-01-15T14:51:27,CUST_3605A021C0CA,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,64.66,13.46,78.12,confirmed,False,12,stable
SO-2026-0000152,2026-01-15,2026-01-15T12:28:52,CUST_1EB753FFD3A2,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,50.87,9.86,60.73,confirmed,True,10,declining
SO-2026-0000153,2026-01-15,2026-01-15T20:41:43,CUST_BC92039B058C,ST_00952,,Cataluña,contrareembolso,paid,0,tienda,26.28,5.52,31.8,confirmed,False,1,stable
SO-2026-0000154,2026-01-15,2026-01-15T11:21:54,CUST_D10341241BB4,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,162.65,27.72,190.37,confirmed,True,28,growing
SO-2026-0000155,2026-01-15,2026-01-15T16:37:49,CUST_D2C76118433B,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,46.54,6.23,52.77,confirmed,False,8,declining
SO-2026-0000156,2026-01-15,2026-01-15T16:55:10,CUST_88CC669B29B8,,DC_VLC,Comunitat Valenciana,tarjeta,pending,15,ecommerce,195.3,38.78,234.08,confirmed,True,38,stable
SO-2026-0000157,2026-01-16,2026-01-16T13:58:59,CUST_113620509C62,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,28.84,5.75,34.59,confirmed,False,4,growing
SO-2026-0000158,2026-01-16,2026-01-16T17:36:46,CUST_A612889D4B76,,DC_SEV,Ciudad Autónoma de Melilla,tarjeta,paid,0,ecommerce,53.56,10.81,64.37,confirmed,False,10,stable
SO-2026-0000159,2026-01-16,2026-01-16T19:12:24,CUST_F55D6D268B37,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,20.12,4.22,24.34,confirmed,False,6,growing
SO-2026-0000160,2026-01-17,2026-01-17T19:59:13,CUST_008D610461E3,ST_00952,,Cataluña,tarjeta,paid,0,tienda,48.96,9.89,58.85,confirmed,True,10,stable
SO-2026-0000161,2026-01-17,2026-01-17T12:05:26,CUST_13D5709B7D97,,DC_ZGZ,Aragón,transferencia,paid,0,ecommerce,55.79,11.71,67.5,confirmed,False,7,declining
SO-2026-0000162,2026-01-17,2026-01-17T09:00:02,CUST_0428BF5023F4,,DC_ZGZ,Cantabria,tarjeta,paid,0,ecommerce,54.44,10.58,65.02,confirmed,False,10,stable
SO-2026-0000163,2026-01-17,2026-01-17T12:29:16,CUST_B2A6D02B1243,,DC_ZGZ,Comunidad Foral de Navarra,tarjeta,pending,15,ecommerce,17.93,3.58,21.51,confirmed,False,6,declining
SO-2026-0000164,2026-01-17,2026-01-17T19:03:11,CUST_9E5DC5ACC354,,DC_ZGZ,Aragón,tarjeta,paid,0,ecommerce,59.82,12.36,72.18,confirmed,False,12,declining
SO-2026-0000165,2026-01-17,2026-01-17T16:59:21,CUST_F7FFB509F08A,ST_00374,,Comunitat Valenciana,transferencia,pending,15,tienda,66.55,13.8,80.35,confirmed,True,15,declining
SO-2026-0000166,2026-01-17,2026-01-17T09:23:36,CUST_A3BF388C9751,ST_01425,,Aragón,contrareembolso,paid,0,tienda,26.49,5.56,32.05,confirmed,True,6,declining
SO-2026-0000167,2026-01-18,2026-01-18T18:14:22,CUST_B0B608601833,ST_00952,,Cataluña,tarjeta,paid,0,tienda,28.27,5.94,34.21,confirmed,False,9,stable
SO-2026-0000168,2026-01-18,2026-01-18T16:38:01,CUST_113620509C62,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,34.59,5.43,40.02,confirmed,False,7,growing
SO-2026-0000169,2026-01-19,2026-01-19T11:01:34,CUST_3510B4746349,ST_00981,,Cataluña,tarjeta,paid,0,tienda,76.38,16.04,92.42,confirmed,True,8,stable
SO-2026-0000170,2026-01-19,2026-01-19T12:46:38,CUST_B41507388BA4,,DC_VLC,Comunitat Valenciana,transferencia,paid,0,ecommerce,51.78,10.68,62.46,confirmed,False,16,stable
SO-2026-0000171,2026-01-20,2026-01-20T19:39:32,CUST_A66F39669FA7,,DC_ZGZ,Galicia,transferencia,paid,0,ecommerce,33.88,4.64,38.52,confirmed,False,7,stable
SO-2026-0000172,2026-01-20,2026-01-20T12:36:13,CUST_D8E739681C81,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,45.49,9.55,55.04,confirmed,False,9,stable
SO-2026-0000173,2026-01-20,2026-01-20T12:52:28,CUST_692E0B2F6D5C,ST_00952,,Cataluña,tarjeta,paid,0,tienda,79.95,15.81,95.76,confirmed,True,14,growing
SO-2026-0000174,2026-01-20,2026-01-20T20:40:08,CUST_A436F2D3F761,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,55.23,11.6,66.83,confirmed,False,13,stable
SO-2026-0000175,2026-01-20,2026-01-20T18:01:37,CUST_D2C76118433B,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,15.97,3.16,19.13,confirmed,False,4,declining
SO-2026-0000176,2026-01-20,2026-01-20T16:08:35,CUST_78C50BC57207,,DC_MAD,Castilla-La Mancha,transferencia,paid,0,ecommerce,169.85,33.71,203.56,confirmed,False,14,stable
SO-2026-0000177,2026-01-20,2026-01-20T12:54:09,CUST_370B0A530DF9,ST_01294,,Canarias,tarjeta,paid,0,tienda,42.14,7.41,49.55,confirmed,True,9,stable
SO-2026-0000178,2026-01-21,2026-01-21T13:45:39,CUST_9C1C85D2D0A6,,DC_BCN,Cataluña,transferencia,pending,15,ecommerce,63.09,13.01,76.1,confirmed,False,5,declining
SO-2026-0000179,2026-01-21,2026-01-21T12:47:48,CUST_F88069FB0763,,DC_ZGZ,Aragón,tarjeta,paid,0,ecommerce,32.31,6.79,39.1,confirmed,False,4,growing
SO-2026-0000180,2026-01-22,2026-01-22T17:09:30,CUST_008D610461E3,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,42.21,8.86,51.07,confirmed,True,14,stable
SO-2026-0000181,2026-01-22,2026-01-22T12:35:25,CUST_989DE15CA666,ST_00981,,Cataluña,contrareembolso,paid,0,tienda,37.45,7.22,44.67,confirmed,False,9,stable
SO-2026-0000182,2026-01-22,2026-01-22T13:36:17,CUST_8B681D61FAC3,,DC_MAD,Comunidad de Madrid,transferencia,pending,15,ecommerce,39.34,8.26,47.6,confirmed,False,11,declining
SO-2026-0000183,2026-01-22,2026-01-22T13:52:00,CUST_398517DC8EFF,,DC_MAD,Castilla y León,tarjeta,paid,0,ecommerce,118.48,24.41,142.89,confirmed,False,14,stable
SO-2026-0000184,2026-01-22,2026-01-22T19:18:54,CUST_03CD21BDDB41,,DC_MAD,Comunidad de Madrid,transferencia,paid,0,ecommerce,30.63,5.91,36.54,confirmed,True,8,stable
SO-2026-0000185,2026-01-22,2026-01-22T15:28:31,CUST_BC92039B058C,,DC_BCN,Cataluña,contrareembolso,paid,0,ecommerce,20.64,4.34,24.98,confirmed,False,6,stable
SO-2026-0000186,2026-01-22,2026-01-22T15:49:20,CUST_749057D337D3,,DC_MAD,Castilla-La Mancha,transferencia,paid,0,ecommerce,11.68,2.45,14.13,confirmed,False,3,declining
SO-2026-0000187,2026-01-22,2026-01-22T17:02:52,CUST_3D131E2C2E7D,ST_00952,,Cataluña,transferencia,paid,0,tienda,74.37,12.24,86.61,confirmed,True,15,stable
SO-2026-0000188,2026-01-22,2026-01-22T20:09:28,CUST_F7FFB509F08A,,DC_VLC,Comunitat Valenciana,transferencia,pending,15,ecommerce,60.45,12.49,72.94,confirmed,True,15,declining
SO-2026-0000189,2026-01-22,2026-01-22T12:02:14,CUST_2B8C5780BE17,,DC_ZGZ,Comunidad Foral de Navarra,transferencia,paid,0,ecommerce,48.97,10.28,59.25,confirmed,False,3,growing
SO-2026-0000190,2026-01-22,2026-01-22T12:40:38,CUST_DB4B537D0BD1,ST_00952,,Cataluña,transferencia,pending,15,tienda,67.99,13.3,81.29,confirmed,True,13,stable
SO-2026-0000191,2026-01-23,2026-01-23T11:54:41,CUST_B386C991603F,,DC_MAD,Comunidad de Madrid,transferencia,paid,0,ecommerce,51.21,10.75,61.96,confirmed,False,6,growing
SO-2026-0000192,2026-01-23,2026-01-23T13:37:43,CUST_0710F071D879,ST_00952,,Cataluña,contrareembolso,paid,0,tienda,23.35,4.9,28.25,confirmed,True,5,stable
SO-2026-0000193,2026-01-23,2026-01-23T12:33:43,CUST_13D5709B7D97,,DC_ZGZ,Aragón,contrareembolso,paid,0,ecommerce,29.0,6.09,35.09,confirmed,False,6,declining
SO-2026-0000194,2026-01-23,2026-01-23T13:10:47,CUST_D55791DDB9BF,,DC_SEV,Andalucía,tarjeta,paid,0,ecommerce,46.83,9.83,56.66,confirmed,True,8,stable
SO-2026-0000195,2026-01-23,2026-01-23T10:12:33,CUST_6DE8CE9E9EBD,,DC_VLC,Islas Baleares,tarjeta,paid,0,ecommerce,75.95,15.58,91.53,confirmed,False,9,stable
SO-2026-0000196,2026-01-23,2026-01-23T18:47:46,CUST_B41507388BA4,ST_00277,,Comunitat Valenciana,tarjeta,paid,0,tienda,41.78,8.77,50.55,confirmed,True,8,stable
SO-2026-0000197,2026-01-23,2026-01-23T15:00:09,CUST_2D6EB7893986,,DC_BCN,Cataluña,tarjeta,pending,15,ecommerce,72.01,7.91,79.92,confirmed,False,2,growing
SO-2026-0000198,2026-01-24,2026-01-24T20:23:45,CUST_0710F071D879,,DC_BCN,Cataluña,contrareembolso,paid,0,ecommerce,25.5,5.35,30.85,confirmed,False,7,stable
SO-2026-0000199,2026-01-24,2026-01-24T17:34:27,CUST_895C43B38EB4,,DC_SEV,Andalucía,transferencia,paid,0,ecommerce,63.15,13.26,76.41,confirmed,True,8,stable
SO-2026-0000200,2026-01-24,2026-01-24T11:20:45,CUST_A436F2D3F761,,DC_BCN,Cataluña,contrareembolso,paid,0,ecommerce,63.19,13.02,76.21,confirmed,True,14,stable
SO-2026-0000201,2026-01-24,2026-01-24T19:59:51,CUST_B90E951C25D5,,DC_SEV,Ciudad Autónoma de Melilla,contrareembolso,paid,0,ecommerce,35.08,7.37,42.45,confirmed,False,5,declining
SO-2026-0000202,2026-01-24,2026-01-24T10:36:28,CUST_CDFD302B7831,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,145.43,28.79,174.22,confirmed,False,31,stable
SO-2026-0000203,2026-01-24,2026-01-24T13:17:21,CUST_B41507388BA4,,DC_VLC,Comunitat Valenciana,transferencia,paid,0,ecommerce,53.06,11.14,64.2,confirmed,True,13,stable
SO-2026-0000204,2026-01-26,2026-01-26T16:56:47,CUST_13D5709B7D97,,DC_ZGZ,Aragón,contrareembolso,paid,0,ecommerce,28.16,5.91,34.07,confirmed,False,5,declining
SO-2026-0000205,2026-01-26,2026-01-26T19:50:17,CUST_9E5DC5ACC354,ST_01403,,Aragón,tarjeta,paid,0,tienda,51.88,10.9,62.78,confirmed,True,12,declining
SO-2026-0000206,2026-01-26,2026-01-26T11:54:08,CUST_CBD5F73936E9,ST_01294,,Canarias,tarjeta,paid,0,tienda,81.57,15.76,97.33,confirmed,True,12,stable
SO-2026-0000207,2026-01-26,2026-01-26T10:13:16,CUST_F55D6D268B37,,DC_BCN,Cataluña,contrareembolso,paid,0,ecommerce,43.13,9.06,52.19,confirmed,False,3,growing
SO-2026-0000208,2026-01-27,2026-01-27T18:50:42,CUST_6DAA8861FE18,,DC_ZGZ,Galicia,transferencia,paid,0,ecommerce,12.69,2.67,15.36,confirmed,True,1,growing
SO-2026-0000209,2026-01-27,2026-01-27T12:16:56,CUST_6667E3B56360,ST_00952,,Cataluña,contrareembolso,pending,30,tienda,61.47,12.91,74.38,confirmed,False,7,declining
SO-2026-0000210,2026-01-27,2026-01-27T19:00:08,CUST_33BA36C7D6FA,,DC_ZGZ,País Vasco,tarjeta,pending,15,ecommerce,83.06,17.34,100.4,confirmed,False,17,stable
SO-2026-0000211,2026-01-27,2026-01-27T13:50:42,CUST_7688CE4758BE,,DC_MAD,Comunidad de Madrid,contrareembolso,paid,0,ecommerce,66.63,13.99,80.62,confirmed,False,17,stable
SO-2026-0000212,2026-01-27,2026-01-27T12:40:44,CUST_D55791DDB9BF,,DC_SEV,Andalucía,tarjeta,paid,0,ecommerce,57.14,12.0,69.14,confirmed,False,9,stable
SO-2026-0000213,2026-01-27,2026-01-27T19:08:35,CUST_4CE922D90DB3,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,12.11,2.54,14.65,confirmed,True,4,declining
SO-2026-0000214,2026-01-28,2026-01-28T12:48:34,CUST_B596EF4AFA88,,DC_MAD,Castilla-La Mancha,tarjeta,pending,15,ecommerce,77.93,16.36,94.29,confirmed,True,23,declining
SO-2026-0000215,2026-01-28,2026-01-28T16:19:27,CUST_31F322F3F068,,DC_SEV,Andalucía,tarjeta,paid,0,ecommerce,56.91,11.95,68.86,confirmed,False,8,stable
SO-2026-0000216,2026-01-28,2026-01-28T19:08:24,CUST_929D1CFB655F,,DC_ZGZ,Comunidad Foral de Navarra,contrareembolso,paid,0,ecommerce,82.21,17.27,99.48,confirmed,False,18,stable
SO-2026-0000217,2026-01-29,2026-01-29T10:55:02,CUST_0710F071D879,ST_00952,,Cataluña,tarjeta,paid,0,tienda,21.05,4.42,25.47,confirmed,False,4,stable
SO-2026-0000218,2026-01-29,2026-01-29T14:15:26,CUST_EAC8DE9F6F5B,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,34.67,7.28,41.95,confirmed,False,6,stable
SO-2026-0000219,2026-01-29,2026-01-29T11:20:18,CUST_23326992896E,,DC_SEV,Canarias,tarjeta,paid,0,ecommerce,7.93,1.67,9.6,confirmed,False,2,declining
SO-2026-0000220,2026-01-29,2026-01-29T11:15:20,CUST_99DB8DAB66D3,,DC_SEV,Andalucía,tarjeta,paid,0,ecommerce,27.82,5.3,33.12,confirmed,False,6,stable
SO-2026-0000221,2026-01-29,2026-01-29T09:39:27,CUST_78C50BC57207,,DC_MAD,Castilla-La Mancha,tarjeta,paid,0,ecommerce,72.31,13.59,85.9,confirmed,False,18,stable
SO-2026-0000222,2026-01-29,2026-01-29T13:42:38,CUST_CF89E550D736,ST_00277,,Comunitat Valenciana,tarjeta,pending,15,tienda,177.13,36.65,213.78,confirmed,True,18,stable
SO-2026-0000223,2026-01-30,2026-01-30T09:29:12,CUST_B386C991603F,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,49.14,10.32,59.46,confirmed,False,8,growing
SO-2026-0000224,2026-01-30,2026-01-30T17:52:14,CUST_6DAA8861FE18,,DC_ZGZ,Galicia,tarjeta,paid,0,ecommerce,11.9,2.5,14.4,confirmed,False,5,growing
SO-2026-0000225,2026-01-30,2026-01-30T14:54:59,CUST_69298693FD9D,,DC_SEV,Canarias,tarjeta,paid,0,ecommerce,41.83,8.79,50.62,confirmed,False,8,stable
SO-2026-0000226,2026-01-30,2026-01-30T09:08:36,CUST_A436F2D3F761,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,65.88,12.98,78.86,confirmed,False,20,stable
SO-2026-0000227,2026-01-30,2026-01-30T17:28:11,CUST_86342BA6ADB3,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,26.71,5.26,31.97,confirmed,False,12,stable
SO-2026-0000228,2026-01-30,2026-01-30T12:52:07,CUST_6875832F52C4,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,30.53,6.41,36.94,confirmed,False,8,stable
SO-2026-0000229,2026-01-30,2026-01-30T19:37:39,CUST_9BE492701D60,ST_00981,,Cataluña,tarjeta,paid,0,tienda,40.31,7.81,48.12,confirmed,False,10,growing
SO-2026-0000230,2026-01-31,2026-01-31T12:38:58,CUST_907B978648F8,,DC_ZGZ,País Vasco,transferencia,paid,0,ecommerce,81.52,16.27,97.79,confirmed,False,15,stable
SO-2026-0000231,2026-01-31,2026-01-31T09:44:08,CUST_6667E3B56360,ST_00952,,Cataluña,tarjeta,pending,30,tienda,48.56,10.2,58.76,confirmed,False,1,declining
SO-2026-0000232,2026-01-31,2026-01-31T13:36:16,CUST_86342BA6ADB3,ST_00952,,Cataluña,transferencia,paid,0,tienda,34.4,7.0,41.4,confirmed,True,7,stable
SO-2026-0000233,2026-01-31,2026-01-31T16:16:29,CUST_D10341241BB4,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,134.46,28.24,162.7,confirmed,True,22,growing
SO-2026-0000234,2026-01-31,2026-01-31T16:20:01,CUST_6F462ACE1AA9,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,39.6,8.31,47.91,confirmed,False,4,declining
SO-2026-0000235,2026-01-31,2026-01-31T20:50:15,CUST_B41507388BA4,ST_00277,,Comunitat Valenciana,tarjeta,paid,0,tienda,56.71,11.61,68.32,confirmed,True,9,stable
SO-2026-0000236,2026-02-01,2026-02-01T16:21:56,CUST_E9DD63119ACA,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,132.93,27.92,160.85,confirmed,False,12,stable
SO-2026-0000237,2026-02-01,2026-02-01T18:00:22,CUST_3D131E2C2E7D,ST_00952,,Cataluña,transferencia,paid,0,tienda,114.17,23.19,137.36,confirmed,False,7,stable
SO-2026-0000238,2026-02-02,2026-02-02T10:47:26,CUST_13D5709B7D97,,DC_ZGZ,Aragón,tarjeta,paid,0,ecommerce,41.89,8.8,50.69,confirmed,False,6,declining
SO-2026-0000239,2026-02-02,2026-02-02T20:31:06,CUST_B2A6D02B1243,,DC_ZGZ,Comunidad Foral de Navarra,tarjeta,pending,15,ecommerce,27.07,5.68,32.75,confirmed,False,3,declining
SO-2026-0000240,2026-02-03,2026-02-03T10:13:23,CUST_ACDA1165E210,,DC_MAD,Castilla y León,tarjeta,paid,0,ecommerce,29.78,5.54,35.32,confirmed,False,6,declining
SO-2026-0000241,2026-02-03,2026-02-03T20:07:35,CUST_03CD21BDDB41,,DC_MAD,Comunidad de Madrid,contrareembolso,paid,0,ecommerce,18.13,3.45,21.58,confirmed,False,3,stable
SO-2026-0000242,2026-02-03,2026-02-03T18:23:37,CUST_019059DCABD0,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,24.47,4.93,29.4,confirmed,True,6,stable
SO-2026-0000243,2026-02-03,2026-02-03T19:00:42,CUST_113620509C62,,DC_BCN,Cataluña,contrareembolso,paid,0,ecommerce,57.82,12.14,69.96,confirmed,False,5,growing
SO-2026-0000244,2026-02-03,2026-02-03T18:23:00,CUST_32B821768DD7,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,13.49,2.83,16.32,confirmed,False,2,growing
SO-2026-0000245,2026-02-04,2026-02-04T19:12:43,CUST_6DAA8861FE18,,DC_ZGZ,Galicia,tarjeta,paid,0,ecommerce,13.36,2.81,16.17,confirmed,True,2,growing
SO-2026-0000246,2026-02-04,2026-02-04T18:40:35,CUST_03CD21BDDB41,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,18.93,3.97,22.9,confirmed,False,4,stable
SO-2026-0000247,2026-02-04,2026-02-04T18:43:58,CUST_F18C131EB723,,DC_MAD,Castilla-La Mancha,tarjeta,paid,0,ecommerce,46.14,9.69,55.83,confirmed,False,3,stable
SO-2026-0000248,2026-02-05,2026-02-05T12:34:59,CUST_1723BF2C14A0,,DC_ZGZ,Aragón,tarjeta,paid,0,ecommerce,50.17,10.54,60.71,confirmed,True,11,stable
SO-2026-0000249,2026-02-05,2026-02-05T14:08:01,CUST_B0B608601833,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,32.5,5.36,37.86,confirmed,False,5,stable
SO-2026-0000250,2026-02-05,2026-02-05T17:08:18,CUST_500524C778A5,,DC_ZGZ,País Vasco,transferencia,paid,0,ecommerce,37.94,7.27,45.21,confirmed,False,11,stable
SO-2026-0000251,2026-02-05,2026-02-05T17:03:58,CUST_43B4E1E89E7E,,DC_SEV,Andalucía,tarjeta,paid,0,ecommerce,30.33,6.37,36.7,confirmed,False,7,stable
SO-2026-0000252,2026-02-05,2026-02-05T12:36:14,CUST_6F462ACE1AA9,,DC_ZGZ,País Vasco,transferencia,paid,0,ecommerce,32.11,6.74,38.85,confirmed,False,11,declining
SO-2026-0000253,2026-02-06,2026-02-06T12:28:49,CUST_064025B8FD4B,ST_00952,,Cataluña,contrareembolso,paid,0,tienda,102.42,20.6,123.02,confirmed,True,23,stable
SO-2026-0000254,2026-02-06,2026-02-06T20:11:23,CUST_13D5709B7D97,,DC_ZGZ,Aragón,tarjeta,paid,0,ecommerce,52.83,11.09,63.92,confirmed,False,2,declining
SO-2026-0000255,2026-02-06,2026-02-06T16:47:07,CUST_5A31CD4B69A9,,DC_ZGZ,Comunidad Foral de Navarra,tarjeta,paid,0,ecommerce,61.75,12.79,74.54,confirmed,False,9,declining
SO-2026-0000256,2026-02-06,2026-02-06T12:39:40,CUST_737DD11376E0,,DC_ZGZ,País Vasco,contrareembolso,paid,0,ecommerce,47.69,9.77,57.46,confirmed,False,9,stable
SO-2026-0000257,2026-02-06,2026-02-06T11:36:06,CUST_7ED1C9B7C9BC,,DC_BCN,Cataluña,transferencia,pending,30,ecommerce,173.27,36.39,209.66,confirmed,True,17,growing
SO-2026-0000258,2026-02-06,2026-02-06T13:25:22,CUST_BC92039B058C,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,70.5,7.59,78.09,confirmed,False,2,stable
SO-2026-0000259,2026-02-06,2026-02-06T20:47:39,CUST_31F322F3F068,,DC_SEV,Andalucía,tarjeta,paid,0,ecommerce,68.4,13.19,81.59,confirmed,False,18,stable
SO-2026-0000260,2026-02-06,2026-02-06T17:21:08,CUST_F7FFB509F08A,,DC_VLC,Comunitat Valenciana,tarjeta,pending,15,ecommerce,48.74,10.23,58.97,confirmed,False,9,declining
SO-2026-0000261,2026-02-07,2026-02-07T11:28:14,CUST_01827A1B5806,ST_00952,,Cataluña,transferencia,paid,0,tienda,99.15,20.82,119.97,confirmed,True,8,stable
SO-2026-0000262,2026-02-07,2026-02-07T17:35:59,CUST_1723BF2C14A0,ST_01425,,Aragón,tarjeta,paid,0,tienda,95.65,20.09,115.74,confirmed,True,8,stable
SO-2026-0000263,2026-02-07,2026-02-07T18:22:36,CUST_DD3F52BDC661,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,78.64,16.51,95.15,confirmed,False,9,stable
SO-2026-0000264,2026-02-07,2026-02-07T18:00:43,CUST_69298693FD9D,,DC_SEV,Canarias,contrareembolso,paid,0,ecommerce,33.9,7.12,41.02,confirmed,False,5,stable
SO-2026-0000265,2026-02-07,2026-02-07T15:40:40,CUST_3510B4746349,ST_00981,,Cataluña,tarjeta,paid,0,tienda,95.63,19.69,115.32,confirmed,True,10,stable
SO-2026-0000266,2026-02-07,2026-02-07T11:00:54,CUST_B36A69BE173A,,DC_MAD,Comunidad de Madrid,transferencia,pending,30,ecommerce,236.93,46.95,283.88,confirmed,True,35,stable
SO-2026-0000267,2026-02-07,2026-02-07T11:25:12,CUST_32B821768DD7,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,13.17,2.76,15.93,confirmed,True,3,growing
SO-2026-0000268,2026-02-07,2026-02-07T10:02:59,CUST_CF89E550D736,,DC_VLC,Comunitat Valenciana,tarjeta,pending,15,ecommerce,241.55,46.66,288.21,confirmed,False,37,stable
SO-2026-0000269,2026-02-07,2026-02-07T13:02:50,CUST_B41507388BA4,,DC_VLC,Comunitat Valenciana,tarjeta,paid,0,ecommerce,54.07,11.36,65.43,confirmed,True,14,stable
SO-2026-0000270,2026-02-08,2026-02-08T13:02:58,CUST_DEF568F45BCE,ST_00981,,Cataluña,tarjeta,paid,0,tienda,61.64,12.95,74.59,confirmed,True,16,growing
SO-2026-0000271,2026-02-09,2026-02-09T18:13:51,CUST_9C1C85D2D0A6,,DC_BCN,Cataluña,transferencia,pending,15,ecommerce,36.71,7.71,44.42,confirmed,False,7,declining
SO-2026-0000272,2026-02-09,2026-02-09T09:12:42,CUST_6F462ACE1AA9,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,28.3,5.94,34.24,confirmed,False,8,declining
SO-2026-0000273,2026-02-09,2026-02-09T17:03:01,CUST_44BE7EA5A387,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,63.31,13.29,76.6,confirmed,False,2,declining
SO-2026-0000274,2026-02-09,2026-02-09T12:46:00,CUST_71EFAE13591E,,DC_ZGZ,Aragón,contrareembolso,paid,0,ecommerce,63.72,8.23,71.95,confirmed,False,6,stable
SO-2026-0000275,2026-02-09,2026-02-09T15:45:19,CUST_A3BF388C9751,ST_01425,,Aragón,contrareembolso,paid,0,tienda,22.11,4.64,26.75,confirmed,False,2,declining
SO-2026-0000276,2026-02-10,2026-02-10T14:36:07,CUST_DEF568F45BCE,ST_00981,,Cataluña,tarjeta,paid,0,tienda,49.65,10.43,60.08,confirmed,True,14,growing
SO-2026-0000277,2026-02-10,2026-02-10T09:02:51,CUST_9C1C85D2D0A6,,DC_BCN,Cataluña,transferencia,pending,15,ecommerce,41.98,8.46,50.44,confirmed,False,12,declining
SO-2026-0000278,2026-02-11,2026-02-11T11:20:22,CUST_8A0B36D8393A,,DC_MAD,Comunidad de Madrid,tarjeta,pending,15,ecommerce,89.86,18.01,107.87,confirmed,False,19,stable
SO-2026-0000279,2026-02-11,2026-02-11T09:12:31,CUST_907B978648F8,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,65.11,13.67,78.78,confirmed,False,15,stable
SO-2026-0000280,2026-02-11,2026-02-11T13:28:17,CUST_87EA8DB06746,ST_00952,,Cataluña,tarjeta,paid,0,tienda,33.98,7.13,41.11,confirmed,True,10,declining
