receipt_id,po_id,po_line_number,dc_id,product_id,supplier_id,quantity_received,receipt_date,unit_cost
GR-2024-00000243,PO-2024-0000169,3,DC_ZGZ,PROD_000578,SUP_00014,275,2024-02-12,2.2322
GR-2024-00000244,PO-2024-0000174,1,DC_SEV,PROD_000818,SUP_00014,319,2024-02-12,1.2905
GR-2024-00000245,PO-2024-0000177,1,DC_ZGZ,PROD_002201,SUP_00014,254,2024-02-12,1.3883
GR-2024-00000246,PO-2024-0000179,1,DC_MAD,PROD_000298,SUP_00017,291,2024-02-12,1.2007
GR-2024-00000247,PO-2024-0000179,2,DC_MAD,PROD_001183,SUP_00017,462,2024-02-12,0.8473
GR-2024-00000248,PO-2024-0000200,1,DC_BCN,PROD_001095,SUP_00007,232,2024-02-12,1.0296
GR-2024-00000249,PO-2024-0000200,2,DC_BCN,PROD_001525,SUP_00007,207,2024-02-12,5.6862
GR-2024-00000250,PO-2024-0000200,3,DC_BCN,PROD_001466,SUP_00007,105,2024-02-12,0.9517
GR-2024-00000251,PO-2024-0000200,4,DC_BCN,PROD_000254,SUP_00007,173,2024-02-12,0.5265
GR-2024-00000252,PO-2024-0000200,5,DC_BCN,PROD_001772,SUP_00007,109,2024-02-12,1.6358
GR-2024-00000253,PO-2024-0000204,1,DC_MAD,PROD_002534,SUP_00007,459,2024-02-12,1.3162
GR-2024-00000254,PO-2024-0000207,1,DC_MAD,PROD_000651,SUP_00019,312,2024-02-12,2.1758
GR-2024-00000255,PO-2024-0000211,1,DC_BCN,PROD_001330,SUP_00019,280,2024-02-12,1.5546
GR-2024-00000256,PO-2024-0000196,1,DC_VLC,PROD_003205,SUP_00016,394,2024-02-13,2.1219
GR-2024-00000257,PO-2024-0000199,1,DC_SEV,PROD_002965,SUP_00016,339,2024-02-13,1.922
GR-2024-00000258,PO-2024-0000201,1,DC_BCN,PROD_003082,SUP_00016,199,2024-02-13,1.9736
GR-2024-00000259,PO-2024-0000201,2,DC_BCN,PROD_003018,SUP_00016,181,2024-02-13,1.9823
GR-2024-00000260,PO-2024-0000212,1,DC_BCN,PROD_001418,SUP_00007,208,2024-02-13,9.8599
GR-2024-00000261,PO-2024-0000213,1,DC_SEV,PROD_001128,SUP_00007,447,2024-02-13,1.9009
GR-2024-00000262,PO-2024-0000213,2,DC_SEV,PROD_000148,SUP_00007,346,2024-02-13,1.0315
GR-2024-00000263,PO-2024-0000218,1,DC_BCN,PROD_001491,SUP_00007,227,2024-02-13,0.6889
GR-2024-00000264,PO-2024-0000194,1,DC_ZGZ,PROD_003017,SUP_00016,190,2024-02-14,0.5211
GR-2024-00000265,PO-2024-0000202,1,DC_ZGZ,PROD_002625,SUP_00016,308,2024-02-14,1.9587
GR-2024-00000266,PO-2024-0000217,1,DC_VLC,PROD_003107,SUP_00016,290,2024-02-14,1.9158
GR-2024-00000267,PO-2024-0000183,1,DC_VLC,PROD_000769,SUP_00017,157,2024-02-15,0.9121
GR-2024-00000268,PO-2024-0000183,2,DC_VLC,PROD_002999,SUP_00017,161,2024-02-15,0.6857
GR-2024-00000269,PO-2024-0000215,1,DC_MAD,PROD_000691,SUP_00016,223,2024-02-15,1.1488
GR-2024-00000270,PO-2024-0000230,1,DC_VLC,PROD_001855,SUP_00019,260,2024-02-15,2.0265
GR-2024-00000271,PO-2024-0000230,2,DC_VLC,PROD_000319,SUP_00019,321,2024-02-15,1.532
GR-2024-00000272,PO-2024-0000178,1,DC_MAD,PROD_000551,SUP_00014,380,2024-02-16,1.4085
GR-2024-00000273,PO-2024-0000178,2,DC_MAD,PROD_002011,SUP_00014,498,2024-02-16,3.5986
GR-2024-00000274,PO-2024-0000178,3,DC_MAD,PROD_002464,SUP_00014,215,2024-02-16,4.9519
GR-2024-00000275,PO-2024-0000182,1,DC_VLC,PROD_000507,SUP_00014,228,2024-02-16,9.0054
GR-2024-00000276,PO-2024-0000185,1,DC_ZGZ,PROD_003640,SUP_00017,169,2024-02-16,0.8294
GR-2024-00000277,PO-2024-0000224,1,DC_BCN,PROD_001282,SUP_00007,166,2024-02-16,2.6575
GR-2024-00000278,PO-2024-0000224,2,DC_BCN,PROD_001190,SUP_00007,151,2024-02-16,1.0891
GR-2024-00000279,PO-2024-0000224,3,DC_BCN,PROD_000479,SUP_00007,200,2024-02-16,3.0935
GR-2024-00000280,PO-2024-0000224,4,DC_BCN,PROD_002301,SUP_00007,128,2024-02-16,0.991
GR-2024-00000281,PO-2024-0000224,5,DC_BCN,PROD_001565,SUP_00007,123,2024-02-16,0.3192
GR-2024-00000282,PO-2024-0000228,1,DC_MAD,PROD_001000,SUP_00007,619,2024-02-16,3.1777
GR-2024-00000283,PO-2024-0000231,1,DC_VLC,PROD_000940,SUP_00007,186,2024-02-16,0.8101
GR-2024-00000284,PO-2024-0000188,1,DC_MAD,PROD_002557,SUP_00014,488,2024-02-17,1.9413
GR-2024-00000285,PO-2024-0000219,1,DC_BCN,PROD_002856,SUP_00016,164,2024-02-17,0.8369
GR-2024-00000286,PO-2024-0000220,1,DC_SEV,PROD_002980,SUP_00016,488,2024-02-17,0.9518
GR-2024-00000287,PO-2024-0000222,1,DC_BCN,PROD_001442,SUP_00016,249,2024-02-17,0.7097
GR-2024-00000288,PO-2024-0000229,1,DC_MAD,PROD_003087,SUP_00016,326,2024-02-17,1.9726
GR-2024-00000289,PO-2024-0000233,1,DC_SEV,PROD_001029,SUP_00007,247,2024-02-17,0.732
GR-2024-00000290,PO-2024-0000242,1,DC_ZGZ,PROD_001266,SUP_00019,301,2024-02-17,5.9801
GR-2024-00000291,PO-2024-0000192,1,DC_SEV,PROD_003533,SUP_00004,467,2024-02-18,1.5129
GR-2024-00000292,PO-2024-0000203,1,DC_ZGZ,PROD_003538,SUP_00004,315,2024-02-18,14.7594
GR-2024-00000293,PO-2024-0000209,1,DC_BCN,PROD_002380,SUP_00017,205,2024-02-18,1.2013
GR-2024-00000294,PO-2024-0000226,1,DC_BCN,PROD_002636,SUP_00016,295,2024-02-18,1.2119
GR-2024-00000295,PO-2024-0000232,1,DC_SEV,PROD_002306,SUP_00005,398,2024-02-18,1.5432
GR-2024-00000296,PO-2024-0000243,1,DC_BCN,PROD_002520,SUP_00007,87,2024-02-18,1.371
GR-2024-00000297,PO-2024-0000245,1,DC_ZGZ,PROD_001133,SUP_00007,323,2024-02-18,1.1701
GR-2024-00000298,PO-2024-0000247,1,DC_ZGZ,PROD_001865,SUP_00019,182,2024-02-18,4.9176
GR-2024-00000299,PO-2024-0000247,2,DC_ZGZ,PROD_001219,SUP_00019,420,2024-02-18,2.0113
GR-2024-00000300,PO-2024-0000198,1,DC_SEV,PROD_001923,SUP_00014,261,2024-02-19,4.6176
GR-2024-00000301,PO-2024-0000208,1,DC_MAD,PROD_003528,SUP_00004,283,2024-02-19,2.5244
GR-2024-00000302,PO-2024-0000237,1,DC_ZGZ,PROD_003094,SUP_00016,211,2024-02-19,6.2265
GR-2024-00000303,PO-2024-0000237,2,DC_ZGZ,PROD_000011,SUP_00016,324,2024-02-19,3.0463
GR-2024-00000304,PO-2024-0000237,3,DC_ZGZ,PROD_003089,SUP_00016,341,2024-02-19,1.2119
GR-2024-00000305,PO-2024-0000240,1,DC_ZGZ,PROD_002787,SUP_00016,317,2024-02-19,0.9034
GR-2024-00000306,PO-2024-0000257,1,DC_ZGZ,PROD_000180,SUP_00007,281,2024-02-19,3.701
GR-2024-00000307,PO-2024-0000259,1,DC_SEV,PROD_003630,SUP_00019,286,2024-02-19,0.8502
GR-2024-00000308,PO-2024-0000238,1,DC_MAD,PROD_003226,SUP_00016,573,2024-02-20,3.486
GR-2024-00000309,PO-2024-0000241,1,DC_SEV,PROD_003034,SUP_00016,432,2024-02-20,1.7742
GR-2024-00000310,PO-2024-0000253,1,DC_ZGZ,PROD_001254,SUP_00015,231,2024-02-20,2.2802
GR-2024-00000311,PO-2024-0000253,2,DC_ZGZ,PROD_002445,SUP_00015,252,2024-02-20,0.7748
GR-2024-00000312,PO-2024-0000205,1,DC_BCN,PROD_000578,SUP_00014,165,2024-02-21,2.5837
GR-2024-00000313,PO-2024-0000206,1,DC_BCN,PROD_000096,SUP_00004,177,2024-02-21,1.3368
GR-2024-00000314,PO-2024-0000214,1,DC_SEV,PROD_003667,SUP_00014,371,2024-02-21,2.2129
GR-2024-00000315,PO-2024-0000216,1,DC_ZGZ,PROD_000681,SUP_00014,282,2024-02-21,1.5302
GR-2024-00000316,PO-2024-0000225,1,DC_BCN,PROD_002206,SUP_00017,285,2024-02-21,0.6312
GR-2024-00000317,PO-2024-0000225,2,DC_BCN,PROD_003611,SUP_00017,244,2024-02-21,3.8875
GR-2024-00000318,PO-2024-0000234,1,DC_MAD,PROD_001759,SUP_00017,322,2024-02-21,1.1687
GR-2024-00000319,PO-2024-0000265,1,DC_ZGZ,PROD_002140,SUP_00007,199,2024-02-21,0.253
GR-2024-00000320,PO-2024-0000266,1,DC_VLC,PROD_000662,SUP_00007,130,2024-02-21,2.1528
GR-2024-00000321,PO-2024-0000272,1,DC_SEV,PROD_002086,SUP_00019,176,2024-02-21,1.7022
GR-2024-00000322,PO-2024-0000210,1,DC_BCN,PROD_003716,SUP_00004,178,2024-02-22,1.5679
GR-2024-00000323,PO-2024-0000210,2,DC_BCN,PROD_003410,SUP_00004,192,2024-02-22,0.7022
GR-2024-00000324,PO-2024-0000221,1,DC_BCN,PROD_002935,SUP_00017,134,2024-02-22,0.8438
GR-2024-00000325,PO-2024-0000223,1,DC_SEV,PROD_003589,SUP_00017,466,2024-02-22,2.5219
GR-2024-00000326,PO-2024-0000223,2,DC_SEV,PROD_001141,SUP_00017,236,2024-02-22,1.7604
GR-2024-00000327,PO-2024-0000227,1,DC_BCN,PROD_000087,SUP_00004,136,2024-02-22,0.9859
GR-2024-00000328,PO-2024-0000227,2,DC_BCN,PROD_003467,SUP_00004,197,2024-02-22,0.8952
GR-2024-00000329,PO-2024-0000227,3,DC_BCN,PROD_000776,SUP_00004,303,2024-02-22,0.523
GR-2024-00000330,PO-2024-0000235,1,DC_ZGZ,PROD_002884,SUP_00017,172,2024-02-22,1.6271
GR-2024-00000331,PO-2024-0000255,1,DC_SEV,PROD_002728,SUP_00016,289,2024-02-22,1.7825
GR-2024-00000332,PO-2024-0000255,2,DC_SEV,PROD_000416,SUP_00016,284,2024-02-22,1.1038
GR-2024-00000333,PO-2024-0000258,1,DC_ZGZ,PROD_003132,SUP_00016,192,2024-02-22,0.7239
GR-2024-00000334,PO-2024-0000267,1,DC_BCN,PROD_002144,SUP_00007,101,2024-02-22,1.3028
GR-2024-00000335,PO-2024-0000267,2,DC_BCN,PROD_000425,SUP_00007,227,2024-02-22,0.9388
GR-2024-00000336,PO-2024-0000271,1,DC_ZGZ,PROD_002331,SUP_00007,345,2024-02-22,1.644
GR-2024-00000337,PO-2024-0000249,1,DC_ZGZ,PROD_002164,SUP_00017,287,2024-02-23,0.5195
GR-2024-00000338,PO-2024-0000236,1,DC_ZGZ,PROD_001383,SUP_00014,214,2024-02-24,3.0715
GR-2024-00000339,PO-2024-0000244,1,DC_BCN,PROD_001118,SUP_00014,316,2024-02-24,1.6624
GR-2024-00000340,PO-2024-0000269,1,DC_ZGZ,PROD_003012,SUP_00016,128,2024-02-24,0.6052
GR-2024-00000341,PO-2024-0000277,1,DC_ZGZ,PROD_000058,SUP_00016,238,2024-02-24,2.5613
GR-2024-00000342,PO-2024-0000278,1,DC_MAD,PROD_000171,SUP_00007,433,2024-02-24,0.8985
GR-2024-00000343,PO-2024-0000278,2,DC_MAD,PROD_002284,SUP_00007,305,2024-02-24,1.799
GR-2024-00000344,PO-2024-0000250,1,DC_MAD,PROD_000270,SUP_00017,494,2024-02-25,1.3408
GR-2024-00000345,PO-2024-0000250,2,DC_MAD,PROD_001287,SUP_00017,491,2024-02-25,1.4369
GR-2024-00000346,PO-2024-0000260,1,DC_SEV,PROD_001695,SUP_00014,191,2024-02-25,2.6571
GR-2024-00000347,PO-2024-0000261,1,DC_VLC,PROD_003292,SUP_00004,163,2024-02-25,0.5796
GR-2024-00000348,PO-2024-0000263,1,DC_ZGZ,PROD_001820,SUP_00017,323,2024-02-25,1.5963
GR-2024-00000349,PO-2024-0000276,1,DC_BCN,PROD_002779,SUP_00016,198,2024-02-25,3.5126
GR-2024-00000350,PO-2024-0000281,1,DC_SEV,PROD_002750,SUP_00005,258,2024-02-25,2.5285
GR-2024-00000351,PO-2024-0000246,1,DC_ZGZ,PROD_001414,SUP_00014,337,2024-02-26,1.6542
GR-2024-00000352,PO-2024-0000246,2,DC_ZGZ,PROD_002299,SUP_00014,105,2024-02-26,1.3948
GR-2024-00000353,PO-2024-0000248,1,DC_ZGZ,PROD_003351,SUP_00004,356,2024-02-26,0.8984
GR-2024-00000354,PO-2024-0000252,1,DC_MAD,PROD_002312,SUP_00014,230,2024-02-26,1.3696
GR-2024-00000355,PO-2024-0000252,2,DC_MAD,PROD_000595,SUP_00014,531,2024-02-26,2.1697
GR-2024-00000356,PO-2024-0000262,1,DC_ZGZ,PROD_003491,SUP_00004,231,2024-02-26,0.8202
GR-2024-00000357,PO-2024-0000268,1,DC_BCN,PROD_001055,SUP_00017,164,2024-02-26,1.0404
GR-2024-00000358,PO-2024-0000282,1,DC_BCN,PROD_001924,SUP_00007,341,2024-02-26,0.3146
GR-2024-00000359,PO-2024-0000239,1,DC_ZGZ,PROD_003295,SUP_00004,246,2024-02-27,0.8173
GR-2024-00000360,PO-2024-0000251,1,DC_MAD,PROD_003489,SUP_00004,570,2024-02-27,0.9464
GR-2024-00000361,PO-2024-0000254,1,DC_ZGZ,PROD_003281,SUP_00004,169,2024-02-27,0.5866
GR-2024-00000362,PO-2024-0000254,2,DC_ZGZ,PROD_003447,SUP_00004,237,2024-02-27,0.8836
GR-2024-00000363,PO-2024-0000256,1,DC_SEV,PROD_003521,SUP_00004,308,2024-02-27,2.4428
GR-2024-00000364,PO-2024-0000275,1,DC_SEV,PROD_001482,SUP_00017,241,2024-02-27,1.1129
GR-2024-00000365,PO-2024-0000285,1,DC_VLC,PROD_003680,SUP_00007,315,2024-02-27,0.9157
GR-2024-00000366,PO-2024-0000264,1,DC_ZGZ,PROD_000450,SUP_00014,271,2024-02-28,2.0801
GR-2024-00000367,PO-2024-0000273,1,DC_SEV,PROD_003496,SUP_00004,394,2024-02-28,1.1623
GR-2024-00000368,PO-2024-0000274,1,DC_SEV,PROD_001666,SUP_00014,295,2024-02-28,1.8599
GR-2024-00000369,PO-2024-0000274,2,DC_SEV,PROD_001784,SUP_00014,182,2024-02-28,0.997
GR-2024-00000370,PO-2024-0000279,1,DC_ZGZ,PROD_001698,SUP_00017,245,2024-02-28,0.6687
GR-2024-00000371,PO-2024-0000283,1,DC_MAD,PROD_003652,SUP_00016,442,2024-02-28,1.1643
GR-2024-00000372,PO-2024-0000286,1,DC_VLC,PROD_002561,SUP_00016,384,2024-02-28,0.9302
GR-2024-00000373,PO-2024-0000292,1,DC_SEV,PROD_001024,SUP_00015,161,2024-02-29,0.7268
GR-2024-00000374,PO-2024-0000288,1,DC_MAD,PROD_002899,SUP_00016,228,2024-03-01,1.0224
GR-2024-00000375,PO-2024-0000289,1,DC_BCN,PROD_003023,SUP_00016,275,2024-03-01,0.8549
GR-2024-00000376,PO-2024-0000296,1,DC_BCN,PROD_002524,SUP_00007,119,2024-03-01,1.0164
GR-2024-00000377,PO-2024-0000296,2,DC_BCN,PROD_000810,SUP_00007,255,2024-03-01,1.2881
GR-2024-00000378,PO-2024-0000296,3,DC_BCN,PROD_001851,SUP_00007,104,2024-03-01,1.8048
GR-2024-00000379,PO-2024-0000296,4,DC_BCN,PROD_002071,SUP_00007,152,2024-03-01,1.3031
GR-2024-00000380,PO-2024-0000300,1,DC_ZGZ,PROD_000214,SUP_00007,200,2024-03-01,2.2148
GR-2024-00000381,PO-2024-0000270,1,DC_ZGZ,PROD_000229,SUP_00014,224,2024-03-02,2.0365
GR-2024-00000382,PO-2024-0000299,1,DC_ZGZ,PROD_002977,SUP_00016,247,2024-03-02,1.2848
GR-2024-00000383,PO-2024-0000302,1,DC_BCN,PROD_000544,SUP_00015,140,2024-03-02,1.0954
GR-2024-00000384,PO-2024-0000305,1,DC_MAD,PROD_001852,SUP_00007,363,2024-03-02,4.8981
GR-2024-00000385,PO-2024-0000305,2,DC_MAD,PROD_000359,SUP_00007,310,2024-03-02,3.9634
GR-2024-00000386,PO-2024-0000305,3,DC_MAD,PROD_001243,SUP_00007,395,2024-03-02,1.7598
GR-2024-00000387,PO-2024-0000305,4,DC_MAD,PROD_001354,SUP_00007,166,2024-03-02,0.2982
GR-2024-00000388,PO-2024-0000280,1,DC_SEV,PROD_000664,SUP_00014,242,2024-03-03,2.173
GR-2024-00000389,PO-2024-0000284,1,DC_BCN,PROD_003518,SUP_00004,170,2024-03-03,0.8845
GR-2024-00000390,PO-2024-0000295,1,DC_MAD,PROD_002958,SUP_00016,407,2024-03-03,0.7567
GR-2024-00000391,PO-2024-0000297,1,DC_BCN,PROD_001108,SUP_00016,155,2024-03-03,1.51
GR-2024-00000392,PO-2024-0000297,2,DC_BCN,PROD_002563,SUP_00016,281,2024-03-03,0.8413
GR-2024-00000393,PO-2024-0000297,3,DC_BCN,PROD_000797,SUP_00016,338,2024-03-03,1.1322
GR-2024-00000394,PO-2024-0000297,4,DC_BCN,PROD_003120,SUP_00016,147,2024-03-03,1.2844
GR-2024-00000395,PO-2024-0000297,5,DC_BCN,PROD_002734,SUP_00016,172,2024-03-03,0.6311
GR-2024-00000396,PO-2024-0000303,1,DC_BCN,PROD_003128,SUP_00016,141,2024-03-03,1.0111
GR-2024-00000397,PO-2024-0000308,1,DC_MAD,PROD_000222,SUP_00015,407,2024-03-04,0.5742
GR-2024-00000398,PO-2024-0000308,2,DC_MAD,PROD_001990,SUP_00015,357,2024-03-04,1.2361
GR-2024-00000399,PO-2024-0000309,1,DC_MAD,PROD_000503,SUP_00007,338,2024-03-04,2.9643
GR-2024-00000400,PO-2024-0000313,1,DC_SEV,PROD_000697,SUP_00019,246,2024-03-04,1.7341
GR-2024-00000401,PO-2024-0000287,1,DC_MAD,PROD_002098,SUP_00014,282,2024-03-05,6.1503
GR-2024-00000402,PO-2024-0000287,2,DC_MAD,PROD_000373,SUP_00014,282,2024-03-05,1.7188
GR-2024-00000403,PO-2024-0000290,1,DC_BCN,PROD_000775,SUP_00004,184,2024-03-05,1.0239
GR-2024-00000404,PO-2024-0000291,1,DC_BCN,PROD_001909,SUP_00017,170,2024-03-05,2.323
GR-2024-00000405,PO-2024-0000291,2,DC_BCN,PROD_002882,SUP_00017,119,2024-03-05,0.9538
GR-2024-00000406,PO-2024-0000301,1,DC_ZGZ,PROD_003049,SUP_00016,322,2024-03-05,1.128
GR-2024-00000407,PO-2024-0000311,1,DC_SEV,PROD_001470,SUP_00015,237,2024-03-05,2.3178
GR-2024-00000408,PO-2024-0000314,1,DC_VLC,PROD_000218,SUP_00007,231,2024-03-05,0.8122
GR-2024-00000409,PO-2024-0000294,1,DC_SEV,PROD_003601,SUP_00017,281,2024-03-06,8.4481
GR-2024-00000410,PO-2024-0000319,1,DC_MAD,PROD_000159,SUP_00015,328,2024-03-06,1.2516
GR-2024-00000411,PO-2024-0000293,1,DC_SEV,PROD_001985,SUP_00014,242,2024-03-07,1.3231
GR-2024-00000412,PO-2024-0000307,1,DC_MAD,PROD_002774,SUP_00016,502,2024-03-07,0.9117
GR-2024-00000413,PO-2024-0000310,1,DC_SEV,PROD_002668,SUP_00016,361,2024-03-07,0.8493
GR-2024-00000414,PO-2024-0000316,1,DC_BCN,PROD_001592,SUP_00007,264,2024-03-07,5.1837
GR-2024-00000415,PO-2024-0000320,1,DC_ZGZ,PROD_000483,SUP_00019,137,2024-03-07,2.1032
GR-2024-00000416,PO-2024-0000298,1,DC_ZGZ,PROD_001467,SUP_00014,118,2024-03-08,1.0265
GR-2024-00000417,PO-2024-0000304,1,DC_BCN,PROD_001646,SUP_00017,187,2024-03-08,3.1767
GR-2024-00000418,PO-2024-0000312,1,DC_SEV,PROD_002636,SUP_00016,257,2024-03-08,1.0264
GR-2024-00000419,PO-2024-0000322,1,DC_BCN,PROD_000261,SUP_00007,89,2024-03-08,0.6468
GR-2024-00000420,PO-2024-0000322,2,DC_BCN,PROD_000124,SUP_00007,232,2024-03-08,3.784
GR-2024-00000421,PO-2024-0000329,1,DC_SEV,PROD_000287,SUP_00015,298,2024-03-08,0.6912
GR-2024-00000422,PO-2024-0000330,1,DC_SEV,PROD_000193,SUP_00007,329,2024-03-08,0.69
GR-2024-00000423,PO-2024-0000330,2,DC_SEV,PROD_001551,SUP_00007,210,2024-03-08,0.7076
GR-2024-00000424,PO-2024-0000337,1,DC_SEV,PROD_000167,SUP_00019,129,2024-03-08,1.4816
GR-2024-00000425,PO-2024-0000306,1,DC_BCN,PROD_002162,SUP_00014,205,2024-03-09,2.1665
GR-2024-00000426,PO-2024-0000318,1,DC_MAD,PROD_002965,SUP_00016,265,2024-03-09,2.183
GR-2024-00000427,PO-2024-0000332,1,DC_SEV,PROD_002457,SUP_00007,404,2024-03-09,0.9214
GR-2024-00000428,PO-2024-0000336,1,DC_SEV,PROD_001873,SUP_00015,229,2024-03-09,0.9129
GR-2024-00000429,PO-2024-0000315,1,DC_VLC,PROD_003421,SUP_00004,313,2024-03-10,1.605
GR-2024-00000430,PO-2024-0000317,1,DC_VLC,PROD_003207,SUP_00016,188,2024-03-10,1.3453
GR-2024-00000431,PO-2024-0000321,1,DC_ZGZ,PROD_002886,SUP_00016,180,2024-03-10,0.5502
GR-2024-00000432,PO-2024-0000323,1,DC_BCN,PROD_001704,SUP_00016,247,2024-03-10,2.149
GR-2024-00000433,PO-2024-0000338,1,DC_VLC,PROD_001715,SUP_00016,157,2024-03-10,1.7465
GR-2024-00000434,PO-2024-0000339,1,DC_SEV,PROD_000280,SUP_00007,311,2024-03-10,1.0923
GR-2024-00000435,PO-2024-0000343,1,DC_ZGZ,PROD_000931,SUP_00015,253,2024-03-10,0.6875
GR-2024-00000436,PO-2024-0000344,1,DC_MAD,PROD_001632,SUP_00007,351,2024-03-10,0.6734
GR-2024-00000437,PO-2024-0000324,1,DC_SEV,PROD_002958,SUP_00016,365,2024-03-11,0.7006
GR-2024-00000438,PO-2024-0000324,2,DC_SEV,PROD_003103,SUP_00016,320,2024-03-11,1.9033
GR-2024-00000439,PO-2024-0000356,1,DC_BCN,PROD_000924,SUP_00019,211,2024-03-11,1.5269
GR-2024-00000440,PO-2024-0000356,2,DC_BCN,PROD_003659,SUP_00019,121,2024-03-11,2.1713
GR-2024-00000441,PO-2024-0000333,1,DC_ZGZ,PROD_000763,SUP_00016,306,2024-03-12,2.8564
GR-2024-00000442,PO-2024-0000340,1,DC_SEV,PROD_003057,SUP_00016,270,2024-03-12,0.5014
GR-2024-00000443,PO-2024-0000340,2,DC_SEV,PROD_002740,SUP_00016,317,2024-03-12,0.538
GR-2024-00000444,PO-2024-0000349,1,DC_BCN,PROD_002087,SUP_00007,196,2024-03-12,4.5061
GR-2024-00000445,PO-2024-0000349,2,DC_BCN,PROD_001502,SUP_00007,179,2024-03-12,1.6607
GR-2024-00000446,PO-2024-0000349,3,DC_BCN,PROD_002483,SUP_00007,326,2024-03-12,4.644
GR-2024-00000447,PO-2024-0000349,4,DC_BCN,PROD_002273,SUP_00007,241,2024-03-12,13.6756
GR-2024-00000448,PO-2024-0000350,1,DC_BCN,PROD_002657,SUP_00005,156,2024-03-12,3.1134
GR-2024-00000449,PO-2024-0000357,1,DC_BCN,PROD_002461,SUP_00015,146,2024-03-12,0.8386
GR-2024-00000450,PO-2024-0000358,1,DC_MAD,PROD_002513,SUP_00007,316,2024-03-12,1.402
GR-2024-00000451,PO-2024-0000358,2,DC_MAD,PROD_001315,SUP_00007,464,2024-03-12,2.5051
GR-2024-00000452,PO-2024-0000325,1,DC_BCN,PROD_001464,SUP_00017,231,2024-03-13,1.3478
GR-2024-00000453,PO-2024-0000331,1,DC_VLC,PROD_000485,SUP_00014,275,2024-03-13,3.2639
GR-2024-00000454,PO-2024-0000359,1,DC_MAD,PROD_003046,SUP_00016,197,2024-03-13,1.9552
GR-2024-00000455,PO-2024-0000361,1,DC_MAD,PROD_002412,SUP_00019,164,2024-03-13,0.9623
GR-2024-00000456,PO-2024-0000364,1,DC_SEV,PROD_001680,SUP_00007,380,2024-03-13,0.7482
GR-2024-00000457,PO-2024-0000326,1,DC_BCN,PROD_001718,SUP_00014,280,2024-03-14,1.4032
GR-2024-00000458,PO-2024-0000326,2,DC_BCN,PROD_002522,SUP_00014,223,2024-03-14,2.1832
GR-2024-00000459,PO-2024-0000334,1,DC_MAD,PROD_000781,SUP_00017,455,2024-03-14,0.7022
GR-2024-00000460,PO-2024-0000351,1,DC_SEV,PROD_002626,SUP_00016,476,2024-03-14,0.4374
GR-2024-00000461,PO-2024-0000351,2,DC_SEV,PROD_002614,SUP_00016,317,2024-03-14,0.7551
GR-2024-00000462,PO-2024-0000360,1,DC_VLC,PROD_000014,SUP_00016,152,2024-03-14,0.8588
GR-2024-00000463,PO-2024-0000360,2,DC_VLC,PROD_001769,SUP_00016,238,2024-03-14,0.779
GR-2024-00000464,PO-2024-0000362,1,DC_BCN,PROD_000412,SUP_00007,149,2024-03-14,0.5389
GR-2024-00000465,PO-2024-0000366,1,DC_ZGZ,PROD_000129,SUP_00019,158,2024-03-14,2.0636
GR-2024-00000466,PO-2024-0000366,2,DC_ZGZ,PROD_000629,SUP_00019,198,2024-03-14,1.4176
GR-2024-00000467,PO-2024-0000341,1,DC_BCN,PROD_002007,SUP_00017,192,2024-03-15,1.0037
GR-2024-00000468,PO-2024-0000347,1,DC_BCN,PROD_003092,SUP_00016,160,2024-03-15,2.5197
GR-2024-00000469,PO-2024-0000347,2,DC_BCN,PROD_003028,SUP_00016,311,2024-03-15,0.7024
GR-2024-00000470,PO-2024-0000347,3,DC_BCN,PROD_002707,SUP_00016,187,2024-03-15,3.022
GR-2024-00000471,PO-2024-0000347,4,DC_BCN,PROD_003053,SUP_00016,186,2024-03-15,1.0434
GR-2024-00000472,PO-2024-0000327,1,DC_SEV,PROD_003539,SUP_00004,274,2024-03-16,2.3261
GR-2024-00000473,PO-2024-0000328,1,DC_SEV,PROD_001511,SUP_00014,308,2024-03-16,4.1531
GR-2024-00000474,PO-2024-0000335,1,DC_MAD,PROD_001625,SUP_00014,442,2024-03-16,1.4385
GR-2024-00000475,PO-2024-0000352,1,DC_MAD,PROD_002082,SUP_00017,573,2024-03-16,0.5414
GR-2024-00000476,PO-2024-0000355,1,DC_BCN,PROD_001023,SUP_00017,193,2024-03-16,1.4863
GR-2024-00000477,PO-2024-0000363,1,DC_BCN,PROD_000046,SUP_00016,231,2024-03-16,1.1535
GR-2024-00000478,PO-2024-0000354,1,DC_BCN,PROD_002588,SUP_00014,184,2024-03-17,5.4688
GR-2024-00000479,PO-2024-0000369,1,DC_ZGZ,PROD_001178,SUP_00007,277,2024-03-17,0.9769
GR-2024-00000480,PO-2024-0000369,2,DC_ZGZ,PROD_001215,SUP_00007,261,2024-03-17,1.8713
GR-2024-00000481,PO-2024-0000342,1,DC_BCN,PROD_003420,SUP_00004,291,2024-03-18,1.8923
GR-2024-00000482,PO-2024-0000367,1,DC_ZGZ,PROD_002279,SUP_00016,212,2024-03-18,1.3842
GR-2024-00000483,PO-2024-0000367,2,DC_ZGZ,PROD_003149,SUP_00016,200,2024-03-18,0.9986
GR-2024-00000484,PO-2024-0000367,3,DC_ZGZ,PROD_003143,SUP_00016,314,2024-03-18,0.6082
GR-2024-00000485,PO-2024-0000370,1,DC_SEV,PROD_001778,SUP_00007,302,2024-03-18,3.5366
