snapshot_date,product_id,location_type,location_id,quantity_on_hand,quantity_reserved,quantity_in_transit,reorder_point,max_stock,unit_cost
2024-12-30,PROD_000843,DC,DC_VLC,334,0,0,151,356,0.8948
2024-12-30,PROD_000843,DC,DC_SEV,231,0,0,179,518,0.8249
2024-12-30,PROD_000843,DC,DC_ZGZ,334,0,0,88,341,0.8804
2024-12-30,PROD_000843,STORE,ST_00130,3,0,0,2,3,0.8983
2024-12-30,PROD_000843,STORE,ST_00277,3,0,0,2,5,0.8937
2024-12-30,PROD_000843,STORE,ST_00359,2,0,0,5,9,0.8498
2024-12-30,PROD_000843,STORE,ST_00938,7,0,0,6,14,0.9868
2024-12-30,PROD_000843,STORE,ST_01403,7,0,0,2,8,0.8407
2024-12-30,PROD_000843,STORE,ST_01425,2,0,0,2,3,0.8658
2024-12-30,PROD_000843,STORE,ST_01467,2,0,0,3,4,0.9695
2024-12-30,PROD_000844,DC,DC_MAD,423,0,0,215,607,0.8139
2024-12-30,PROD_000844,DC,DC_BCN,286,0,0,122,315,0.8369
2024-12-30,PROD_000844,DC,DC_VLC,161,0,0,120,319,0.7624
2024-12-30,PROD_000844,DC,DC_SEV,213,0,0,207,486,0.7102
2024-12-30,PROD_000844,DC,DC_ZGZ,290,0,0,98,405,0.7317
2024-12-30,PROD_000844,STORE,ST_00130,3,0,0,2,3,0.7483
2024-12-30,PROD_000844,STORE,ST_00277,4,0,0,3,5,0.7351
2024-12-30,PROD_000844,STORE,ST_00359,2,0,0,4,9,0.7592
2024-12-30,PROD_000844,STORE,ST_00938,8,0,0,5,12,0.8319
2024-12-30,PROD_000844,STORE,ST_00981,8,0,0,6,8,0.8182
2024-12-30,PROD_000844,STORE,ST_01294,7,0,0,4,7,0.7041
2024-12-30,PROD_000844,STORE,ST_01403,5,0,0,4,5,0.7465
2024-12-30,PROD_000845,DC,DC_MAD,172,0,0,113,406,1.0322
2024-12-30,PROD_000845,DC,DC_BCN,137,0,0,85,200,1.0338
2024-12-30,PROD_000845,DC,DC_VLC,46,0,0,98,242,0.9447
2024-12-30,PROD_000845,DC,DC_SEV,0,0,0,115,337,0.8858
2024-12-30,PROD_000845,DC,DC_ZGZ,182,0,0,92,236,0.8939
2024-12-30,PROD_000845,STORE,ST_00130,2,0,0,4,5,0.9346
2024-12-30,PROD_000845,STORE,ST_00277,5,0,0,4,7,0.9019
2024-12-30,PROD_000845,STORE,ST_00359,4,0,0,3,8,0.91
2024-12-30,PROD_000845,STORE,ST_00952,2,0,0,2,8,1.0491
2024-12-30,PROD_000845,STORE,ST_00981,10,0,0,3,10,1.0427
2024-12-30,PROD_000845,STORE,ST_01294,3,0,0,4,5,0.874
2024-12-30,PROD_000845,STORE,ST_01467,3,0,0,6,7,1.0229
2024-12-30,PROD_000846,DC,DC_MAD,352,0,0,192,522,1.5306
2024-12-30,PROD_000846,DC,DC_BCN,157,0,0,123,294,1.5602
2024-12-30,PROD_000846,DC,DC_VLC,205,0,0,64,231,1.4682
2024-12-30,PROD_000846,DC,DC_SEV,121,0,0,135,327,1.3829
2024-12-30,PROD_000846,DC,DC_ZGZ,194,0,0,112,338,1.3922
2024-12-30,PROD_000846,STORE,ST_00277,9,0,0,6,9,1.3982
2024-12-30,PROD_000846,STORE,ST_00374,11,0,0,4,14,1.4743
2024-12-30,PROD_000846,STORE,ST_00938,12,0,0,4,12,1.5956
2024-12-30,PROD_000846,STORE,ST_01425,1,0,0,2,3,1.394
2024-12-30,PROD_000846,STORE,ST_01467,1,0,0,2,4,1.5605
2024-12-30,PROD_000847,DC,DC_MAD,209,0,0,164,363,0.7846
2024-12-30,PROD_000847,DC,DC_BCN,206,0,0,75,248,0.8264
2024-12-30,PROD_000847,DC,DC_VLC,216,0,0,107,270,0.7308
2024-12-30,PROD_000847,DC,DC_SEV,218,0,0,84,334,0.7107
2024-12-30,PROD_000847,DC,DC_ZGZ,4,0,0,89,255,0.7299
2024-12-30,PROD_000847,STORE,ST_00277,3,0,0,2,6,0.7665
2024-12-30,PROD_000847,STORE,ST_00359,5,0,0,4,7,0.7541
2024-12-30,PROD_000847,STORE,ST_00952,10,0,0,5,10,0.8021
2024-12-30,PROD_000847,STORE,ST_00981,10,0,0,5,10,0.8294
2024-12-30,PROD_000847,STORE,ST_01403,2,0,0,2,7,0.7372
2024-12-30,PROD_000847,STORE,ST_01425,3,0,0,3,4,0.7095
2024-12-30,PROD_000847,STORE,ST_01467,3,0,0,3,6,0.8178
2024-12-30,PROD_000848,DC,DC_MAD,290,0,0,231,507,0.7001
2024-12-30,PROD_000848,DC,DC_BCN,256,0,0,103,282,0.7172
2024-12-30,PROD_000848,DC,DC_VLC,291,0,0,132,310,0.6432
2024-12-30,PROD_000848,DC,DC_SEV,421,0,0,188,472,0.6108
2024-12-30,PROD_000848,DC,DC_ZGZ,199,0,0,127,334,0.6249
2024-12-30,PROD_000848,STORE,ST_00076,4,0,0,4,8,0.6248
2024-12-30,PROD_000848,STORE,ST_00130,3,0,0,2,3,0.6333
2024-12-30,PROD_000848,STORE,ST_00277,4,0,0,4,6,0.6536
2024-12-30,PROD_000848,STORE,ST_00374,15,0,0,4,15,0.6558
2024-12-30,PROD_000848,STORE,ST_00981,1,0,0,2,10,0.7347
2024-12-30,PROD_000849,DC,DC_MAD,146,0,0,146,558,1.4725
2024-12-30,PROD_000849,DC,DC_BCN,270,0,0,85,318,1.5392
2024-12-30,PROD_000849,DC,DC_VLC,101,0,0,100,284,1.3745
2024-12-30,PROD_000849,DC,DC_SEV,206,0,0,197,447,1.3116
2024-12-30,PROD_000849,DC,DC_ZGZ,307,0,0,160,369,1.3178
2024-12-30,PROD_000849,STORE,ST_00076,6,0,0,2,6,1.3305
2024-12-30,PROD_000849,STORE,ST_00130,2,0,0,2,4,1.3966
2024-12-30,PROD_000849,STORE,ST_00359,6,0,0,6,8,1.3779
2024-12-30,PROD_000849,STORE,ST_00952,11,0,0,3,13,1.4808
2024-12-30,PROD_000849,STORE,ST_01294,1,0,0,3,6,1.2931
2024-12-30,PROD_000849,STORE,ST_01403,1,0,0,4,7,1.3826
2024-12-30,PROD_000849,STORE,ST_01425,2,0,0,2,3,1.3503
2024-12-30,PROD_000850,DC,DC_MAD,322,0,0,173,569,1.3611
2024-12-30,PROD_000850,DC,DC_BCN,210,0,0,145,369,1.4113
2024-12-30,PROD_000850,DC,DC_VLC,3,0,0,182,400,1.2873
2024-12-30,PROD_000850,DC,DC_SEV,336,0,0,189,474,1.1938
2024-12-30,PROD_000850,DC,DC_ZGZ,396,0,0,131,450,1.2133
2024-12-30,PROD_000850,STORE,ST_00130,3,0,0,3,4,1.2751
2024-12-30,PROD_000850,STORE,ST_00277,0,0,0,3,9,1.2751
2024-12-30,PROD_000850,STORE,ST_00359,7,0,0,5,7,1.2831
2024-12-30,PROD_000850,STORE,ST_01425,1,0,0,2,4,1.2723
2024-12-30,PROD_000851,DC,DC_MAD,291,0,0,246,704,0.3445
2024-12-30,PROD_000851,DC,DC_BCN,194,0,0,116,332,0.3446
2024-12-30,PROD_000851,DC,DC_VLC,0,0,0,148,350,0.326
2024-12-30,PROD_000851,DC,DC_SEV,234,0,0,158,479,0.2969
2024-12-30,PROD_000851,DC,DC_ZGZ,342,0,0,159,391,0.3164
2024-12-30,PROD_000851,STORE,ST_00130,0,0,0,2,3,0.3202
2024-12-30,PROD_000851,STORE,ST_00359,8,0,0,6,9,0.3264
2024-12-30,PROD_000851,STORE,ST_00952,9,0,0,3,12,0.3576
2024-12-30,PROD_000851,STORE,ST_00981,3,0,0,4,6,0.3462
2024-12-30,PROD_000851,STORE,ST_01403,7,0,0,3,8,0.3186
2024-12-30,PROD_000852,DC,DC_MAD,468,0,0,259,604,0.7382
2024-12-30,PROD_000852,DC,DC_BCN,254,0,0,163,363,0.759
2024-12-30,PROD_000852,DC,DC_VLC,116,0,0,135,363,0.6964
2024-12-30,PROD_000852,DC,DC_SEV,315,0,0,138,421,0.6457
2024-12-30,PROD_000852,DC,DC_ZGZ,401,0,0,197,419,0.658
2024-12-30,PROD_000852,STORE,ST_00076,8,0,0,4,8,0.6345
2024-12-30,PROD_000852,STORE,ST_00277,6,0,0,5,7,0.6864
2024-12-30,PROD_000852,STORE,ST_00938,5,0,0,5,10,0.7255
2024-12-30,PROD_000852,STORE,ST_00981,6,0,0,3,6,0.7254
2024-12-30,PROD_000852,STORE,ST_01403,2,0,0,2,6,0.6664
2024-12-30,PROD_000852,STORE,ST_01425,4,0,0,3,4,0.6524
2024-12-30,PROD_000853,DC,DC_MAD,476,0,0,235,602,1.3903
2024-12-30,PROD_000853,DC,DC_BCN,287,0,0,113,299,1.4484
2024-12-30,PROD_000853,DC,DC_VLC,158,0,0,152,380,1.3155
2024-12-30,PROD_000853,DC,DC_SEV,211,0,0,160,436,1.2343
2024-12-30,PROD_000853,DC,DC_ZGZ,172,0,0,114,343,1.289
2024-12-30,PROD_000853,STORE,ST_00277,5,0,0,4,5,1.2976
2024-12-30,PROD_000853,STORE,ST_00359,3,0,0,4,5,1.3071
2024-12-30,PROD_000853,STORE,ST_00374,2,0,0,2,9,1.2713
2024-12-30,PROD_000853,STORE,ST_00952,7,0,0,3,14,1.4363
2024-12-30,PROD_000853,STORE,ST_01294,4,0,0,3,4,1.205
2024-12-30,PROD_000853,STORE,ST_01403,4,0,0,4,5,1.2371
2024-12-30,PROD_000853,STORE,ST_01425,3,0,0,3,4,1.2612
2024-12-30,PROD_000853,STORE,ST_01467,4,0,0,4,6,1.4085
2024-12-30,PROD_000854,DC,DC_MAD,298,0,0,142,499,0.7735
2024-12-30,PROD_000854,DC,DC_BCN,221,0,0,155,332,0.7695
2024-12-30,PROD_000854,DC,DC_VLC,240,0,0,139,323,0.684
2024-12-30,PROD_000854,DC,DC_SEV,352,0,0,189,455,0.6703
2024-12-30,PROD_000854,DC,DC_ZGZ,276,0,0,121,336,0.699
2024-12-30,PROD_000854,STORE,ST_00277,4,0,0,2,9,0.694
2024-12-30,PROD_000854,STORE,ST_00359,4,0,0,2,8,0.7167
2024-12-30,PROD_000854,STORE,ST_00938,8,0,0,4,15,0.788
2024-12-30,PROD_000854,STORE,ST_00952,4,0,0,3,11,0.7738
2024-12-30,PROD_000854,STORE,ST_00981,8,0,0,6,9,0.7558
2024-12-30,PROD_000854,STORE,ST_01425,1,0,0,2,3,0.6934
2024-12-30,PROD_000855,DC,DC_MAD,255,0,0,133,445,0.841
2024-12-30,PROD_000855,DC,DC_BCN,229,0,0,91,303,0.8346
2024-12-30,PROD_000855,DC,DC_VLC,141,0,0,93,253,0.7822
2024-12-30,PROD_000855,DC,DC_SEV,0,0,0,95,350,0.7243
2024-12-30,PROD_000855,DC,DC_ZGZ,228,0,0,85,272,0.7711
2024-12-30,PROD_000855,STORE,ST_00130,2,0,0,2,3,0.776
2024-12-30,PROD_000855,STORE,ST_00277,7,0,0,3,7,0.7849
2024-12-30,PROD_000855,STORE,ST_00359,3,0,0,3,6,0.7565
2024-12-30,PROD_000855,STORE,ST_00981,3,0,0,2,7,0.879
2024-12-30,PROD_000855,STORE,ST_01425,3,0,0,2,3,0.7717
2024-12-30,PROD_000855,STORE,ST_01467,5,0,0,4,5,0.8612
2024-12-30,PROD_000856,DC,DC_MAD,321,0,0,215,555,2.6719
2024-12-30,PROD_000856,DC,DC_BCN,137,0,0,134,337,2.7077
2024-12-30,PROD_000856,DC,DC_VLC,161,0,0,146,390,2.3382
2024-12-30,PROD_000856,DC,DC_SEV,269,0,0,194,514,2.3593
2024-12-30,PROD_000856,DC,DC_ZGZ,334,0,0,101,406,2.3803
2024-12-30,PROD_000856,STORE,ST_00277,5,0,0,4,5,2.4562
2024-12-30,PROD_000856,STORE,ST_00938,5,0,0,6,17,2.6366
2024-12-30,PROD_000856,STORE,ST_00981,6,0,0,6,10,2.6734
2024-12-30,PROD_000856,STORE,ST_01294,6,0,0,5,6,2.3393
2024-12-30,PROD_000856,STORE,ST_01403,1,0,0,4,5,2.3571
2024-12-30,PROD_000856,STORE,ST_01467,4,0,0,3,7,2.5437
2024-12-30,PROD_000857,DC,DC_MAD,382,0,0,159,571,0.6491
2024-12-30,PROD_000857,DC,DC_BCN,198,0,0,113,291,0.6514
2024-12-30,PROD_000857,DC,DC_VLC,173,0,0,101,315,0.6242
2024-12-30,PROD_000857,DC,DC_SEV,334,0,0,192,560,0.5884
2024-12-30,PROD_000857,DC,DC_ZGZ,202,0,0,166,363,0.612
2024-12-30,PROD_000857,STORE,ST_00130,3,0,0,3,4,0.6077
2024-12-30,PROD_000857,STORE,ST_00359,2,0,0,2,8,0.6007
2024-12-30,PROD_000857,STORE,ST_00952,6,0,0,6,14,0.671
2024-12-30,PROD_000857,STORE,ST_00981,7,0,0,5,7,0.6561
2024-12-30,PROD_000857,STORE,ST_01425,0,0,0,2,3,0.579
2024-12-30,PROD_000858,DC,DC_MAD,517,0,0,283,598,0.6295
2024-12-30,PROD_000858,DC,DC_BCN,259,0,0,73,303,0.6351
2024-12-30,PROD_000858,DC,DC_VLC,148,0,0,136,392,0.6017
2024-12-30,PROD_000858,DC,DC_SEV,454,0,0,152,476,0.5718
2024-12-30,PROD_000858,DC,DC_ZGZ,241,0,0,173,438,0.568
2024-12-30,PROD_000858,STORE,ST_00130,4,0,0,4,5,0.5918
2024-12-30,PROD_000858,STORE,ST_00374,8,0,0,4,15,0.598
2024-12-30,PROD_000858,STORE,ST_00938,12,0,0,6,15,0.6567
2024-12-30,PROD_000858,STORE,ST_00952,0,0,0,2,10,0.6388
2024-12-30,PROD_000858,STORE,ST_01425,3,0,0,2,3,0.5673
2024-12-30,PROD_000858,STORE,ST_01467,2,0,0,3,4,0.641
2024-12-30,PROD_000859,DC,DC_MAD,380,0,0,165,547,0.6746
2024-12-30,PROD_000859,DC,DC_BCN,240,0,0,84,292,0.7133
2024-12-30,PROD_000859,DC,DC_VLC,214,0,0,76,300,0.6405
2024-12-30,PROD_000859,DC,DC_SEV,214,0,0,200,418,0.6067
2024-12-30,PROD_000859,DC,DC_ZGZ,177,0,0,175,413,0.6092
2024-12-30,PROD_000859,STORE,ST_00076,3,0,0,2,5,0.6154
2024-12-30,PROD_000859,STORE,ST_00277,5,0,0,5,8,0.6309
2024-12-30,PROD_000859,STORE,ST_00359,5,0,0,4,6,0.6529
2024-12-30,PROD_000859,STORE,ST_00374,9,0,0,2,11,0.6248
2024-12-30,PROD_000859,STORE,ST_01294,2,0,0,4,5,0.6119
2024-12-30,PROD_000859,STORE,ST_01403,2,0,0,3,5,0.6095
2024-12-30,PROD_000860,DC,DC_MAD,270,0,0,203,460,1.3847
2024-12-30,PROD_000860,DC,DC_BCN,165,0,0,74,257,1.3857
2024-12-30,PROD_000860,DC,DC_VLC,164,0,0,73,236,1.3017
2024-12-30,PROD_000860,DC,DC_SEV,314,0,0,132,343,1.2191
2024-12-30,PROD_000860,DC,DC_ZGZ,143,0,0,135,288,1.2703
2024-12-30,PROD_000860,STORE,ST_00277,4,0,0,5,9,1.3017
2024-12-30,PROD_000860,STORE,ST_00952,3,0,0,3,7,1.3754
2024-12-30,PROD_000860,STORE,ST_01425,3,0,0,2,3,1.2329
2024-12-30,PROD_000861,DC,DC_MAD,357,0,0,180,381,1.1548
2024-12-30,PROD_000861,DC,DC_BCN,144,0,0,64,246,1.1727
2024-12-30,PROD_000861,DC,DC_VLC,255,0,0,127,268,1.0658
2024-12-30,PROD_000861,DC,DC_SEV,200,0,0,123,346,0.986
2024-12-30,PROD_000861,DC,DC_ZGZ,144,0,0,95,293,1.0082
2024-12-30,PROD_000861,STORE,ST_00076,7,0,0,2,7,0.9935
2024-12-30,PROD_000861,STORE,ST_00277,1,0,0,5,8,1.0445
2024-12-30,PROD_000861,STORE,ST_00359,6,0,0,6,7,1.0639
2024-12-30,PROD_000861,STORE,ST_00981,4,0,0,2,7,1.1475
2024-12-30,PROD_000861,STORE,ST_01294,6,0,0,5,7,1.012
2024-12-30,PROD_000862,DC,DC_MAD,368,0,0,112,434,1.309
2024-12-30,PROD_000862,DC,DC_BCN,229,0,0,97,231,1.341
2024-12-30,PROD_000862,DC,DC_VLC,147,0,0,97,277,1.2621
2024-12-30,PROD_000862,DC,DC_SEV,188,0,0,128,321,1.21
2024-12-30,PROD_000862,DC,DC_ZGZ,147,0,0,73,305,1.2057
2024-12-30,PROD_000862,STORE,ST_00359,6,0,0,6,7,1.2811
2024-12-30,PROD_000862,STORE,ST_00938,7,0,0,3,14,1.401
2024-12-30,PROD_000862,STORE,ST_01467,4,0,0,3,4,1.3352
2024-12-30,PROD_000863,DC,DC_MAD,307,0,0,159,504,1.0031
2024-12-30,PROD_000863,DC,DC_BCN,230,0,0,187,390,1.0221
2024-12-30,PROD_000863,DC,DC_VLC,297,0,0,136,313,0.9104
2024-12-30,PROD_000863,DC,DC_SEV,441,0,0,200,470,0.9019
2024-12-30,PROD_000863,DC,DC_ZGZ,335,0,0,118,359,0.9026
2024-12-30,PROD_000863,STORE,ST_00076,5,0,0,2,6,0.8716
2024-12-30,PROD_000863,STORE,ST_00130,3,0,0,4,5,0.9445
2024-12-30,PROD_000863,STORE,ST_00359,6,0,0,4,6,0.9402
2024-12-30,PROD_000863,STORE,ST_00952,7,0,0,2,14,1.0481
2024-12-30,PROD_000863,STORE,ST_01425,4,0,0,3,4,0.8822
2024-12-30,PROD_000864,DC,DC_MAD,500,0,0,264,650,1.4843
2024-12-30,PROD_000864,DC,DC_BCN,169,0,0,101,365,1.5348
2024-12-30,PROD_000864,DC,DC_VLC,174,0,0,147,323,1.3962
2024-12-30,PROD_000864,DC,DC_SEV,242,0,0,136,471,1.2945
2024-12-30,PROD_000864,DC,DC_ZGZ,259,0,0,102,358,1.3322
2024-12-30,PROD_000864,STORE,ST_00130,0,0,0,2,3,1.3684
2024-12-30,PROD_000864,STORE,ST_00359,3,0,0,2,9,1.3921
2024-12-30,PROD_000864,STORE,ST_00374,14,0,0,5,14,1.4196
2024-12-30,PROD_000864,STORE,ST_00938,9,0,0,2,13,1.5383
2024-12-30,PROD_000864,STORE,ST_00952,1,0,0,3,11,1.5105
2024-12-30,PROD_000864,STORE,ST_00981,2,0,0,3,10,1.4775
2024-12-30,PROD_000864,STORE,ST_01294,4,0,0,5,6,1.3236
2024-12-30,PROD_000864,STORE,ST_01403,7,0,0,4,7,1.35
2024-12-30,PROD_000864,STORE,ST_01425,4,0,0,2,4,1.36
2024-12-30,PROD_000865,DC,DC_MAD,326,0,0,180,394,0.5865
2024-12-30,PROD_000865,DC,DC_BCN,116,0,0,96,203,0.6013
2024-12-30,PROD_000865,DC,DC_VLC,162,0,0,72,178,0.5448
2024-12-30,PROD_000865,DC,DC_SEV,231,0,0,126,309,0.5332
2024-12-30,PROD_000865,DC,DC_ZGZ,127,0,0,58,203,0.5426
2024-12-30,PROD_000865,STORE,ST_00076,8,0,0,5,8,0.5266
2024-12-30,PROD_000865,STORE,ST_00277,3,0,0,5,9,0.5353
2024-12-30,PROD_000865,STORE,ST_00374,5,0,0,5,10,0.5522
2024-12-30,PROD_000865,STORE,ST_00938,6,0,0,6,9,0.5849
2024-12-30,PROD_000865,STORE,ST_00981,6,0,0,4,9,0.6106
2024-12-30,PROD_000865,STORE,ST_01294,6,0,0,2,6,0.5283
2024-12-30,PROD_000865,STORE,ST_01467,3,0,0,2,4,0.5973
2024-12-30,PROD_000866,DC,DC_MAD,363,0,0,148,402,1.3111
2024-12-30,PROD_000866,DC,DC_BCN,87,0,0,80,237,1.3407
2024-12-30,PROD_000866,DC,DC_VLC,194,0,0,70,281,1.2215
2024-12-30,PROD_000866,DC,DC_SEV,196,0,0,137,356,1.1963
2024-12-30,PROD_000866,DC,DC_ZGZ,171,0,0,112,343,1.2396
2024-12-30,PROD_000866,STORE,ST_00076,1,0,0,2,8,1.2166
2024-12-30,PROD_000866,STORE,ST_00130,3,0,0,3,4,1.2727
2024-12-30,PROD_000866,STORE,ST_00277,4,0,0,5,6,1.2772
2024-12-30,PROD_000866,STORE,ST_00952,7,0,0,6,9,1.3946
2024-12-30,PROD_000866,STORE,ST_00981,5,0,0,2,11,1.3491
2024-12-30,PROD_000866,STORE,ST_01403,0,0,0,4,5,1.2309
2024-12-30,PROD_000867,DC,DC_MAD,496,0,0,200,545,0.8056
2024-12-30,PROD_000867,DC,DC_BCN,216,0,0,109,378,0.8281
2024-12-30,PROD_000867,DC,DC_VLC,280,0,0,174,397,0.766
2024-12-30,PROD_000867,DC,DC_SEV,382,0,0,218,506,0.7158
2024-12-30,PROD_000867,DC,DC_ZGZ,368,0,0,121,404,0.7417
2024-12-30,PROD_000867,STORE,ST_00076,5,0,0,6,8,0.7191
2024-12-30,PROD_000867,STORE,ST_00130,4,0,0,4,5,0.7608
2024-12-30,PROD_000867,STORE,ST_00374,9,0,0,5,13,0.7844
2024-12-30,PROD_000867,STORE,ST_00981,10,0,0,4,10,0.8269
2024-12-30,PROD_000867,STORE,ST_01403,4,0,0,4,6,0.7467
2024-12-30,PROD_000868,DC,DC_MAD,192,0,0,77,318,1.609
2024-12-30,PROD_000868,DC,DC_BCN,158,0,0,51,188,1.655
2024-12-30,PROD_000868,DC,DC_VLC,101,0,0,79,173,1.4538
2024-12-30,PROD_000868,DC,DC_SEV,51,0,0,104,312,1.3878
2024-12-30,PROD_000868,DC,DC_ZGZ,148,0,0,83,251,1.4728
2024-12-30,PROD_000868,STORE,ST_00076,6,0,0,2,7,1.3861
2024-12-30,PROD_000868,STORE,ST_00277,0,0,0,2,10,1.4878
2024-12-30,PROD_000868,STORE,ST_00374,5,0,0,4,10,1.4259
2024-12-30,PROD_000868,STORE,ST_00938,8,0,0,5,11,1.6287
2024-12-30,PROD_000868,STORE,ST_00981,6,0,0,4,8,1.575
2024-12-30,PROD_000868,STORE,ST_01403,3,0,0,3,5,1.4174
2024-12-30,PROD_000868,STORE,ST_01467,0,0,0,4,5,1.6102
2024-12-30,PROD_000869,DC,DC_MAD,0,0,0,117,386,0.9804
2024-12-30,PROD_000869,DC,DC_BCN,163,0,0,85,190,0.973
2024-12-30,PROD_000869,DC,DC_VLC,85,0,0,85,196,0.8859
2024-12-30,PROD_000869,DC,DC_SEV,144,0,0,105,273,0.8534
2024-12-30,PROD_000869,DC,DC_ZGZ,241,0,0,117,278,0.8924
2024-12-30,PROD_000869,STORE,ST_00076,8,0,0,6,8,0.8438
2024-12-30,PROD_000869,STORE,ST_00359,0,0,0,5,9,0.9226
2024-12-30,PROD_000869,STORE,ST_00938,14,0,0,6,14,0.9998
2024-12-30,PROD_000869,STORE,ST_01403,2,0,0,3,5,0.8613
2024-12-30,PROD_000870,DC,DC_MAD,193,0,0,144,365,2.2568
2024-12-30,PROD_000870,DC,DC_BCN,214,0,0,91,247,2.3421
2024-12-30,PROD_000870,DC,DC_VLC,136,0,0,95,266,2.1175
2024-12-30,PROD_000870,DC,DC_SEV,185,0,0,124,318,2.0404
2024-12-30,PROD_000870,DC,DC_ZGZ,153,0,0,138,293,2.1595
2024-12-30,PROD_000870,STORE,ST_00277,4,0,0,5,6,2.2104
2024-12-30,PROD_000870,STORE,ST_00374,4,0,0,4,13,2.1712
2024-12-30,PROD_000870,STORE,ST_00981,4,0,0,5,8,2.372
2024-12-30,PROD_000870,STORE,ST_01294,5,0,0,5,6,2.0316
2024-12-30,PROD_000871,DC,DC_MAD,217,0,0,135,361,7.4491
2024-12-30,PROD_000871,DC,DC_BCN,95,0,0,79,244,7.3916
2024-12-30,PROD_000871,DC,DC_VLC,133,0,0,82,267,6.6679
2024-12-30,PROD_000871,DC,DC_SEV,134,0,0,132,306,6.5332
2024-12-30,PROD_000871,DC,DC_ZGZ,257,0,0,86,272,6.5657
2024-12-30,PROD_000871,STORE,ST_00076,5,0,0,4,5,6.7073
2024-12-30,PROD_000871,STORE,ST_00130,0,0,0,2,3,6.608
2024-12-30,PROD_000871,STORE,ST_00359,1,0,0,2,7,6.8641
2024-12-30,PROD_000871,STORE,ST_00374,17,0,0,2,17,6.9285
2024-12-30,PROD_000871,STORE,ST_00938,11,0,0,6,13,7.3818
2024-12-30,PROD_000871,STORE,ST_00952,4,0,0,2,9,7.5968
2024-12-30,PROD_000872,DC,DC_MAD,279,0,0,176,515,1.1682
2024-12-30,PROD_000872,DC,DC_BCN,260,0,0,100,288,1.2538
2024-12-30,PROD_000872,DC,DC_VLC,99,0,0,91,334,1.104
2024-12-30,PROD_000872,DC,DC_SEV,419,0,0,119,463,1.0367
2024-12-30,PROD_000872,DC,DC_ZGZ,232,0,0,153,380,1.0857
2024-12-30,PROD_000872,STORE,ST_00076,5,0,0,4,6,1.0769
2024-12-30,PROD_000872,STORE,ST_01467,2,0,0,4,5,1.2201
2024-12-30,PROD_000873,DC,DC_MAD,446,0,0,140,552,3.0103
2024-12-30,PROD_000873,DC,DC_BCN,243,0,0,90,299,3.166
2024-12-30,PROD_000873,DC,DC_VLC,49,0,0,122,324,2.9431
2024-12-30,PROD_000873,DC,DC_SEV,440,0,0,169,516,2.7801
2024-12-30,PROD_000873,DC,DC_ZGZ,374,0,0,156,443,2.7419
2024-12-30,PROD_000873,STORE,ST_00359,3,0,0,5,6,2.8325
2024-12-30,PROD_000873,STORE,ST_00938,13,0,0,2,17,3.0734
2024-12-30,PROD_000873,STORE,ST_00952,6,0,0,4,9,3.0599
2024-12-30,PROD_000873,STORE,ST_01403,4,0,0,3,4,2.8277
2024-12-30,PROD_000873,STORE,ST_01425,1,0,0,2,3,2.8074
2024-12-30,PROD_000874,DC,DC_MAD,445,0,0,214,543,1.5953
2024-12-30,PROD_000874,DC,DC_BCN,186,0,0,147,351,1.6296
2024-12-30,PROD_000874,DC,DC_VLC,149,0,0,119,357,1.4473
2024-12-30,PROD_000874,DC,DC_SEV,266,0,0,187,485,1.4204
2024-12-30,PROD_000874,DC,DC_ZGZ,214,0,0,187,398,1.4057
2024-12-30,PROD_000874,STORE,ST_00076,6,0,0,2,6,1.3969
2024-12-30,PROD_000874,STORE,ST_00277,4,0,0,6,9,1.4975
2024-12-30,PROD_000874,STORE,ST_00359,3,0,0,2,6,1.4704
2024-12-30,PROD_000874,STORE,ST_00374,5,0,0,4,12,1.4565
2024-12-30,PROD_000874,STORE,ST_00952,11,0,0,6,11,1.6199
2024-12-30,PROD_000874,STORE,ST_00981,4,0,0,5,6,1.6159
2024-12-30,PROD_000874,STORE,ST_01403,6,0,0,2,8,1.4141
2024-12-30,PROD_000874,STORE,ST_01425,3,0,0,2,3,1.4563
2024-12-30,PROD_000874,STORE,ST_01467,4,0,0,5,6,1.6215
2024-12-30,PROD_000875,DC,DC_MAD,323,0,0,155,369,1.1826
2024-12-30,PROD_000875,DC,DC_BCN,179,0,0,61,202,1.1548
2024-12-30,PROD_000875,DC,DC_VLC,112,0,0,52,213,1.0589
2024-12-30,PROD_000875,DC,DC_SEV,286,0,0,130,299,1.0148
2024-12-30,PROD_000875,DC,DC_ZGZ,201,0,0,81,279,1.0407
2024-12-30,PROD_000875,STORE,ST_00359,0,0,0,5,8,1.08
2024-12-30,PROD_000875,STORE,ST_00374,9,0,0,2,12,1.0513
2024-12-30,PROD_000875,STORE,ST_00952,13,0,0,6,13,1.1596
2024-12-30,PROD_000875,STORE,ST_01294,3,0,0,3,7,1.0313
2024-12-30,PROD_000875,STORE,ST_01403,7,0,0,5,7,1.0647
2024-12-30,PROD_000875,STORE,ST_01425,1,0,0,2,3,1.0618
2024-12-30,PROD_000875,STORE,ST_01467,3,0,0,3,4,1.1281
2024-12-30,PROD_000876,DC,DC_MAD,230,0,0,183,396,0.9368
2024-12-30,PROD_000876,DC,DC_BCN,146,0,0,86,199,0.9807
2024-12-30,PROD_000876,DC,DC_VLC,122,0,0,62,216,0.9075
