po_id,line_number,product_id,quantity_ordered,unit_cost,tax_rate,line_total_net
PO-2024-0000308,2,PROD_001990,392,1.2361,0.04,484.55
PO-2024-0000309,1,PROD_000503,346,2.9643,0.21,1025.65
PO-2024-0000310,1,PROD_002668,391,0.8493,0.21,332.08
PO-2024-0000311,1,PROD_001470,274,2.3178,0.04,635.08
PO-2024-0000312,1,PROD_002636,268,1.0264,0.21,275.08
PO-2024-0000313,1,PROD_000697,319,1.7341,0.1,553.18
PO-2024-0000314,1,PROD_000218,237,0.8122,0.04,192.49
PO-2024-0000315,1,PROD_003421,321,1.605,0.21,515.21
PO-2024-0000316,1,PROD_001592,335,5.1837,0.04,1736.54
PO-2024-0000317,1,PROD_003207,208,1.3453,0.21,279.82
PO-2024-0000318,1,PROD_002965,295,2.183,0.21,643.98
PO-2024-0000319,1,PROD_000159,433,1.2516,0.04,541.94
PO-2024-0000320,1,PROD_000483,193,2.1032,0.1,405.92
PO-2024-0000321,1,PROD_002886,192,0.5502,0.21,105.64
PO-2024-0000322,1,PROD_000261,112,0.6468,0.21,72.44
PO-2024-0000322,2,PROD_000124,271,3.784,0.04,1025.46
PO-2024-0000323,1,PROD_001704,256,2.149,0.1,550.14
PO-2024-0000324,1,PROD_002958,399,0.7006,0.21,279.54
PO-2024-0000324,2,PROD_003103,354,1.9033,0.21,673.77
PO-2024-0000325,1,PROD_001464,251,1.3478,0.1,338.3
PO-2024-0000326,1,PROD_001718,301,1.4032,0.1,422.36
PO-2024-0000326,2,PROD_002522,240,2.1832,0.1,523.97
PO-2024-0000327,1,PROD_003539,323,2.3261,0.21,751.33
PO-2024-0000328,1,PROD_001511,355,4.1531,0.1,1474.35
PO-2024-0000329,1,PROD_000287,299,0.6912,0.04,206.67
PO-2024-0000330,1,PROD_000193,338,0.69,0.21,233.22
PO-2024-0000330,2,PROD_001551,220,0.7076,0.21,155.67
PO-2024-0000331,1,PROD_000485,279,3.2639,0.1,910.63
PO-2024-0000332,1,PROD_002457,473,0.9214,0.04,435.82
PO-2024-0000333,1,PROD_000763,325,2.8564,0.21,928.33
PO-2024-0000334,1,PROD_000781,535,0.7022,0.1,375.68
PO-2024-0000335,1,PROD_001625,478,1.4385,0.1,687.6
PO-2024-0000336,1,PROD_001873,234,0.9129,0.04,213.62
PO-2024-0000337,1,PROD_000167,178,1.4816,0.1,263.72
PO-2024-0000338,1,PROD_001715,168,1.7465,0.1,293.41
PO-2024-0000339,1,PROD_000280,368,1.0923,0.21,401.97
PO-2024-0000340,1,PROD_003057,274,0.5014,0.21,137.38
PO-2024-0000340,2,PROD_002740,334,0.538,0.21,179.69
PO-2024-0000341,1,PROD_002007,211,1.0037,0.1,211.78
PO-2024-0000342,1,PROD_003420,337,1.8923,0.21,637.71
PO-2024-0000343,1,PROD_000931,270,0.6875,0.04,185.62
PO-2024-0000344,1,PROD_001632,430,0.6734,0.21,289.56
PO-2024-0000345,1,PROD_001362,172,1.5802,0.1,271.79
PO-2024-0000346,1,PROD_003458,259,0.5346,0.21,138.46
PO-2024-0000347,1,PROD_003092,173,2.5197,0.21,435.91
PO-2024-0000347,2,PROD_003028,320,0.7024,0.21,224.77
PO-2024-0000347,3,PROD_002707,207,3.022,0.21,625.55
PO-2024-0000347,4,PROD_003053,193,1.0434,0.21,201.38
PO-2024-0000348,1,PROD_003330,169,1.7265,0.21,291.78
PO-2024-0000348,2,PROD_001321,309,0.4839,0.21,149.53
PO-2024-0000348,3,PROD_003409,184,0.8083,0.21,148.73
PO-2024-0000349,1,PROD_002087,223,4.5061,0.04,1004.86
PO-2024-0000349,2,PROD_001502,232,1.6607,0.04,385.28
PO-2024-0000349,3,PROD_002483,333,4.644,0.04,1546.45
PO-2024-0000349,4,PROD_002273,248,13.6756,0.04,3391.55
PO-2024-0000350,1,PROD_002657,192,3.1134,0.1,597.77
PO-2024-0000351,1,PROD_002626,527,0.4374,0.21,230.51
PO-2024-0000351,2,PROD_002614,332,0.7551,0.21,250.69
PO-2024-0000352,1,PROD_002082,654,0.5414,0.1,354.08
PO-2024-0000353,1,PROD_001582,396,3.0951,0.1,1225.66
PO-2024-0000354,1,PROD_002588,207,5.4688,0.1,1132.04
PO-2024-0000355,1,PROD_001023,221,1.4863,0.1,328.47
PO-2024-0000356,1,PROD_000924,257,1.5269,0.1,392.41
PO-2024-0000356,2,PROD_003659,144,2.1713,0.1,312.67
PO-2024-0000357,1,PROD_002461,197,0.8386,0.04,165.2
PO-2024-0000358,1,PROD_002513,336,1.402,0.21,471.07
PO-2024-0000358,2,PROD_001315,521,2.5051,0.21,1305.16
PO-2024-0000359,1,PROD_003046,225,1.9552,0.21,439.92
PO-2024-0000360,1,PROD_000014,170,0.8588,0.21,146.0
PO-2024-0000360,2,PROD_001769,250,0.779,0.1,194.75
PO-2024-0000361,1,PROD_002412,211,0.9623,0.1,203.05
PO-2024-0000362,1,PROD_000412,185,0.5389,0.04,99.7
PO-2024-0000363,1,PROD_000046,266,1.1535,0.21,306.83
PO-2024-0000364,1,PROD_001680,407,0.7482,0.21,304.52
PO-2024-0000365,1,PROD_000976,246,0.839,0.1,206.39
PO-2024-0000366,1,PROD_000129,201,2.0636,0.1,414.78
PO-2024-0000366,2,PROD_000629,241,1.4176,0.1,341.64
PO-2024-0000367,1,PROD_002279,246,1.3842,0.1,340.51
PO-2024-0000367,2,PROD_003149,217,0.9986,0.21,216.7
PO-2024-0000367,3,PROD_003143,338,0.6082,0.21,205.57
PO-2024-0000368,1,PROD_000080,377,0.4402,0.21,165.96
PO-2024-0000369,1,PROD_001178,280,0.9769,0.04,273.53
PO-2024-0000369,2,PROD_001215,305,1.8713,0.04,570.75
PO-2024-0000370,1,PROD_001778,367,3.5366,0.21,1297.93
PO-2024-0000371,1,PROD_002325,326,2.0968,0.21,683.56
PO-2024-0000372,1,PROD_003430,407,0.7979,0.21,324.75
PO-2024-0000373,1,PROD_000641,534,0.3281,0.04,175.21
PO-2024-0000373,2,PROD_002063,348,8.1682,0.04,2842.53
PO-2024-0000374,1,PROD_002204,316,1.7387,0.04,549.43
PO-2024-0000374,2,PROD_000410,140,2.1252,0.04,297.53
PO-2024-0000375,1,PROD_002082,183,0.5549,0.1,101.55
PO-2024-0000376,1,PROD_002113,315,1.5001,0.21,472.53
PO-2024-0000376,2,PROD_000279,260,1.883,0.04,489.58
PO-2024-0000377,1,PROD_002520,260,1.2262,0.21,318.81
PO-2024-0000378,1,PROD_001913,213,0.8922,0.1,190.04
PO-2024-0000379,1,PROD_002426,139,2.4865,0.1,345.62
PO-2024-0000380,1,PROD_002649,120,0.7892,0.21,94.7
PO-2024-0000381,1,PROD_003415,261,0.4119,0.21,107.51
PO-2024-0000382,1,PROD_000746,254,1.7966,0.21,456.34
PO-2024-0000383,1,PROD_002422,262,0.9339,0.1,244.68
PO-2024-0000384,1,PROD_003530,297,1.4835,0.21,440.6
PO-2024-0000385,1,PROD_002108,276,1.9286,0.1,532.29
PO-2024-0000386,1,PROD_002746,269,1.9671,0.21,529.15
PO-2024-0000387,1,PROD_002203,364,0.523,0.04,190.37
PO-2024-0000388,1,PROD_000122,204,1.53,0.21,312.12
PO-2024-0000389,1,PROD_003720,195,0.9209,0.21,179.58
PO-2024-0000390,1,PROD_001092,178,2.0056,0.1,357.0
PO-2024-0000390,2,PROD_001858,199,2.3171,0.1,461.1
PO-2024-0000391,1,PROD_000633,255,1.1361,0.04,289.71
PO-2024-0000392,1,PROD_000691,251,1.1931,0.1,299.47
PO-2024-0000392,2,PROD_001585,91,1.9505,0.1,177.5
PO-2024-0000393,1,PROD_002339,260,0.7556,0.04,196.46
PO-2024-0000394,1,PROD_001818,367,2.6717,0.1,980.51
PO-2024-0000394,2,PROD_001516,151,5.7304,0.1,865.29
PO-2024-0000394,3,PROD_001356,112,1.8495,0.1,207.14
PO-2024-0000394,4,PROD_001467,109,1.0367,0.1,113.0
PO-2024-0000394,5,PROD_000372,207,2.0262,0.1,419.42
PO-2024-0000394,6,PROD_002484,194,9.427,0.1,1828.84
PO-2024-0000395,1,PROD_000435,240,1.5798,0.04,379.15
PO-2024-0000396,1,PROD_001441,245,3.1734,0.1,777.48
PO-2024-0000396,2,PROD_001887,265,1.4946,0.1,396.07
PO-2024-0000397,1,PROD_001461,248,1.3832,0.1,343.03
PO-2024-0000398,1,PROD_000090,227,1.1173,0.21,253.63
PO-2024-0000399,1,PROD_001523,121,1.3779,0.04,166.73
PO-2024-0000400,1,PROD_000217,228,0.969,0.1,220.93
PO-2024-0000401,1,PROD_002744,307,1.7931,0.21,550.48
PO-2024-0000402,1,PROD_003303,273,0.7699,0.21,210.18
PO-2024-0000402,2,PROD_003565,125,0.4618,0.21,57.73
PO-2024-0000403,1,PROD_001540,355,1.3692,0.1,486.07
PO-2024-0000404,1,PROD_002799,368,2.0503,0.21,754.51
PO-2024-0000405,1,PROD_001925,183,0.4195,0.04,76.77
PO-2024-0000406,1,PROD_002574,340,3.3268,0.1,1131.11
PO-2024-0000407,1,PROD_003435,261,1.1253,0.21,293.7
PO-2024-0000407,2,PROD_000104,263,1.669,0.21,438.95
PO-2024-0000408,1,PROD_002694,250,1.0176,0.21,254.4
PO-2024-0000408,2,PROD_002705,282,0.7293,0.21,205.66
PO-2024-0000408,3,PROD_003036,212,1.415,0.21,299.98
PO-2024-0000409,1,PROD_003434,197,4.6646,0.21,918.93
PO-2024-0000410,1,PROD_002669,388,0.3225,0.21,125.13
PO-2024-0000411,1,PROD_003344,300,1.1192,0.21,335.76
PO-2024-0000412,1,PROD_001720,500,1.9076,0.1,953.8
PO-2024-0000413,1,PROD_001970,301,0.7151,0.04,215.25
PO-2024-0000414,1,PROD_003678,221,1.133,0.04,250.39
PO-2024-0000415,1,PROD_001807,189,0.8333,0.21,157.49
PO-2024-0000416,1,PROD_002398,252,0.7003,0.04,176.48
PO-2024-0000417,1,PROD_003137,245,1.8373,0.21,450.14
PO-2024-0000418,1,PROD_003655,357,1.1465,0.04,409.3
PO-2024-0000419,1,PROD_002767,235,3.5494,0.1,834.11
PO-2024-0000420,1,PROD_001074,369,0.6983,0.04,257.67
PO-2024-0000421,1,PROD_000559,203,2.9572,0.1,600.31
PO-2024-0000422,1,PROD_003351,302,1.004,0.21,303.21
PO-2024-0000423,1,PROD_002721,149,1.0868,0.1,161.93
PO-2024-0000423,2,PROD_001898,175,1.0295,0.1,180.16
PO-2024-0000423,3,PROD_002544,181,0.9308,0.1,168.47
PO-2024-0000424,1,PROD_000718,205,1.7512,0.21,359.0
PO-2024-0000424,2,PROD_002904,285,1.7836,0.21,508.33
PO-2024-0000425,1,PROD_001625,266,1.4992,0.1,398.79
PO-2024-0000426,1,PROD_003242,378,2.4575,0.21,928.94
PO-2024-0000427,1,PROD_001636,299,1.4191,0.04,424.31
PO-2024-0000428,1,PROD_003024,272,0.5312,0.21,144.49
PO-2024-0000429,1,PROD_000441,149,2.0431,0.04,304.42
PO-2024-0000430,1,PROD_002223,211,1.5827,0.04,333.95
PO-2024-0000431,1,PROD_002336,289,0.899,0.1,259.81
PO-2024-0000432,1,PROD_000027,182,1.0907,0.21,198.51
PO-2024-0000433,1,PROD_001613,452,1.8542,0.1,838.1
PO-2024-0000434,1,PROD_002746,295,2.0186,0.21,595.49
PO-2024-0000435,1,PROD_001267,439,2.3575,0.1,1034.94
PO-2024-0000435,2,PROD_000583,359,1.8663,0.1,670.0
PO-2024-0000436,1,PROD_003287,614,1.0818,0.21,664.23
PO-2024-0000437,1,PROD_001830,583,0.7535,0.21,439.29
PO-2024-0000438,1,PROD_002108,147,2.0054,0.1,294.79
PO-2024-0000438,2,PROD_002501,283,1.8287,0.1,517.52
PO-2024-0000439,1,PROD_000233,281,1.1539,0.1,324.25
PO-2024-0000440,1,PROD_000086,421,0.8822,0.21,371.41
PO-2024-0000441,1,PROD_001390,144,4.2698,0.04,614.85
PO-2024-0000442,1,PROD_000852,222,0.658,0.1,146.08
PO-2024-0000443,1,PROD_002928,342,0.7154,0.21,244.67
PO-2024-0000443,2,PROD_001833,381,1.2155,0.1,463.11
PO-2024-0000444,1,PROD_000486,121,3.8604,0.1,467.11
PO-2024-0000445,1,PROD_000261,359,0.5812,0.21,208.65
PO-2024-0000446,1,PROD_002439,213,2.5185,0.21,536.44
PO-2024-0000447,1,PROD_000453,159,0.9026,0.1,143.51
PO-2024-0000448,1,PROD_000239,282,0.7065,0.04,199.23
PO-2024-0000449,1,PROD_001432,371,1.1929,0.1,442.57
PO-2024-0000450,1,PROD_001734,209,1.2014,0.04,251.09
PO-2024-0000451,1,PROD_003589,143,2.9174,0.1,417.19
PO-2024-0000452,1,PROD_003125,149,2.1697,0.21,323.29
PO-2024-0000453,1,PROD_002282,366,1.4209,0.04,520.05
PO-2024-0000454,1,PROD_001893,224,1.4533,0.1,325.54
PO-2024-0000455,1,PROD_000500,279,1.7832,0.1,497.51
PO-2024-0000456,1,PROD_002207,230,0.6175,0.1,142.03
PO-2024-0000457,1,PROD_002060,366,1.0135,0.04,370.94
PO-2024-0000458,1,PROD_000765,408,1.1848,0.21,483.4
PO-2024-0000458,2,PROD_002897,219,1.7753,0.21,388.79
PO-2024-0000458,3,PROD_001609,490,0.9612,0.1,470.99
PO-2024-0000459,1,PROD_003286,508,1.0116,0.21,513.89
PO-2024-0000460,1,PROD_000560,251,1.1332,0.1,284.43
PO-2024-0000461,1,PROD_002577,213,1.5195,0.1,323.65
PO-2024-0000462,1,PROD_003552,245,0.4808,0.21,117.8
PO-2024-0000463,1,PROD_000628,254,0.4922,0.1,125.02
PO-2024-0000463,2,PROD_001612,178,1.2765,0.1,227.22
PO-2024-0000463,3,PROD_001105,188,1.0349,0.1,194.56
PO-2024-0000463,4,PROD_001201,234,1.433,0.1,335.32
PO-2024-0000464,1,PROD_002505,226,7.9392,0.04,1794.26
PO-2024-0000465,1,PROD_002816,181,0.9116,0.21,165.0
PO-2024-0000466,1,PROD_001756,391,1.6334,0.1,638.66
PO-2024-0000467,1,PROD_000327,234,1.2005,0.1,280.92
PO-2024-0000468,1,PROD_001116,304,1.653,0.1,502.51
PO-2024-0000469,1,PROD_001769,431,0.7213,0.1,310.88
PO-2024-0000470,1,PROD_001356,153,2.0153,0.1,308.34
PO-2024-0000471,1,PROD_003331,156,0.9315,0.21,145.31
PO-2024-0000472,1,PROD_002400,349,1.4013,0.1,489.05
PO-2024-0000472,2,PROD_003602,294,0.6734,0.1,197.98
PO-2024-0000473,1,PROD_002214,172,2.0867,0.1,358.91
PO-2024-0000474,1,PROD_001724,256,1.1805,0.21,302.21
PO-2024-0000475,1,PROD_000167,285,1.6813,0.1,479.17
PO-2024-0000476,1,PROD_000475,291,0.3207,0.04,93.32
PO-2024-0000477,1,PROD_000607,396,0.8918,0.1,353.15
PO-2024-0000478,1,PROD_002539,379,1.2379,0.04,469.16
PO-2024-0000479,1,PROD_000302,269,1.9818,0.1,533.1
PO-2024-0000479,2,PROD_001130,266,1.6258,0.1,432.46
PO-2024-0000480,1,PROD_001066,324,2.0589,0.21,667.08
PO-2024-0000480,2,PROD_000493,209,4.1119,0.04,859.39
PO-2024-0000481,1,PROD_000767,408,1.8023,0.21,735.34
PO-2024-0000482,1,PROD_000664,316,2.2412,0.1,708.22
PO-2024-0000483,1,PROD_002292,308,0.9774,0.04,301.04
PO-2024-0000484,1,PROD_003005,279,0.7157,0.21,199.68
PO-2024-0000484,2,PROD_002279,186,1.5016,0.1,279.3
PO-2024-0000485,1,PROD_000964,294,1.0053,0.21,295.56
PO-2024-0000486,1,PROD_002872,315,0.4776,0.21,150.44
PO-2024-0000487,1,PROD_000784,305,1.4114,0.04,430.48
PO-2024-0000487,2,PROD_002129,272,4.5764,0.04,1244.78
PO-2024-0000488,1,PROD_002906,254,0.6446,0.1,163.73
PO-2024-0000489,1,PROD_000512,267,2.3967,0.1,639.92
PO-2024-0000490,1,PROD_000529,308,9.1444,0.1,2816.48
PO-2024-0000491,1,PROD_000081,205,1.5678,0.21,321.4
PO-2024-0000491,2,PROD_003560,227,2.7335,0.21,620.5
PO-2024-0000492,1,PROD_003527,306,1.0186,0.21,311.69
PO-2024-0000493,1,PROD_003622,251,2.2449,0.1,563.47
PO-2024-0000494,1,PROD_002855,212,0.6732,0.21,142.72
PO-2024-0000494,2,PROD_003261,136,2.9863,0.21,406.14
PO-2024-0000495,1,PROD_000934,298,0.2919,0.04,86.99
PO-2024-0000496,1,PROD_001606,160,2.0037,0.1,320.59
PO-2024-0000497,1,PROD_002367,192,0.6965,0.1,133.73
PO-2024-0000497,2,PROD_001183,348,0.8586,0.1,298.79
PO-2024-0000498,1,PROD_000007,224,3.5674,0.21,799.1
PO-2024-0000499,1,PROD_003418,207,1.4545,0.21,301.08
PO-2024-0000500,1,PROD_001059,451,4.4385,0.1,2001.76
PO-2024-0000501,1,PROD_000378,324,1.9076,0.21,618.06
PO-2024-0000502,1,PROD_000700,377,1.0571,0.1,398.53
PO-2024-0000503,1,PROD_000216,289,2.1827,0.04,630.8
PO-2024-0000504,1,PROD_003157,213,2.2718,0.21,483.89
PO-2024-0000505,1,PROD_002169,522,0.2925,0.1,152.69
PO-2024-0000506,1,PROD_001096,532,0.9356,0.04,497.74
PO-2024-0000507,1,PROD_003170,355,2.0326,0.21,721.57
PO-2024-0000508,1,PROD_001140,214,0.6777,0.1,145.03
PO-2024-0000509,1,PROD_003415,264,0.3672,0.21,96.94
PO-2024-0000509,2,PROD_003431,236,0.4582,0.21,108.14
PO-2024-0000510,1,PROD_001840,305,1.2386,0.1,377.77
PO-2024-0000511,1,PROD_001286,331,0.1794,0.04,59.38
PO-2024-0000512,1,PROD_002604,185,2.1308,0.1,394.2
PO-2024-0000512,2,PROD_001111,175,1.899,0.1,332.32
PO-2024-0000513,1,PROD_001896,347,0.4482,0.21,155.53
PO-2024-0000514,1,PROD_000722,176,1.7769,0.21,312.73
PO-2024-0000515,1,PROD_002553,293,1.8257,0.1,534.93
PO-2024-0000516,1,PROD_002218,565,1.1923,0.1,673.65
PO-2024-0000517,1,PROD_001500,538,0.9133,0.04,491.36
PO-2024-0000518,1,PROD_000148,245,1.1711,0.04,286.92
PO-2024-0000519,1,PROD_000116,103,1.5046,0.1,154.97
PO-2024-0000520,1,PROD_002639,376,1.8828,0.21,707.93
PO-2024-0000521,1,PROD_002195,399,0.8552,0.1,341.22
PO-2024-0000522,1,PROD_000431,307,0.8643,0.1,265.34
PO-2024-0000523,1,PROD_001999,297,0.9173,0.21,272.44
PO-2024-0000524,1,PROD_002178,165,2.3829,0.1,393.18
PO-2024-0000524,2,PROD_002017,364,4.4052,0.1,1603.49
PO-2024-0000525,1,PROD_003561,164,2.5701,0.21,421.5
PO-2024-0000526,1,PROD_002560,202,0.6833,0.1,138.03
PO-2024-0000527,1,PROD_002124,465,1.068,0.1,496.62
PO-2024-0000528,1,PROD_001934,331,1.1196,0.1,370.59
PO-2024-0000529,1,PROD_003488,93,1.9604,0.21,182.32
PO-2024-0000530,1,PROD_000664,240,2.4616,0.1,590.78
PO-2024-0000531,1,PROD_002606,156,0.8605,0.1,134.24
PO-2024-0000532,1,PROD_001684,197,1.155,0.04,227.53
PO-2024-0000533,1,PROD_000594,308,0.8063,0.04,248.34
PO-2024-0000534,1,PROD_001011,247,0.6461,0.1,159.59
PO-2024-0000534,2,PROD_003607,254,1.1155,0.1,283.34
PO-2024-0000535,1,PROD_002359,218,2.5622,0.1,558.56
PO-2024-0000536,1,PROD_001212,235,2.7606,0.1,648.74
PO-2024-0000537,1,PROD_000911,128,0.4135,0.1,52.93
PO-2024-0000538,1,PROD_003555,260,2.7173,0.21,706.5
PO-2024-0000539,1,PROD_000392,228,1.1324,0.1,258.19
PO-2024-0000540,1,PROD_000879,207,0.8485,0.04,175.64
PO-2024-0000541,1,PROD_000863,313,0.9104,0.1,284.96
PO-2024-0000542,1,PROD_001340,273,2.3739,0.1,648.07
PO-2024-0000543,1,PROD_000409,411,0.9101,0.04,374.05
PO-2024-0000544,1,PROD_002952,292,1.997,0.21,583.12
PO-2024-0000545,1,PROD_002665,108,0.6809,0.1,73.54
PO-2024-0000546,1,PROD_001379,118,1.9849,0.1,234.22
PO-2024-0000547,1,PROD_001157,202,1.4689,0.04,296.72
PO-2024-0000548,1,PROD_001651,319,1.6745,0.1,534.17
PO-2024-0000549,1,PROD_000746,384,1.9584,0.21,752.03
PO-2024-0000550,1,PROD_002180,465,0.7928,0.1,368.65
PO-2024-0000551,1,PROD_002326,384,2.0507,0.04,787.47
PO-2024-0000552,1,PROD_002248,227,2.6511,0.1,601.8
PO-2024-0000552,2,PROD_001371,346,5.2684,0.1,1822.87
PO-2024-0000553,1,PROD_002001,413,0.3727,0.04,153.93
PO-2024-0000554,1,PROD_000027,258,1.0426,0.21,268.99
PO-2024-0000555,1,PROD_003002,280,0.5914,0.21,165.59
PO-2024-0000555,2,PROD_003140,226,1.1967,0.21,270.45
PO-2024-0000556,1,PROD_001095,338,0.919,0.21,310.62
PO-2024-0000557,1,PROD_003606,100,4.2622,0.1,426.22
PO-2024-0000558,1,PROD_002419,189,4.0302,0.1,761.71
PO-2024-0000559,1,PROD_001215,376,2.1167,0.04,795.88
PO-2024-0000559,2,PROD_001344,502,5.8064,0.04,2914.81
PO-2024-0000560,1,PROD_000873,436,2.7801,0.04,1212.12
PO-2024-0000560,2,PROD_002387,295,2.8307,0.04,835.06
PO-2024-0000561,1,PROD_002732,239,1.1968,0.21,286.04
PO-2024-0000562,1,PROD_002194,435,0.5624,0.1,244.64
PO-2024-0000563,1,PROD_000366,334,0.1513,0.04,50.53
PO-2024-0000563,2,PROD_000680,439,0.7282,0.04,319.68
PO-2024-0000564,1,PROD_003460,202,1.2097,0.21,244.36
PO-2024-0000565,1,PROD_000657,122,8.7093,0.04,1062.53
PO-2024-0000566,1,PROD_003498,218,0.3927,0.21,85.61
PO-2024-0000566,2,PROD_003514,274,0.8526,0.21,233.61
PO-2024-0000566,3,PROD_003485,398,0.9232,0.21,367.43
PO-2024-0000567,1,PROD_001473,389,1.1181,0.1,434.94
PO-2024-0000568,1,PROD_001230,203,0.6851,0.1,139.08
PO-2024-0000569,1,PROD_001477,158,1.1773,0.1,186.01
PO-2024-0000570,1,PROD_002015,373,1.6765,0.1,625.33
PO-2024-0000571,1,PROD_002983,279,1.725,0.21,481.28
PO-2024-0000572,1,PROD_001659,232,0.8477,0.1,196.67
PO-2024-0000573,1,PROD_001348,492,2.0078,0.21,987.84
PO-2024-0000573,2,PROD_001297,276,1.0032,0.04,276.88
PO-2024-0000574,1,PROD_002975,355,1.4422,0.21,511.98
PO-2024-0000575,1,PROD_003075,328,2.4,0.21,787.2
PO-2024-0000576,1,PROD_001078,375,1.6936,0.1,635.1
PO-2024-0000577,1,PROD_001428,474,1.4013,0.1,664.22
PO-2024-0000578,1,PROD_000221,444,0.5321,0.1,236.25
PO-2024-0000579,1,PROD_001404,239,14.8606,0.1,3551.68
PO-2024-0000580,1,PROD_000558,241,1.2598,0.04,303.61
PO-2024-0000580,2,PROD_000223,338,1.7902,0.04,605.09
PO-2024-0000581,1,PROD_001746,404,1.1809,0.04,477.08
PO-2024-0000582,1,PROD_003686,228,1.881,0.1,428.87
PO-2024-0000583,1,PROD_000619,158,0.5672,0.1,89.62
PO-2024-0000583,2,PROD_002829,220,1.0176,0.21,223.87
PO-2024-0000584,1,PROD_000205,184,10.2787,0.1,1891.28
PO-2024-0000585,1,PROD_000389,229,1.2252,0.04,280.57
PO-2024-0000586,1,PROD_001693,355,1.7517,0.04,621.85
PO-2024-0000587,1,PROD_001272,311,1.207,0.1,375.38
PO-2024-0000588,1,PROD_002682,122,1.8219,0.1,222.27
PO-2024-0000589,1,PROD_000805,347,1.3367,0.1,463.83
PO-2024-0000589,2,PROD_003613,198,3.9647,0.1,785.01
PO-2024-0000590,1,PROD_002396,254,5.7057,0.1,1449.25
PO-2024-0000591,1,PROD_000402,271,3.4469,0.1,934.11
PO-2024-0000592,1,PROD_000127,378,15.235,0.04,5758.83
PO-2024-0000593,1,PROD_001943,260,0.2597,0.21,67.52
PO-2024-0000593,2,PROD_002120,218,1.9562,0.04,426.45
PO-2024-0000594,1,PROD_003341,362,0.4981,0.21,180.31
PO-2024-0000595,1,PROD_001561,538,1.0477,0.1,563.66
PO-2024-0000596,1,PROD_002332,332,1.6434,0.04,545.61
PO-2024-0000597,1,PROD_001931,173,3.3599,0.21,581.26
PO-2024-0000598,1,PROD_001834,212,1.4329,0.04,303.77
PO-2024-0000599,1,PROD_001915,191,1.6035,0.1,306.27
PO-2024-0000600,1,PROD_002763,476,1.5709,0.21,747.75
PO-2024-0000600,2,PROD_003156,649,2.1649,0.21,1405.02
PO-2024-0000601,1,PROD_000931,169,0.7706,0.04,130.23
PO-2024-0000602,1,PROD_003376,496,2.5627,0.21,1271.1
PO-2024-0000602,2,PROD_002913,424,1.6311,0.21,691.59
PO-2024-0000603,1,PROD_000861,381,1.1548,0.04,439.98
PO-2024-0000604,1,PROD_000838,234,2.298,0.1,537.73
PO-2024-0000605,1,PROD_003573,258,19.5575,0.1,5045.84
PO-2024-0000606,1,PROD_001288,414,1.3883,0.04,574.76
PO-2024-0000606,2,PROD_001984,555,1.2939,0.04,718.11
PO-2024-0000607,1,PROD_001656,383,1.1777,0.1,451.06
PO-2024-0000608,1,PROD_001119,135,1.0269,0.04,138.63
PO-2024-0000609,1,PROD_001784,186,1.1156,0.1,207.5
PO-2024-0000610,1,PROD_002514,333,0.2535,0.04,84.42
PO-2024-0000611,1,PROD_002521,303,1.3424,0.04,406.75
PO-2024-0000612,1,PROD_000686,469,0.8314,0.1,389.93
PO-2024-0000613,1,PROD_002173,477,2.4763,0.1,1181.2
PO-2024-0000614,1,PROD_002899,174,1.0619,0.21,184.77
PO-2024-0000615,1,PROD_003712,311,2.5707,0.21,799.49
PO-2024-0000616,1,PROD_002050,187,0.9557,0.04,178.72
PO-2024-0000617,1,PROD_000776,293,0.4642,0.21,136.01
PO-2024-0000618,1,PROD_001390,255,4.2311,0.04,1078.93
PO-2024-0000619,1,PROD_001014,344,3.2205,0.1,1107.85
PO-2024-0000620,1,PROD_003012,420,0.6453,0.21,271.03
PO-2024-0000620,2,PROD_003161,232,2.2176,0.21,514.48
PO-2024-0000621,1,PROD_001322,152,1.7846,0.1,271.26
PO-2024-0000622,1,PROD_002809,185,1.9983,0.21,369.69
PO-2024-0000622,2,PROD_003129,345,2.1258,0.21,733.4
PO-2024-0000623,1,PROD_000453,431,0.8646,0.1,372.64
PO-2024-0000623,2,PROD_003020,438,0.8468,0.21,370.9
PO-2024-0000624,1,PROD_003475,294,0.7566,0.21,222.44
PO-2024-0000625,1,PROD_000609,199,3.8537,0.21,766.89
PO-2024-0000625,2,PROD_001724,301,1.371,0.21,412.67
PO-2024-0000626,1,PROD_002222,306,0.8332,0.1,254.96
PO-2024-0000627,1,PROD_003577,479,3.3943,0.1,1625.87
PO-2024-0000628,1,PROD_002848,371,3.5778,0.21,1327.36
PO-2024-0000629,1,PROD_001897,418,0.1858,0.04,77.66
PO-2024-0000630,1,PROD_001856,226,0.991,0.04,223.97
PO-2024-0000631,1,PROD_001267,210,2.3873,0.1,501.33
PO-2024-0000632,1,PROD_000751,190,1.8846,0.21,358.07
PO-2024-0000632,2,PROD_002973,155,2.4297,0.21,376.6
PO-2024-0000632,3,PROD_002067,266,2.0495,0.1,545.17
PO-2024-0000633,1,PROD_002138,302,0.3203,0.21,96.73
PO-2024-0000634,1,PROD_002106,260,0.259,0.21,67.34
PO-2024-0000635,1,PROD_002350,257,0.793,0.04,203.8
PO-2024-0000636,1,PROD_002427,214,1.3647,0.04,292.05
PO-2024-0000637,1,PROD_000826,298,0.7909,0.1,235.69
