payment_id,po_id,supplier_id,dc_id,obligation_date,due_date,payment_date,amount_net,amount_gross,status,days_late
SP-2024-0000196,PO-2024-0000196,SUP_00016,DC_VLC,2024-02-08,2024-04-08,2024-04-08,844.52,1021.87,paid,0
SP-2024-0000346,PO-2024-0000346,SUP_00004,DC_SEV,2024-03-09,2024-04-08,2024-04-08,138.46,167.54,paid,0
SP-2024-0000348,PO-2024-0000348,SUP_00004,DC_BCN,2024-03-09,2024-04-08,2024-04-08,590.04,713.95,paid,0
SP-2024-0000350,PO-2024-0000350,SUP_00005,DC_BCN,2024-03-09,2024-04-08,2024-04-08,597.77,657.55,paid,0
SP-2024-0000352,PO-2024-0000352,SUP_00017,DC_MAD,2024-03-09,2024-04-08,2024-04-08,354.08,389.49,paid,0
SP-2024-0000355,PO-2024-0000355,SUP_00017,DC_BCN,2024-03-09,2024-04-08,2024-04-08,328.47,361.32,paid,0
SP-2024-0000051,PO-2024-0000051,SUP_00015,DC_SEV,2024-01-10,2024-04-09,2024-04-09,275.59,286.61,paid,0
SP-2024-0000053,PO-2024-0000053,SUP_00019,DC_BCN,2024-01-10,2024-04-09,2024-04-09,198.49,218.34,paid,0
SP-2024-0000198,PO-2024-0000198,SUP_00014,DC_SEV,2024-02-09,2024-04-09,2024-04-11,1376.04,1513.64,paid,2
SP-2024-0000199,PO-2024-0000199,SUP_00016,DC_SEV,2024-02-09,2024-04-09,2024-04-09,724.59,876.75,paid,0
SP-2024-0000200,PO-2024-0000200,SUP_00007,DC_BCN,2024-02-09,2024-04-09,2024-04-09,1956.94,2367.9,paid,0
SP-2024-0000201,PO-2024-0000201,SUP_00016,DC_BCN,2024-02-09,2024-04-09,2024-04-09,826.66,1000.26,paid,0
SP-2024-0000202,PO-2024-0000202,SUP_00016,DC_ZGZ,2024-02-09,2024-04-09,2024-04-09,705.13,853.21,paid,0
SP-2024-0000204,PO-2024-0000204,SUP_00007,DC_MAD,2024-02-09,2024-04-09,2024-04-09,662.05,801.08,paid,0
SP-2024-0000205,PO-2024-0000205,SUP_00014,DC_BCN,2024-02-09,2024-04-09,2024-04-09,501.24,551.36,paid,0
SP-2024-0000056,PO-2024-0000056,SUP_00019,DC_VLC,2024-01-11,2024-04-10,2024-04-10,1908.78,2099.66,paid,0
SP-2024-0000212,PO-2024-0000212,SUP_00007,DC_BCN,2024-02-10,2024-04-10,2024-04-10,2110.02,2194.42,paid,0
SP-2024-0000213,PO-2024-0000213,SUP_00007,DC_SEV,2024-02-10,2024-04-10,2024-04-10,1261.02,1311.46,paid,0
SP-2024-0000214,PO-2024-0000214,SUP_00014,DC_SEV,2024-02-10,2024-04-10,2024-04-10,982.53,1080.78,paid,0
SP-2024-0000215,PO-2024-0000215,SUP_00016,DC_MAD,2024-02-10,2024-04-10,2024-04-10,266.52,293.17,paid,0
SP-2024-0000216,PO-2024-0000216,SUP_00014,DC_ZGZ,2024-02-10,2024-04-10,2024-04-10,471.3,518.43,paid,0
SP-2024-0000217,PO-2024-0000217,SUP_00016,DC_VLC,2024-02-10,2024-04-10,2024-04-10,567.08,686.17,paid,0
SP-2024-0000218,PO-2024-0000218,SUP_00007,DC_BCN,2024-02-11,2024-04-11,2024-04-11,190.14,230.07,paid,0
SP-2024-0000219,PO-2024-0000219,SUP_00016,DC_BCN,2024-02-11,2024-04-11,2024-04-11,158.17,191.39,paid,0
SP-2024-0000365,PO-2024-0000365,SUP_00017,DC_SEV,2024-03-12,2024-04-11,2024-04-11,206.39,227.03,paid,0
SP-2024-0000220,PO-2024-0000220,SUP_00016,DC_SEV,2024-02-12,2024-04-12,2024-04-12,499.69,604.62,paid,0
SP-2024-0000222,PO-2024-0000222,SUP_00016,DC_BCN,2024-02-12,2024-04-12,2024-04-17,207.23,227.95,paid,5
SP-2024-0000368,PO-2024-0000368,SUP_00004,DC_BCN,2024-03-13,2024-04-12,2024-04-12,165.96,200.81,paid,0
SP-2024-0000069,PO-2024-0000069,SUP_00019,DC_ZGZ,2024-01-14,2024-04-13,2024-04-13,584.52,642.97,paid,0
SP-2024-0000224,PO-2024-0000224,SUP_00007,DC_BCN,2024-02-13,2024-04-13,2024-04-13,1550.22,1701.06,paid,0
SP-2024-0000226,PO-2024-0000226,SUP_00016,DC_BCN,2024-02-13,2024-04-13,2024-04-13,393.87,476.58,paid,0
SP-2024-0000228,PO-2024-0000228,SUP_00007,DC_MAD,2024-02-13,2024-04-13,2024-04-13,2106.82,2191.09,paid,0
SP-2024-0000229,PO-2024-0000229,SUP_00016,DC_MAD,2024-02-13,2024-04-13,2024-04-13,721.97,873.58,paid,0
SP-2024-0000231,PO-2024-0000231,SUP_00007,DC_VLC,2024-02-13,2024-04-13,2024-04-13,178.22,185.35,paid,0
SP-2024-0000072,PO-2024-0000072,SUP_00015,DC_MAD,2024-01-15,2024-04-14,2024-04-14,541.35,563.0,paid,0
SP-2024-0000233,PO-2024-0000233,SUP_00007,DC_SEV,2024-02-14,2024-04-14,2024-04-14,210.08,218.48,paid,0
SP-2024-0000236,PO-2024-0000236,SUP_00014,DC_ZGZ,2024-02-14,2024-04-14,2024-04-14,770.95,848.05,paid,0
SP-2024-0000237,PO-2024-0000237,SUP_00016,DC_ZGZ,2024-02-14,2024-04-14,2024-04-14,2933.58,3549.63,paid,0
SP-2024-0000238,PO-2024-0000238,SUP_00016,DC_MAD,2024-02-14,2024-04-14,2024-04-14,2283.33,2762.83,paid,0
SP-2024-0000077,PO-2024-0000077,SUP_00015,DC_BCN,2024-01-16,2024-04-15,2024-04-15,269.74,280.53,paid,0
SP-2024-0000240,PO-2024-0000240,SUP_00016,DC_ZGZ,2024-02-15,2024-04-15,2024-04-15,325.22,393.52,paid,0
SP-2024-0000241,PO-2024-0000241,SUP_00016,DC_SEV,2024-02-15,2024-04-15,2024-04-15,853.39,1032.6,paid,0
SP-2024-0000243,PO-2024-0000243,SUP_00007,DC_BCN,2024-02-15,2024-04-15,2024-04-15,149.44,180.82,paid,0
SP-2024-0000244,PO-2024-0000244,SUP_00014,DC_BCN,2024-02-15,2024-04-15,2024-04-17,543.6,597.96,paid,2
SP-2024-0000245,PO-2024-0000245,SUP_00007,DC_ZGZ,2024-02-15,2024-04-15,2024-04-15,402.51,487.04,paid,0
SP-2024-0000372,PO-2024-0000372,SUP_00004,DC_SEV,2024-03-16,2024-04-15,2024-04-15,324.75,392.95,paid,0
SP-2024-0000375,PO-2024-0000375,SUP_00017,DC_BCN,2024-03-16,2024-04-15,2024-04-24,101.55,111.71,paid,9
SP-2024-0000378,PO-2024-0000378,SUP_00017,DC_SEV,2024-03-16,2024-04-15,2024-04-27,190.04,209.04,paid,12
SP-2024-0000078,PO-2024-0000078,SUP_00015,DC_BCN,2024-01-17,2024-04-16,2024-04-16,917.99,954.71,paid,0
SP-2024-0000246,PO-2024-0000246,SUP_00014,DC_ZGZ,2024-02-16,2024-04-16,2024-04-16,773.24,850.56,paid,0
SP-2024-0000252,PO-2024-0000252,SUP_00014,DC_MAD,2024-02-17,2024-04-17,2024-04-17,1708.05,1878.86,paid,0
SP-2024-0000255,PO-2024-0000255,SUP_00016,DC_SEV,2024-02-17,2024-04-17,2024-04-17,872.16,1019.37,paid,0
SP-2024-0000257,PO-2024-0000257,SUP_00007,DC_ZGZ,2024-02-17,2024-04-17,2024-04-17,1258.34,1308.67,paid,0
SP-2024-0000258,PO-2024-0000258,SUP_00016,DC_ZGZ,2024-02-17,2024-04-17,2024-04-30,148.4,179.56,paid,13
SP-2024-0000260,PO-2024-0000260,SUP_00014,DC_SEV,2024-02-17,2024-04-17,2024-04-17,608.48,669.33,paid,0
SP-2024-0000381,PO-2024-0000381,SUP_00004,DC_BCN,2024-03-18,2024-04-17,2024-04-17,107.51,130.09,paid,0
SP-2024-0000264,PO-2024-0000264,SUP_00014,DC_ZGZ,2024-02-18,2024-04-18,2024-04-18,613.63,674.99,paid,0
SP-2024-0000265,PO-2024-0000265,SUP_00007,DC_ZGZ,2024-02-18,2024-04-18,2024-04-18,58.7,71.03,paid,0
SP-2024-0000266,PO-2024-0000266,SUP_00007,DC_VLC,2024-02-18,2024-04-18,2024-04-18,337.99,351.51,paid,0
SP-2024-0000384,PO-2024-0000384,SUP_00004,DC_SEV,2024-03-19,2024-04-18,2024-04-23,440.6,533.13,paid,5
SP-2024-0000267,PO-2024-0000267,SUP_00007,DC_BCN,2024-02-19,2024-04-19,2024-04-19,399.81,415.8,paid,0
SP-2024-0000269,PO-2024-0000269,SUP_00016,DC_ZGZ,2024-02-19,2024-04-19,2024-04-19,83.52,101.06,paid,0
SP-2024-0000270,PO-2024-0000270,SUP_00014,DC_ZGZ,2024-02-19,2024-04-19,2024-04-19,537.64,591.4,paid,0
SP-2024-0000271,PO-2024-0000271,SUP_00007,DC_ZGZ,2024-02-19,2024-04-19,2024-04-19,598.42,622.36,paid,0
SP-2024-0000274,PO-2024-0000274,SUP_00014,DC_SEV,2024-02-19,2024-04-19,2024-04-30,797.83,877.61,paid,11
SP-2024-0000276,PO-2024-0000276,SUP_00016,DC_BCN,2024-02-19,2024-04-19,2024-04-19,748.18,905.3,paid,0
SP-2024-0000389,PO-2024-0000389,SUP_00004,DC_BCN,2024-03-20,2024-04-19,2024-04-19,179.58,217.29,paid,0
SP-2024-0000277,PO-2024-0000277,SUP_00016,DC_ZGZ,2024-02-20,2024-04-20,2024-04-28,676.18,818.18,paid,8
SP-2024-0000278,PO-2024-0000278,SUP_00007,DC_MAD,2024-02-21,2024-04-21,2024-04-21,1050.97,1271.67,paid,0
SP-2024-0000099,PO-2024-0000099,SUP_00015,DC_MAD,2024-01-23,2024-04-22,2024-04-22,590.5,614.12,paid,0
SP-2024-0000101,PO-2024-0000101,SUP_00015,DC_VLC,2024-01-23,2024-04-22,2024-04-22,173.84,180.79,paid,0
SP-2024-0000280,PO-2024-0000280,SUP_00014,DC_SEV,2024-02-22,2024-04-22,2024-04-22,608.44,669.28,paid,0
SP-2024-0000282,PO-2024-0000282,SUP_00007,DC_BCN,2024-02-22,2024-04-22,2024-04-22,110.11,133.23,paid,0
SP-2024-0000397,PO-2024-0000397,SUP_00017,DC_VLC,2024-03-23,2024-04-22,2024-04-22,343.03,377.33,paid,0
SP-2024-0000283,PO-2024-0000283,SUP_00016,DC_MAD,2024-02-23,2024-04-23,2024-04-23,530.92,584.01,paid,0
SP-2024-0000398,PO-2024-0000398,SUP_00004,DC_BCN,2024-03-24,2024-04-23,2024-04-23,253.63,306.89,paid,0
SP-2024-0000108,PO-2024-0000108,SUP_00019,DC_BCN,2024-01-25,2024-04-24,2024-04-24,303.42,333.76,paid,0
SP-2024-0000110,PO-2024-0000110,SUP_00019,DC_SEV,2024-01-25,2024-04-24,2024-04-24,324.69,357.16,paid,0
SP-2024-0000111,PO-2024-0000111,SUP_00015,DC_SEV,2024-01-25,2024-04-24,2024-04-24,138.29,143.82,paid,0
SP-2024-0000285,PO-2024-0000285,SUP_00007,DC_VLC,2024-02-24,2024-04-24,2024-04-24,300.35,312.36,paid,0
SP-2024-0000286,PO-2024-0000286,SUP_00016,DC_VLC,2024-02-24,2024-04-24,2024-04-25,365.57,402.13,paid,1
SP-2024-0000400,PO-2024-0000400,SUP_00017,DC_BCN,2024-03-25,2024-04-24,2024-04-24,220.93,243.02,paid,0
SP-2024-0000112,PO-2024-0000112,SUP_00015,DC_BCN,2024-01-26,2024-04-25,2024-04-26,303.15,315.28,paid,1
SP-2024-0000116,PO-2024-0000116,SUP_00015,DC_VLC,2024-01-26,2024-04-25,2024-04-25,158.43,164.77,paid,0
SP-2024-0000287,PO-2024-0000287,SUP_00014,DC_MAD,2024-02-25,2024-04-25,2024-04-25,2598.33,2858.16,paid,0
SP-2024-0000288,PO-2024-0000288,SUP_00016,DC_MAD,2024-02-25,2024-04-25,2024-04-25,269.91,326.59,paid,0
SP-2024-0000289,PO-2024-0000289,SUP_00016,DC_BCN,2024-02-25,2024-04-25,2024-04-25,237.66,287.57,paid,0
SP-2024-0000402,PO-2024-0000402,SUP_00004,DC_BCN,2024-03-26,2024-04-25,2024-05-10,267.91,324.17,paid,15
SP-2024-0000123,PO-2024-0000123,SUP_00015,DC_ZGZ,2024-01-27,2024-04-26,2024-04-26,166.53,173.19,paid,0
SP-2024-0000129,PO-2024-0000129,SUP_00019,DC_ZGZ,2024-01-27,2024-04-26,2024-04-26,2393.21,2632.53,paid,0
SP-2024-0000293,PO-2024-0000293,SUP_00014,DC_SEV,2024-02-26,2024-04-26,2024-04-26,329.45,362.4,paid,0
SP-2024-0000295,PO-2024-0000295,SUP_00016,DC_MAD,2024-02-26,2024-04-26,2024-04-26,314.03,379.98,paid,0
SP-2024-0000407,PO-2024-0000407,SUP_00004,DC_BCN,2024-03-27,2024-04-26,2024-04-26,732.65,886.51,paid,0
SP-2024-0000409,PO-2024-0000409,SUP_00004,DC_ZGZ,2024-03-27,2024-04-26,2024-04-26,918.93,1111.91,paid,0
SP-2024-0000132,PO-2024-0000132,SUP_00019,DC_SEV,2024-01-28,2024-04-27,2024-04-27,2370.9,2607.99,paid,0
SP-2024-0000133,PO-2024-0000133,SUP_00015,DC_SEV,2024-01-28,2024-04-27,2024-04-27,190.4,198.02,paid,0
SP-2024-0000296,PO-2024-0000296,SUP_00007,DC_BCN,2024-02-27,2024-04-27,2024-04-27,977.03,1089.39,paid,0
SP-2024-0000297,PO-2024-0000297,SUP_00016,DC_BCN,2024-02-27,2024-04-27,2024-04-27,1234.4,1394.07,paid,0
SP-2024-0000298,PO-2024-0000298,SUP_00014,DC_ZGZ,2024-02-27,2024-04-27,2024-04-27,126.26,138.89,paid,0
SP-2024-0000299,PO-2024-0000299,SUP_00016,DC_ZGZ,2024-02-27,2024-04-27,2024-04-27,359.74,435.29,paid,0
SP-2024-0000137,PO-2024-0000137,SUP_00019,DC_ZGZ,2024-01-29,2024-04-28,2024-04-28,873.16,960.48,paid,0
SP-2024-0000139,PO-2024-0000139,SUP_00015,DC_ZGZ,2024-01-29,2024-04-28,2024-04-28,451.08,469.12,paid,0
SP-2024-0000300,PO-2024-0000300,SUP_00007,DC_ZGZ,2024-02-28,2024-04-28,2024-04-28,447.39,541.34,paid,0
SP-2024-0000301,PO-2024-0000301,SUP_00016,DC_ZGZ,2024-02-28,2024-04-28,2024-04-28,368.86,446.32,paid,0
SP-2024-0000303,PO-2024-0000303,SUP_00016,DC_BCN,2024-02-28,2024-04-28,2024-04-28,164.81,199.42,paid,0
SP-2024-0000305,PO-2024-0000305,SUP_00007,DC_MAD,2024-02-28,2024-04-28,2024-04-28,4351.91,4684.24,paid,0
SP-2024-0000411,PO-2024-0000411,SUP_00004,DC_MAD,2024-03-29,2024-04-28,2024-04-28,335.76,406.27,paid,0
SP-2024-0000150,PO-2024-0000150,SUP_00019,DC_BCN,2024-01-30,2024-04-29,2024-04-29,476.15,523.77,paid,0
SP-2024-0000419,PO-2024-0000419,SUP_00017,DC_ZGZ,2024-03-30,2024-04-29,2024-04-29,834.11,917.52,paid,0
SP-2024-0000422,PO-2024-0000422,SUP_00004,DC_BCN,2024-03-30,2024-04-29,2024-04-29,303.21,366.88,paid,0
SP-2024-0000423,PO-2024-0000423,SUP_00017,DC_BCN,2024-03-30,2024-04-29,2024-04-29,510.56,561.62,paid,0
SP-2024-0000154,PO-2024-0000154,SUP_00019,DC_BCN,2024-01-31,2024-04-30,2024-04-30,2311.81,2542.99,paid,0
SP-2024-0000155,PO-2024-0000155,SUP_00015,DC_BCN,2024-01-31,2024-04-30,2024-04-30,1043.38,1085.12,paid,0
SP-2024-0000157,PO-2024-0000157,SUP_00019,DC_ZGZ,2024-01-31,2024-04-30,2024-04-30,420.42,462.46,paid,0
SP-2024-0000306,PO-2024-0000306,SUP_00014,DC_BCN,2024-03-01,2024-04-30,2024-04-30,485.3,533.83,paid,0
SP-2024-0000307,PO-2024-0000307,SUP_00016,DC_MAD,2024-03-01,2024-04-30,2024-04-30,536.08,648.66,paid,0
SP-2024-0000309,PO-2024-0000309,SUP_00007,DC_MAD,2024-03-01,2024-04-30,2024-04-30,1025.65,1241.04,paid,0
SP-2024-0000310,PO-2024-0000310,SUP_00016,DC_SEV,2024-03-01,2024-04-30,2024-04-30,332.08,401.82,paid,0
SP-2024-0000163,PO-2024-0000163,SUP_00015,DC_SEV,2024-02-01,2024-05-01,2024-05-08,293.98,305.74,paid,7
SP-2024-0000312,PO-2024-0000312,SUP_00016,DC_SEV,2024-03-02,2024-05-01,2024-05-15,275.08,332.85,paid,14
SP-2024-0000314,PO-2024-0000314,SUP_00007,DC_VLC,2024-03-02,2024-05-01,2024-05-01,192.49,200.19,paid,0
SP-2024-0000431,PO-2024-0000431,SUP_00017,DC_BCN,2024-04-01,2024-05-01,2024-05-01,259.81,285.79,paid,0
SP-2024-0000166,PO-2024-0000166,SUP_00015,DC_ZGZ,2024-02-02,2024-05-02,2024-05-02,762.6,793.1,paid,0
SP-2024-0000172,PO-2024-0000172,SUP_00019,DC_ZGZ,2024-02-02,2024-05-02,2024-05-02,301.86,332.05,paid,0
SP-2024-0000173,PO-2024-0000173,SUP_00015,DC_SEV,2024-02-02,2024-05-02,2024-05-02,315.98,328.62,paid,0
SP-2024-0000316,PO-2024-0000316,SUP_00007,DC_BCN,2024-03-04,2024-05-03,2024-05-03,1736.54,1806.0,paid,0
SP-2024-0000317,PO-2024-0000317,SUP_00016,DC_VLC,2024-03-04,2024-05-03,2024-05-03,279.82,338.58,paid,0
SP-2024-0000318,PO-2024-0000318,SUP_00016,DC_MAD,2024-03-04,2024-05-03,2024-05-03,643.98,779.22,paid,0
SP-2024-0000436,PO-2024-0000436,SUP_00004,DC_MAD,2024-04-03,2024-05-03,2024-05-03,664.23,803.72,paid,0
SP-2024-0000439,PO-2024-0000439,SUP_00017,DC_SEV,2024-04-03,2024-05-03,2024-05-03,324.25,356.68,paid,0
SP-2024-0000440,PO-2024-0000440,SUP_00004,DC_SEV,2024-04-03,2024-05-03,2024-05-03,371.41,449.41,paid,0
SP-2024-0000442,PO-2024-0000442,SUP_00005,DC_ZGZ,2024-04-03,2024-05-03,2024-05-14,146.08,160.69,paid,11
SP-2024-0000321,PO-2024-0000321,SUP_00016,DC_ZGZ,2024-03-05,2024-05-04,2024-05-04,105.64,127.82,paid,0
SP-2024-0000322,PO-2024-0000322,SUP_00007,DC_BCN,2024-03-05,2024-05-04,2024-05-04,1097.9,1154.13,paid,0
SP-2024-0000323,PO-2024-0000323,SUP_00016,DC_BCN,2024-03-05,2024-05-04,2024-05-04,550.14,605.15,paid,0
SP-2024-0000324,PO-2024-0000324,SUP_00016,DC_SEV,2024-03-05,2024-05-04,2024-05-04,953.31,1153.51,paid,0
SP-2024-0000326,PO-2024-0000326,SUP_00014,DC_BCN,2024-03-05,2024-05-04,2024-05-04,946.33,1040.96,paid,0
SP-2024-0000328,PO-2024-0000328,SUP_00014,DC_SEV,2024-03-05,2024-05-04,2024-05-04,1474.35,1621.79,paid,0
SP-2024-0000330,PO-2024-0000330,SUP_00007,DC_SEV,2024-03-05,2024-05-04,2024-05-04,388.89,470.56,paid,0
SP-2024-0000331,PO-2024-0000331,SUP_00014,DC_VLC,2024-03-05,2024-05-04,2024-05-04,910.63,1001.69,paid,0
SP-2024-0000180,PO-2024-0000180,SUP_00019,DC_BCN,2024-02-05,2024-05-05,2024-05-05,324.35,356.79,paid,0
SP-2024-0000332,PO-2024-0000332,SUP_00007,DC_SEV,2024-03-06,2024-05-05,2024-05-17,435.82,453.25,paid,12
SP-2024-0000333,PO-2024-0000333,SUP_00016,DC_ZGZ,2024-03-06,2024-05-05,2024-05-05,928.33,1123.28,paid,0
SP-2024-0000335,PO-2024-0000335,SUP_00014,DC_MAD,2024-03-06,2024-05-05,2024-05-08,687.6,756.36,paid,3
SP-2024-0000338,PO-2024-0000338,SUP_00016,DC_VLC,2024-03-06,2024-05-05,2024-05-08,293.41,322.75,paid,3
SP-2024-0000339,PO-2024-0000339,SUP_00007,DC_SEV,2024-03-07,2024-05-06,2024-05-06,401.97,486.38,paid,0
SP-2024-0000340,PO-2024-0000340,SUP_00016,DC_SEV,2024-03-07,2024-05-06,2024-05-06,317.07,383.65,paid,0
SP-2024-0000344,PO-2024-0000344,SUP_00007,DC_MAD,2024-03-07,2024-05-06,2024-05-06,289.56,350.37,paid,0
SP-2024-0000451,PO-2024-0000451,SUP_00017,DC_BCN,2024-04-06,2024-05-06,2024-05-06,417.19,458.91,paid,0
SP-2024-0000189,PO-2024-0000189,SUP_00015,DC_BCN,2024-02-07,2024-05-07,2024-05-07,262.37,272.86,paid,0
SP-2024-0000345,PO-2024-0000345,SUP_00014,DC_BCN,2024-03-08,2024-05-07,2024-05-07,271.79,298.97,paid,0
SP-2024-0000191,PO-2024-0000191,SUP_00015,DC_ZGZ,2024-02-08,2024-05-08,2024-05-08,256.19,266.44,paid,0
SP-2024-0000195,PO-2024-0000195,SUP_00019,DC_BCN,2024-02-08,2024-05-08,2024-05-08,254.27,279.7,paid,0
SP-2024-0000197,PO-2024-0000197,SUP_00019,DC_ZGZ,2024-02-08,2024-05-08,2024-05-08,418.8,460.68,paid,0
SP-2024-0000347,PO-2024-0000347,SUP_00016,DC_BCN,2024-03-09,2024-05-08,2024-05-08,1487.61,1800.01,paid,0
SP-2024-0000349,PO-2024-0000349,SUP_00007,DC_BCN,2024-03-09,2024-05-08,2024-05-08,6328.14,6581.27,paid,0
SP-2024-0000351,PO-2024-0000351,SUP_00016,DC_SEV,2024-03-09,2024-05-08,2024-05-12,481.2,582.25,paid,4
SP-2024-0000353,PO-2024-0000353,SUP_00014,DC_MAD,2024-03-09,2024-05-08,2024-05-08,1225.66,1348.23,paid,0
SP-2024-0000354,PO-2024-0000354,SUP_00014,DC_BCN,2024-03-09,2024-05-08,2024-05-08,1132.04,1245.24,paid,0
SP-2024-0000358,PO-2024-0000358,SUP_00007,DC_MAD,2024-03-09,2024-05-08,2024-05-08,1776.23,2149.24,paid,0
SP-2024-0000359,PO-2024-0000359,SUP_00016,DC_MAD,2024-03-09,2024-05-08,2024-05-08,439.92,532.3,paid,0
SP-2024-0000360,PO-2024-0000360,SUP_00016,DC_VLC,2024-03-09,2024-05-08,2024-05-08,340.75,390.89,paid,0
SP-2024-0000459,PO-2024-0000459,SUP_00004,DC_MAD,2024-04-09,2024-05-09,2024-05-09,513.89,621.81,paid,0
SP-2024-0000460,PO-2024-0000460,SUP_00017,DC_BCN,2024-04-09,2024-05-09,2024-05-09,284.43,312.87,paid,0
SP-2024-0000207,PO-2024-0000207,SUP_00019,DC_MAD,2024-02-10,2024-05-10,2024-05-10,796.34,875.97,paid,0
SP-2024-0000211,PO-2024-0000211,SUP_00019,DC_BCN,2024-02-10,2024-05-10,2024-05-10,502.14,552.35,paid,0
SP-2024-0000362,PO-2024-0000362,SUP_00007,DC_BCN,2024-03-11,2024-05-10,2024-05-10,99.7,103.69,paid,0
SP-2024-0000363,PO-2024-0000363,SUP_00016,DC_BCN,2024-03-11,2024-05-10,2024-05-10,306.83,371.26,paid,0
SP-2024-0000364,PO-2024-0000364,SUP_00007,DC_SEV,2024-03-11,2024-05-10,2024-05-10,304.52,368.47,paid,0
SP-2024-0000462,PO-2024-0000462,SUP_00004,DC_ZGZ,2024-04-10,2024-05-10,2024-05-10,117.8,142.54,paid,0
SP-2024-0000463,PO-2024-0000463,SUP_00017,DC_ZGZ,2024-04-10,2024-05-10,2024-05-10,882.12,970.33,paid,0
SP-2024-0000466,PO-2024-0000466,SUP_00017,DC_SEV,2024-04-10,2024-05-10,2024-05-10,638.66,702.53,paid,0
SP-2024-0000367,PO-2024-0000367,SUP_00016,DC_ZGZ,2024-03-12,2024-05-11,2024-05-11,762.78,885.51,paid,0
SP-2024-0000471,PO-2024-0000471,SUP_00004,DC_BCN,2024-04-12,2024-05-12,2024-05-12,145.31,175.83,paid,0
SP-2024-0000472,PO-2024-0000472,SUP_00017,DC_BCN,2024-04-12,2024-05-12,2024-05-12,687.03,755.73,paid,0
SP-2024-0000230,PO-2024-0000230,SUP_00019,DC_VLC,2024-02-13,2024-05-13,2024-05-13,1093.39,1202.73,paid,0
SP-2024-0000369,PO-2024-0000369,SUP_00007,DC_ZGZ,2024-03-14,2024-05-13,2024-05-13,844.28,878.05,paid,0
SP-2024-0000370,PO-2024-0000370,SUP_00007,DC_SEV,2024-03-15,2024-05-14,2024-05-22,1297.93,1570.5,paid,8
SP-2024-0000371,PO-2024-0000371,SUP_00007,DC_VLC,2024-03-15,2024-05-14,2024-05-14,683.56,827.11,paid,0
SP-2024-0000242,PO-2024-0000242,SUP_00019,DC_ZGZ,2024-02-15,2024-05-15,2024-05-15,2284.4,2512.84,paid,0
SP-2024-0000376,PO-2024-0000376,SUP_00007,DC_BCN,2024-03-16,2024-05-15,2024-05-15,962.11,1080.92,paid,0
SP-2024-0000377,PO-2024-0000377,SUP_00007,DC_SEV,2024-03-16,2024-05-15,2024-05-15,318.81,385.76,paid,0
SP-2024-0000247,PO-2024-0000247,SUP_00019,DC_ZGZ,2024-02-16,2024-05-16,2024-05-16,1957.23,2152.95,paid,0
SP-2024-0000380,PO-2024-0000380,SUP_00016,DC_VLC,2024-03-17,2024-05-16,2024-05-16,94.7,114.59,paid,0
SP-2024-0000253,PO-2024-0000253,SUP_00015,DC_ZGZ,2024-02-17,2024-05-17,2024-05-17,945.99,983.83,paid,0
SP-2024-0000259,PO-2024-0000259,SUP_00019,DC_SEV,2024-02-17,2024-05-17,2024-05-17,277.17,304.89,paid,0
SP-2024-0000382,PO-2024-0000382,SUP_00016,DC_ZGZ,2024-03-18,2024-05-17,2024-05-17,456.34,552.17,paid,0
SP-2024-0000488,PO-2024-0000488,SUP_00017,DC_BCN,2024-04-17,2024-05-17,2024-05-17,163.73,180.1,paid,0
SP-2024-0000491,PO-2024-0000491,SUP_00004,DC_VLC,2024-04-17,2024-05-17,2024-05-17,941.9,1139.7,paid,0
SP-2024-0000383,PO-2024-0000383,SUP_00016,DC_ZGZ,2024-03-19,2024-05-18,2024-05-18,244.68,269.15,paid,0
SP-2024-0000385,PO-2024-0000385,SUP_00014,DC_SEV,2024-03-19,2024-05-18,2024-05-18,532.29,585.52,paid,0
SP-2024-0000386,PO-2024-0000386,SUP_00016,DC_SEV,2024-03-19,2024-05-18,2024-05-21,529.15,640.27,paid,3
SP-2024-0000492,PO-2024-0000492,SUP_00004,DC_SEV,2024-04-18,2024-05-18,2024-05-18,311.69,377.14,paid,0
SP-2024-0000272,PO-2024-0000272,SUP_00019,DC_SEV,2024-02-19,2024-05-19,2024-05-19,352.36,387.6,paid,0
SP-2024-0000388,PO-2024-0000388,SUP_00007,DC_BCN,2024-03-20,2024-05-19,2024-05-19,312.12,377.67,paid,0
SP-2024-0000497,PO-2024-0000497,SUP_00017,DC_BCN,2024-04-19,2024-05-19,2024-05-19,432.52,475.77,paid,0
SP-2024-0000499,PO-2024-0000499,SUP_00004,DC_VLC,2024-04-19,2024-05-19,2024-05-19,301.08,364.31,paid,0
SP-2024-0000390,PO-2024-0000390,SUP_00014,DC_VLC,2024-03-21,2024-05-20,2024-05-20,818.1,899.91,paid,0
SP-2024-0000392,PO-2024-0000392,SUP_00016,DC_BCN,2024-03-21,2024-05-20,2024-05-20,476.97,524.67,paid,0
SP-2024-0000505,PO-2024-0000505,SUP_00017,DC_MAD,2024-04-20,2024-05-20,2024-05-20,152.69,167.96,paid,0
SP-2024-0000394,PO-2024-0000394,SUP_00014,DC_VLC,2024-03-23,2024-05-22,2024-05-22,4414.2,4855.62,paid,0
SP-2024-0000509,PO-2024-0000509,SUP_00004,DC_ZGZ,2024-04-22,2024-05-22,2024-05-22,205.08,248.15,paid,0
