movement_id,date,product_id,location_type,location_id,movement_type,reason,reference_id,quantity_delta,quantity_after
MOV_000004234,2026-01-27,PROD_001033,DC,DC_ZGZ,OUT,sale,ORD_00000208,-4,203
MOV_000004235,2026-01-27,PROD_002212,STORE,ST_00952,OUT,sale,ORD_00000209,-1,3
MOV_000004236,2026-01-27,PROD_003128,STORE,ST_00952,OUT,sale,ORD_00000209,-2,1
MOV_000004237,2026-01-27,PROD_003491,STORE,ST_00952,OUT,sale,ORD_00000209,-1,2
MOV_000004238,2026-01-27,PROD_003510,STORE,ST_00952,OUT,sale,ORD_00000209,-3,3
MOV_000004239,2026-01-27,PROD_000205,STORE,ST_00952,OUT,sale,ORD_00000209,-1,4
MOV_000004240,2026-01-27,PROD_001394,STORE,ST_00952,OUT,sale,ORD_00000209,-6,2
MOV_000004241,2026-01-27,PROD_000652,STORE,ST_00952,OUT,sale,ORD_00000209,-4,2
MOV_000004242,2026-01-27,PROD_000081,DC,DC_ZGZ,OUT,sale,ORD_00000210,-4,61
MOV_000004243,2026-01-27,PROD_002504,DC,DC_ZGZ,OUT,sale,ORD_00000210,-1,287
MOV_000004244,2026-01-27,PROD_001799,DC,DC_ZGZ,OUT,sale,ORD_00000210,-2,127
MOV_000004245,2026-01-27,PROD_002457,DC,DC_ZGZ,OUT,sale,ORD_00000210,-1,306
MOV_000004246,2026-01-27,PROD_003607,DC,DC_ZGZ,OUT,sale,ORD_00000210,-1,121
MOV_000004247,2026-01-27,PROD_003074,DC,DC_ZGZ,OUT,sale,ORD_00000210,-1,148
MOV_000004248,2026-01-27,PROD_002991,DC,DC_ZGZ,OUT,sale,ORD_00000210,-1,226
MOV_000004249,2026-01-27,PROD_001846,DC,DC_ZGZ,OUT,sale,ORD_00000210,-2,366
MOV_000004250,2026-01-27,PROD_001648,DC,DC_ZGZ,OUT,sale,ORD_00000210,-1,36
MOV_000004251,2026-01-27,PROD_001885,DC,DC_ZGZ,OUT,sale,ORD_00000210,-1,418
MOV_000004252,2026-01-27,PROD_001224,DC,DC_ZGZ,OUT,sale,ORD_00000210,-2,162
MOV_000004253,2026-01-27,PROD_000956,DC,DC_ZGZ,OUT,sale,ORD_00000210,-3,324
MOV_000004254,2026-01-27,PROD_002490,DC,DC_ZGZ,OUT,sale,ORD_00000210,-1,231
MOV_000004255,2026-01-27,PROD_003264,DC,DC_ZGZ,OUT,sale,ORD_00000210,-1,157
MOV_000004256,2026-01-27,PROD_003381,DC,DC_ZGZ,OUT,sale,ORD_00000210,-2,262
MOV_000004257,2026-01-27,PROD_002085,DC,DC_ZGZ,OUT,sale,ORD_00000210,-1,108
MOV_000004258,2026-01-27,PROD_002043,DC,DC_ZGZ,OUT,sale,ORD_00000210,-2,147
MOV_000004259,2026-01-27,PROD_003577,DC,DC_MAD,OUT,sale,ORD_00000211,-1,376
MOV_000004260,2026-01-27,PROD_002163,DC,DC_MAD,OUT,sale,ORD_00000211,-3,40
MOV_000004261,2026-01-27,PROD_001689,DC,DC_MAD,OUT,sale,ORD_00000211,-1,170
MOV_000004262,2026-01-27,PROD_000108,DC,DC_MAD,OUT,sale,ORD_00000211,-1,177
MOV_000004263,2026-01-27,PROD_001875,DC,DC_MAD,OUT,sale,ORD_00000211,-1,259
MOV_000004264,2026-01-27,PROD_000879,DC,DC_MAD,OUT,sale,ORD_00000211,-1,222
MOV_000004265,2026-01-27,PROD_000199,DC,DC_MAD,OUT,sale,ORD_00000211,-1,420
MOV_000004266,2026-01-27,PROD_001714,DC,DC_MAD,OUT,sale,ORD_00000211,-1,454
MOV_000004267,2026-01-27,PROD_002576,DC,DC_MAD,OUT,sale,ORD_00000211,-2,311
MOV_000004268,2026-01-27,PROD_000586,DC,DC_MAD,OUT,sale,ORD_00000211,-1,329
MOV_000004269,2026-01-27,PROD_003277,DC,DC_MAD,OUT,sale,ORD_00000211,-1,244
MOV_000004270,2026-01-27,PROD_000144,DC,DC_MAD,OUT,sale,ORD_00000211,-1,355
MOV_000004271,2026-01-27,PROD_002975,DC,DC_MAD,OUT,sale,ORD_00000211,-1,57
MOV_000004272,2026-01-27,PROD_003350,DC,DC_MAD,OUT,sale,ORD_00000211,-1,204
MOV_000004273,2026-01-27,PROD_002508,DC,DC_MAD,OUT,sale,ORD_00000211,-1,213
MOV_000004274,2026-01-27,PROD_000459,DC,DC_MAD,OUT,sale,ORD_00000211,-1,310
MOV_000004275,2026-01-27,PROD_001512,DC,DC_MAD,OUT,sale,ORD_00000211,-1,672
MOV_000004276,2026-01-27,PROD_000524,DC,DC_SEV,OUT,sale,ORD_00000212,-1,348
MOV_000004277,2026-01-27,PROD_000215,DC,DC_SEV,OUT,sale,ORD_00000212,-1,340
MOV_000004278,2026-01-27,PROD_003494,DC,DC_SEV,OUT,sale,ORD_00000212,-2,315
MOV_000004279,2026-01-27,PROD_001299,DC,DC_SEV,OUT,sale,ORD_00000212,-3,209
MOV_000004280,2026-01-27,PROD_001904,DC,DC_SEV,OUT,sale,ORD_00000212,-1,315
MOV_000004281,2026-01-27,PROD_001307,DC,DC_SEV,OUT,sale,ORD_00000212,-1,565
MOV_000004282,2026-01-27,PROD_002685,DC,DC_SEV,OUT,sale,ORD_00000212,-4,150
MOV_000004283,2026-01-27,PROD_001861,DC,DC_SEV,OUT,sale,ORD_00000212,-1,303
MOV_000004284,2026-01-27,PROD_002593,DC,DC_SEV,OUT,sale,ORD_00000212,-4,180
MOV_000004285,2026-01-27,PROD_001685,DC,DC_BCN,OUT,sale,ORD_00000213,-3,116
MOV_000004286,2026-01-27,PROD_002559,DC,DC_BCN,OUT,sale,ORD_00000213,-2,174
MOV_000004287,2026-01-27,PROD_001296,DC,DC_BCN,OUT,sale,ORD_00000213,-1,195
MOV_000004288,2026-01-27,PROD_003021,DC,DC_BCN,OUT,sale,ORD_00000213,-1,226
MOV_000004289,2026-01-28,PROD_003491,DC,DC_SEV,IN,receipt,GR-2026-00000331,419,419
MOV_000004290,2026-01-28,PROD_001928,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000649,-7,234
MOV_000004291,2026-01-28,PROD_001928,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000649,7,7
MOV_000004292,2026-01-28,PROD_003015,DC,DC_SEV,TRANSFER,transfer_out,TR-2026-0000663,-6,255
MOV_000004293,2026-01-28,PROD_003015,STORE,ST_01294,TRANSFER,transfer_in,TR-2026-0000663,6,9
MOV_000004294,2026-01-28,PROD_002202,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000671,-6,107
MOV_000004295,2026-01-28,PROD_002202,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000671,6,10
MOV_000004296,2026-01-28,PROD_000705,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000673,-9,207
MOV_000004297,2026-01-28,PROD_000705,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000673,9,9
MOV_000004298,2026-01-28,PROD_002333,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000674,-4,173
MOV_000004299,2026-01-28,PROD_002333,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000674,4,7
MOV_000004300,2026-01-28,PROD_001703,DC,DC_ZGZ,TRANSFER,transfer_out,TR-2026-0000689,-3,257
MOV_000004301,2026-01-28,PROD_001703,STORE,ST_01425,TRANSFER,transfer_in,TR-2026-0000689,3,4
MOV_000004302,2026-01-28,PROD_002090,DC,DC_ZGZ,TRANSFER,transfer_out,TR-2026-0000691,-4,176
MOV_000004303,2026-01-28,PROD_002090,STORE,ST_01425,TRANSFER,transfer_in,TR-2026-0000691,4,4
MOV_000004304,2026-01-28,PROD_000779,DC,DC_ZGZ,TRANSFER,transfer_out,TR-2026-0000693,-3,199
MOV_000004305,2026-01-28,PROD_000779,STORE,ST_01425,TRANSFER,transfer_in,TR-2026-0000693,3,3
MOV_000004306,2026-01-28,PROD_001540,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000709,-5,99
MOV_000004307,2026-01-28,PROD_001540,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000709,5,8
MOV_000004308,2026-01-28,PROD_000255,DC,DC_SEV,TRANSFER,transfer_out,TR-2026-0000720,-5,211
MOV_000004309,2026-01-28,PROD_000255,STORE,ST_01294,TRANSFER,transfer_in,TR-2026-0000720,5,5
MOV_000004310,2026-01-28,PROD_000395,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000726,-7,328
MOV_000004311,2026-01-28,PROD_000395,STORE,ST_00981,TRANSFER,transfer_in,TR-2026-0000726,7,7
MOV_000004312,2026-01-28,PROD_002490,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000735,-6,165
MOV_000004313,2026-01-28,PROD_002490,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000735,6,7
MOV_000004314,2026-01-28,PROD_000936,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000746,-6,164
MOV_000004315,2026-01-28,PROD_000936,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000746,6,7
MOV_000004316,2026-01-28,PROD_000101,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000748,-5,178
MOV_000004317,2026-01-28,PROD_000101,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000748,5,9
MOV_000004318,2026-01-28,PROD_000568,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000752,-8,307
MOV_000004319,2026-01-28,PROD_000568,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000752,8,8
MOV_000004320,2026-01-28,PROD_002111,DC,DC_MAD,OUT,sale,ORD_00000214,-1,207
MOV_000004321,2026-01-28,PROD_002020,DC,DC_MAD,OUT,sale,ORD_00000214,-1,325
MOV_000004322,2026-01-28,PROD_002348,DC,DC_MAD,OUT,sale,ORD_00000214,-1,425
MOV_000004323,2026-01-28,PROD_000690,DC,DC_MAD,OUT,sale,ORD_00000214,-1,330
MOV_000004324,2026-01-28,PROD_002824,DC,DC_MAD,OUT,sale,ORD_00000214,-3,502
MOV_000004325,2026-01-28,PROD_000762,DC,DC_MAD,OUT,sale,ORD_00000214,-2,318
MOV_000004326,2026-01-28,PROD_001189,DC,DC_MAD,OUT,sale,ORD_00000214,-1,171
MOV_000004327,2026-01-28,PROD_000387,DC,DC_MAD,OUT,sale,ORD_00000214,-4,514
MOV_000004328,2026-01-28,PROD_003341,DC,DC_MAD,OUT,sale,ORD_00000214,-1,315
MOV_000004329,2026-01-28,PROD_002981,DC,DC_MAD,OUT,sale,ORD_00000214,-1,391
MOV_000004330,2026-01-28,PROD_001888,DC,DC_MAD,OUT,sale,ORD_00000214,-1,296
MOV_000004331,2026-01-28,PROD_003333,DC,DC_MAD,OUT,sale,ORD_00000214,-1,430
MOV_000004332,2026-01-28,PROD_003541,DC,DC_MAD,OUT,sale,ORD_00000214,-1,195
MOV_000004333,2026-01-28,PROD_000452,DC,DC_MAD,OUT,sale,ORD_00000214,-2,271
MOV_000004334,2026-01-28,PROD_002953,DC,DC_MAD,OUT,sale,ORD_00000214,-2,599
MOV_000004335,2026-01-28,PROD_002987,DC,DC_MAD,OUT,sale,ORD_00000214,-1,445
MOV_000004336,2026-01-28,PROD_000485,DC,DC_MAD,OUT,sale,ORD_00000214,-1,451
MOV_000004337,2026-01-28,PROD_002139,DC,DC_MAD,OUT,sale,ORD_00000214,-1,486
MOV_000004338,2026-01-28,PROD_001289,DC,DC_MAD,OUT,sale,ORD_00000214,-3,500
MOV_000004339,2026-01-28,PROD_001215,DC,DC_MAD,OUT,sale,ORD_00000214,-2,132
MOV_000004340,2026-01-28,PROD_001425,DC,DC_MAD,OUT,sale,ORD_00000214,-1,412
MOV_000004341,2026-01-28,PROD_000841,DC,DC_MAD,OUT,sale,ORD_00000214,-1,505
MOV_000004342,2026-01-28,PROD_002395,DC,DC_MAD,OUT,sale,ORD_00000214,-3,340
MOV_000004343,2026-01-28,PROD_001392,DC,DC_SEV,OUT,sale,ORD_00000215,-6,148
MOV_000004344,2026-01-28,PROD_002951,DC,DC_SEV,OUT,sale,ORD_00000215,-1,265
MOV_000004345,2026-01-28,PROD_000756,DC,DC_SEV,OUT,sale,ORD_00000215,-1,305
MOV_000004346,2026-01-28,PROD_003406,DC,DC_SEV,OUT,sale,ORD_00000215,-4,263
MOV_000004347,2026-01-28,PROD_002366,DC,DC_SEV,OUT,sale,ORD_00000215,-1,211
MOV_000004348,2026-01-28,PROD_001025,DC,DC_SEV,OUT,sale,ORD_00000215,-4,260
MOV_000004349,2026-01-28,PROD_003515,DC,DC_SEV,OUT,sale,ORD_00000215,-2,105
MOV_000004350,2026-01-28,PROD_000501,DC,DC_SEV,OUT,sale,ORD_00000215,-1,233
MOV_000004351,2026-01-28,PROD_001335,DC,DC_ZGZ,OUT,sale,ORD_00000216,-2,292
MOV_000004352,2026-01-28,PROD_000147,DC,DC_ZGZ,OUT,sale,ORD_00000216,-1,90
MOV_000004353,2026-01-28,PROD_003502,DC,DC_ZGZ,OUT,sale,ORD_00000216,-4,241
MOV_000004354,2026-01-28,PROD_003477,DC,DC_ZGZ,OUT,sale,ORD_00000216,-2,267
MOV_000004355,2026-01-28,PROD_001647,DC,DC_ZGZ,OUT,sale,ORD_00000216,-2,217
MOV_000004356,2026-01-28,PROD_000788,DC,DC_ZGZ,OUT,sale,ORD_00000216,-1,237
MOV_000004357,2026-01-28,PROD_000528,DC,DC_ZGZ,OUT,sale,ORD_00000216,-2,225
MOV_000004358,2026-01-28,PROD_001866,DC,DC_ZGZ,OUT,sale,ORD_00000216,-2,202
MOV_000004359,2026-01-28,PROD_000216,DC,DC_ZGZ,OUT,sale,ORD_00000216,-4,257
MOV_000004360,2026-01-28,PROD_002364,DC,DC_ZGZ,OUT,sale,ORD_00000216,-1,221
MOV_000004361,2026-01-28,PROD_003594,DC,DC_ZGZ,OUT,sale,ORD_00000216,-1,315
MOV_000004362,2026-01-28,PROD_002702,DC,DC_ZGZ,OUT,sale,ORD_00000216,-1,200
MOV_000004363,2026-01-28,PROD_001842,DC,DC_ZGZ,OUT,sale,ORD_00000216,-1,372
MOV_000004364,2026-01-28,PROD_002279,DC,DC_ZGZ,OUT,sale,ORD_00000216,-2,256
MOV_000004365,2026-01-28,PROD_002597,DC,DC_ZGZ,OUT,sale,ORD_00000216,-1,235
MOV_000004366,2026-01-28,PROD_000453,DC,DC_ZGZ,OUT,sale,ORD_00000216,-3,318
MOV_000004367,2026-01-28,PROD_002561,DC,DC_ZGZ,OUT,sale,ORD_00000216,-3,243
MOV_000004368,2026-01-28,PROD_001979,DC,DC_ZGZ,OUT,sale,ORD_00000216,-2,183
MOV_000004369,2026-01-29,PROD_003257,DC,DC_VLC,IN,receipt,GR-2026-00000332,226,235
MOV_000004370,2026-01-29,PROD_003140,DC,DC_VLC,IN,receipt,GR-2026-00000333,196,239
MOV_000004371,2026-01-29,PROD_002471,DC,DC_VLC,IN,receipt,GR-2026-00000334,311,311
MOV_000004372,2026-01-29,PROD_001888,DC,DC_VLC,IN,receipt,GR-2026-00000335,305,305
MOV_000004373,2026-01-29,PROD_001461,DC,DC_VLC,IN,receipt,GR-2026-00000336,225,225
MOV_000004374,2026-01-29,PROD_003128,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000678,-4,211
MOV_000004375,2026-01-29,PROD_003128,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000678,4,5
MOV_000004376,2026-01-29,PROD_000685,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000697,-6,200
MOV_000004377,2026-01-29,PROD_000685,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000697,6,6
MOV_000004378,2026-01-29,PROD_000171,DC,DC_SEV,TRANSFER,transfer_out,TR-2026-0000716,-7,331
MOV_000004379,2026-01-29,PROD_000171,STORE,ST_01294,TRANSFER,transfer_in,TR-2026-0000716,7,7
MOV_000004380,2026-01-29,PROD_001445,DC,DC_SEV,TRANSFER,transfer_out,TR-2026-0000721,-8,347
MOV_000004381,2026-01-29,PROD_001445,STORE,ST_01294,TRANSFER,transfer_in,TR-2026-0000721,8,8
MOV_000004382,2026-01-29,PROD_002089,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000749,-11,344
MOV_000004383,2026-01-29,PROD_002089,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000749,11,11
MOV_000004384,2026-01-29,PROD_000912,DC,DC_VLC,TRANSFER,transfer_out,TR-2026-0000760,-4,155
MOV_000004385,2026-01-29,PROD_000912,STORE,ST_00277,TRANSFER,transfer_in,TR-2026-0000760,4,5
MOV_000004386,2026-01-29,PROD_001294,DC,DC_VLC,TRANSFER,transfer_out,TR-2026-0000763,-2,154
MOV_000004387,2026-01-29,PROD_001294,STORE,ST_00277,TRANSFER,transfer_in,TR-2026-0000763,2,5
MOV_000004388,2026-01-29,PROD_003569,STORE,ST_00952,OUT,sale,ORD_00000217,-1,4
MOV_000004389,2026-01-29,PROD_001403,STORE,ST_00952,OUT,sale,ORD_00000217,-6,1
MOV_000004390,2026-01-29,PROD_002369,STORE,ST_00952,OUT,sale,ORD_00000217,-3,1
MOV_000004391,2026-01-29,PROD_003264,STORE,ST_00952,OUT,sale,ORD_00000217,-1,5
MOV_000004392,2026-01-29,PROD_003636,DC,DC_MAD,OUT,sale,ORD_00000218,-3,248
MOV_000004393,2026-01-29,PROD_002324,DC,DC_MAD,OUT,sale,ORD_00000218,-2,242
MOV_000004394,2026-01-29,PROD_002472,DC,DC_MAD,OUT,sale,ORD_00000218,-1,314
MOV_000004395,2026-01-29,PROD_000600,DC,DC_MAD,OUT,sale,ORD_00000218,-4,624
MOV_000004396,2026-01-29,PROD_002748,DC,DC_MAD,OUT,sale,ORD_00000218,-5,312
MOV_000004397,2026-01-29,PROD_001798,DC,DC_MAD,OUT,sale,ORD_00000218,-2,447
MOV_000004398,2026-01-29,PROD_001536,DC,DC_SEV,OUT,sale,ORD_00000219,-2,221
MOV_000004399,2026-01-29,PROD_001170,DC,DC_SEV,OUT,sale,ORD_00000219,-5,37
MOV_000004400,2026-01-29,PROD_000621,DC,DC_SEV,OUT,sale,ORD_00000220,-1,43
MOV_000004401,2026-01-29,PROD_001544,DC,DC_SEV,OUT,sale,ORD_00000220,-2,287
MOV_000004402,2026-01-29,PROD_000139,DC,DC_SEV,OUT,sale,ORD_00000220,-1,349
MOV_000004403,2026-01-29,PROD_002889,DC,DC_SEV,OUT,sale,ORD_00000220,-1,205
MOV_000004404,2026-01-29,PROD_001642,DC,DC_SEV,OUT,sale,ORD_00000220,-3,335
MOV_000004405,2026-01-29,PROD_000282,DC,DC_SEV,OUT,sale,ORD_00000220,-4,222
MOV_000004406,2026-01-29,PROD_000091,DC,DC_MAD,OUT,sale,ORD_00000221,-2,38
MOV_000004407,2026-01-29,PROD_000003,DC,DC_MAD,OUT,sale,ORD_00000221,-3,390
MOV_000004408,2026-01-29,PROD_002592,DC,DC_MAD,OUT,sale,ORD_00000221,-1,19
MOV_000004409,2026-01-29,PROD_002734,DC,DC_MAD,OUT,sale,ORD_00000221,-1,247
MOV_000004410,2026-01-29,PROD_000311,DC,DC_MAD,OUT,sale,ORD_00000221,-1,413
MOV_000004411,2026-01-29,PROD_002671,DC,DC_MAD,OUT,sale,ORD_00000221,-2,51
MOV_000004412,2026-01-29,PROD_002019,DC,DC_MAD,OUT,sale,ORD_00000221,-1,90
MOV_000004413,2026-01-29,PROD_001949,DC,DC_MAD,OUT,sale,ORD_00000221,-1,285
MOV_000004414,2026-01-29,PROD_002258,DC,DC_MAD,OUT,sale,ORD_00000221,-2,409
MOV_000004415,2026-01-29,PROD_003214,DC,DC_MAD,OUT,sale,ORD_00000221,-1,431
MOV_000004416,2026-01-29,PROD_000783,DC,DC_MAD,OUT,sale,ORD_00000221,-1,241
MOV_000004417,2026-01-29,PROD_001843,DC,DC_MAD,OUT,sale,ORD_00000221,-1,430
MOV_000004418,2026-01-29,PROD_002249,DC,DC_MAD,OUT,sale,ORD_00000221,-5,575
MOV_000004419,2026-01-29,PROD_001891,DC,DC_MAD,OUT,sale,ORD_00000221,-2,299
MOV_000004420,2026-01-29,PROD_000583,DC,DC_MAD,OUT,sale,ORD_00000221,-2,400
MOV_000004421,2026-01-29,PROD_003668,DC,DC_MAD,OUT,sale,ORD_00000221,-2,44
MOV_000004422,2026-01-29,PROD_000803,DC,DC_MAD,OUT,sale,ORD_00000221,-1,202
MOV_000004423,2026-01-29,PROD_001828,DC,DC_MAD,OUT,sale,ORD_00000221,-5,298
MOV_000004424,2026-01-29,PROD_003390,STORE,ST_00277,OUT,sale,ORD_00000222,-1,0
MOV_000004425,2026-01-29,PROD_002714,STORE,ST_00277,OUT,sale,ORD_00000222,-1,4
MOV_000004426,2026-01-29,PROD_001809,STORE,ST_00277,OUT,sale,ORD_00000222,-1,0
MOV_000004427,2026-01-29,PROD_002001,STORE,ST_00277,OUT,sale,ORD_00000222,-2,4
MOV_000004428,2026-01-29,PROD_001070,STORE,ST_00277,OUT,sale,ORD_00000222,-1,2
MOV_000004429,2026-01-29,PROD_002747,STORE,ST_00277,OUT,sale,ORD_00000222,-2,0
MOV_000004430,2026-01-29,PROD_002387,STORE,ST_00277,OUT,sale,ORD_00000222,-1,5
MOV_000004431,2026-01-29,PROD_000676,STORE,ST_00277,OUT,sale,ORD_00000222,-1,7
MOV_000004432,2026-01-29,PROD_003543,STORE,ST_00277,OUT,sale,ORD_00000222,-4,1
MOV_000004433,2026-01-29,PROD_000184,STORE,ST_00277,OUT,sale,ORD_00000222,-3,0
MOV_000004434,2026-01-29,PROD_000339,STORE,ST_00277,OUT,sale,ORD_00000222,-1,1
MOV_000004435,2026-01-29,PROD_003578,STORE,ST_00277,OUT,sale,ORD_00000222,-1,0
MOV_000004436,2026-01-29,PROD_003714,STORE,ST_00277,OUT,sale,ORD_00000222,-2,2
MOV_000004437,2026-01-29,PROD_000199,STORE,ST_00277,OUT,sale,ORD_00000222,-1,7
MOV_000004438,2026-01-29,PROD_003674,STORE,ST_00277,OUT,sale,ORD_00000222,-1,1
MOV_000004439,2026-01-29,PROD_003600,STORE,ST_00277,OUT,sale,ORD_00000222,-1,4
MOV_000004440,2026-01-29,PROD_001529,STORE,ST_00277,OUT,sale,ORD_00000222,-1,0
MOV_000004441,2026-01-29,PROD_000157,STORE,ST_00277,OUT,sale,ORD_00000222,-5,3
MOV_000004442,2026-01-30,PROD_001826,DC,DC_BCN,IN,receipt,GR-2026-00000337,296,302
MOV_000004443,2026-01-30,PROD_000157,DC,DC_BCN,IN,receipt,GR-2026-00000338,212,212
MOV_000004444,2026-01-30,PROD_002214,DC,DC_BCN,IN,receipt,GR-2026-00000339,155,210
MOV_000004445,2026-01-30,PROD_002712,DC,DC_BCN,IN,receipt,GR-2026-00000340,228,251
MOV_000004446,2026-01-30,PROD_000955,DC,DC_SEV,IN,receipt,GR-2026-00000341,382,436
MOV_000004447,2026-01-30,PROD_002817,DC,DC_SEV,IN,receipt,GR-2026-00000342,355,355
MOV_000004448,2026-01-30,PROD_000170,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000713,-8,103
MOV_000004449,2026-01-30,PROD_000170,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000713,8,8
MOV_000004450,2026-01-30,PROD_001707,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000725,-9,245
MOV_000004451,2026-01-30,PROD_001707,STORE,ST_00981,TRANSFER,transfer_in,TR-2026-0000725,9,10
MOV_000004452,2026-01-30,PROD_002317,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000727,-7,262
MOV_000004453,2026-01-30,PROD_002317,STORE,ST_00981,TRANSFER,transfer_in,TR-2026-0000727,7,8
MOV_000004454,2026-01-30,PROD_000680,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000733,-7,179
MOV_000004455,2026-01-30,PROD_000680,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000733,7,7
MOV_000004456,2026-01-30,PROD_000394,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000741,-3,236
MOV_000004457,2026-01-30,PROD_000394,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000741,3,7
MOV_000004458,2026-01-30,PROD_001696,DC,DC_BCN,TRANSFER,transfer_out,TR-2026-0000743,-5,238
MOV_000004459,2026-01-30,PROD_001696,STORE,ST_00952,TRANSFER,transfer_in,TR-2026-0000743,5,7
MOV_000004460,2026-01-30,PROD_001392,DC,DC_VLC,TRANSFER,transfer_out,TR-2026-0000758,-10,214
MOV_000004461,2026-01-30,PROD_001392,STORE,ST_00277,TRANSFER,transfer_in,TR-2026-0000758,10,10
MOV_000004462,2026-01-30,PROD_002099,DC,DC_MAD,OUT,sale,ORD_00000223,-3,235
MOV_000004463,2026-01-30,PROD_003434,DC,DC_MAD,OUT,sale,ORD_00000223,-1,471
MOV_000004464,2026-01-30,PROD_001629,DC,DC_MAD,OUT,sale,ORD_00000223,-1,560
MOV_000004465,2026-01-30,PROD_002446,DC,DC_MAD,OUT,sale,ORD_00000223,-1,223
MOV_000004466,2026-01-30,PROD_001408,DC,DC_MAD,OUT,sale,ORD_00000223,-3,466
MOV_000004467,2026-01-30,PROD_002335,DC,DC_MAD,OUT,sale,ORD_00000223,-2,245
MOV_000004468,2026-01-30,PROD_000261,DC,DC_MAD,OUT,sale,ORD_00000223,-2,221
MOV_000004469,2026-01-30,PROD_001692,DC,DC_MAD,OUT,sale,ORD_00000223,-3,153
MOV_000004470,2026-01-30,PROD_000912,DC,DC_ZGZ,OUT,sale,ORD_00000224,-1,170
MOV_000004471,2026-01-30,PROD_000123,DC,DC_ZGZ,OUT,sale,ORD_00000224,-1,161
MOV_000004472,2026-01-30,PROD_002176,DC,DC_ZGZ,OUT,sale,ORD_00000224,-1,324
MOV_000004473,2026-01-30,PROD_000220,DC,DC_ZGZ,OUT,sale,ORD_00000224,-1,136
MOV_000004474,2026-01-30,PROD_001918,DC,DC_ZGZ,OUT,sale,ORD_00000224,-2,148
MOV_000004475,2026-01-30,PROD_000109,DC,DC_SEV,OUT,sale,ORD_00000225,-1,222
MOV_000004476,2026-01-30,PROD_000342,DC,DC_SEV,OUT,sale,ORD_00000225,-1,483
MOV_000004477,2026-01-30,PROD_000797,DC,DC_SEV,OUT,sale,ORD_00000225,-2,286
MOV_000004478,2026-01-30,PROD_000644,DC,DC_SEV,OUT,sale,ORD_00000225,-3,315
MOV_000004479,2026-01-30,PROD_002981,DC,DC_SEV,OUT,sale,ORD_00000225,-1,460
MOV_000004480,2026-01-30,PROD_000747,DC,DC_SEV,OUT,sale,ORD_00000225,-4,313
MOV_000004481,2026-01-30,PROD_001899,DC,DC_SEV,OUT,sale,ORD_00000225,-1,405
MOV_000004482,2026-01-30,PROD_001848,DC,DC_SEV,OUT,sale,ORD_00000225,-1,347
MOV_000004483,2026-01-30,PROD_002929,DC,DC_BCN,OUT,sale,ORD_00000226,-1,202
MOV_000004484,2026-01-30,PROD_003494,DC,DC_BCN,OUT,sale,ORD_00000226,-3,175
MOV_000004485,2026-01-30,PROD_000875,DC,DC_BCN,OUT,sale,ORD_00000226,-1,192
MOV_000004486,2026-01-30,PROD_002940,DC,DC_BCN,OUT,sale,ORD_00000226,-1,215
MOV_000004487,2026-01-30,PROD_000100,DC,DC_BCN,OUT,sale,ORD_00000226,-1,172
MOV_000004488,2026-01-30,PROD_001224,DC,DC_BCN,OUT,sale,ORD_00000226,-2,259
MOV_000004489,2026-01-30,PROD_003685,DC,DC_BCN,OUT,sale,ORD_00000226,-3,207
MOV_000004490,2026-01-30,PROD_002372,DC,DC_BCN,OUT,sale,ORD_00000226,-2,148
MOV_000004491,2026-01-30,PROD_002145,DC,DC_BCN,OUT,sale,ORD_00000226,-1,279
