sale_id,line_number,product_id,quantity_ordered,quantity_delivered,unit_price_net,discount_pct,tax_rate,line_total_net
SO-2024-0000577,120,PROD_000316,4,4,1.3558,0.0,0.04,5.42
SO-2024-0000578,10,PROD_000848,3,3,1.0,0.0,0.1,3.0
SO-2024-0000578,20,PROD_000316,1,1,1.3558,0.0,0.04,1.36
SO-2024-0000578,30,PROD_002414,1,1,1.0455,0.2,0.1,0.84
SO-2024-0000578,40,PROD_001962,1,1,1.9712,0.0,0.04,1.97
SO-2024-0000578,50,PROD_001751,5,5,2.1488,0.0,0.21,10.74
SO-2024-0000578,60,PROD_000218,3,3,1.0096,0.0,0.04,3.03
SO-2024-0000578,70,PROD_002087,4,4,5.4135,0.0,0.04,21.65
SO-2024-0000579,10,PROD_000014,2,2,1.405,0.0,0.21,2.81
SO-2024-0000579,20,PROD_001630,1,1,0.9917,0.0,0.21,0.99
SO-2024-0000579,30,PROD_002037,1,1,1.9835,0.0,0.21,1.98
SO-2024-0000579,40,PROD_003636,1,1,1.5,0.15,0.1,1.27
SO-2024-0000579,50,PROD_002029,2,2,0.8173,0.1,0.04,1.47
SO-2024-0000579,60,PROD_001705,2,2,0.9504,0.0,0.21,1.9
SO-2024-0000579,70,PROD_003709,3,3,1.8678,0.0,0.21,5.6
SO-2024-0000579,80,PROD_002655,4,4,2.1901,0.0,0.21,8.76
SO-2024-0000579,90,PROD_000662,3,3,2.8846,0.1,0.04,7.79
SO-2024-0000579,100,PROD_002949,1,1,1.1074,0.0,0.21,1.11
SO-2024-0000579,110,PROD_003301,3,3,1.405,0.0,0.21,4.21
SO-2024-0000580,10,PROD_003581,2,2,1.5909,0.0,0.1,3.18
SO-2024-0000580,20,PROD_003199,4,4,5.4909,0.3,0.1,15.37
SO-2024-0000580,30,PROD_003247,2,2,1.1157,0.0,0.21,2.23
SO-2024-0000580,40,PROD_003283,4,4,2.2314,0.0,0.21,8.93
SO-2024-0000580,50,PROD_003065,1,1,2.8099,0.1,0.21,2.53
SO-2024-0000580,60,PROD_003612,6,6,4.7727,0.2,0.1,22.91
SO-2024-0000580,70,PROD_003143,1,1,1.0744,0.0,0.21,1.07
SO-2024-0000580,80,PROD_002972,1,1,2.8099,0.0,0.21,2.81
SO-2024-0000580,90,PROD_000255,1,1,1.875,0.0,0.04,1.88
SO-2024-0000580,100,PROD_003239,2,2,5.7364,0.0,0.1,11.47
SO-2024-0000581,10,PROD_001595,3,3,0.9917,0.0,0.21,2.98
SO-2024-0000581,20,PROD_001606,2,2,2.7364,0.0,0.1,5.47
SO-2024-0000581,30,PROD_000759,3,3,4.1322,0.0,0.21,12.4
SO-2024-0000581,40,PROD_002187,1,1,1.2727,0.0,0.1,1.27
SO-2024-0000581,50,PROD_002661,1,1,3.2231,0.0,0.21,3.22
SO-2024-0000581,60,PROD_001214,1,1,0.7692,0.0,0.04,0.77
SO-2024-0000581,70,PROD_001635,2,2,1.1058,0.0,0.04,2.21
SO-2024-0000581,80,PROD_001222,1,1,2.7273,0.0,0.1,2.73
SO-2024-0000581,90,PROD_001608,3,3,1.2273,0.0,0.1,3.68
SO-2024-0000581,100,PROD_000237,1,1,0.9615,0.15,0.04,0.82
SO-2024-0000581,110,PROD_002160,2,2,0.9231,0.0,0.04,1.85
SO-2024-0000581,120,PROD_003130,2,2,3.2231,0.0,0.21,6.45
SO-2024-0000581,130,PROD_002693,3,3,2.0661,0.0,0.21,6.2
SO-2024-0000582,10,PROD_001370,1,1,1.2364,0.0,0.1,1.24
SO-2024-0000582,20,PROD_001649,2,2,1.3636,0.0,0.1,2.73
SO-2024-0000582,30,PROD_000507,3,3,11.4545,0.0,0.1,34.36
SO-2024-0000582,40,PROD_003568,1,1,1.7727,0.0,0.1,1.77
SO-2024-0000582,50,PROD_002386,6,4,1.2981,0.0,0.04,5.19
SO-2024-0000582,60,PROD_000793,1,1,0.7273,0.1,0.1,0.65
SO-2024-0000582,70,PROD_002537,2,2,1.2019,0.0,0.04,2.4
SO-2024-0000582,80,PROD_003240,2,2,1.6364,0.1,0.1,2.95
SO-2024-0000582,90,PROD_000578,1,1,2.9545,0.0,0.1,2.95
SO-2024-0000582,100,PROD_002535,1,1,3.0909,0.0,0.1,3.09
SO-2024-0000582,110,PROD_002229,3,2,1.6818,0.0,0.1,3.36
SO-2024-0000582,120,PROD_001974,1,1,7.3273,0.0,0.1,7.33
SO-2024-0000582,130,PROD_001080,1,1,2.8091,0.0,0.1,2.81
SO-2024-0000582,140,PROD_001359,1,1,1.5385,0.0,0.04,1.54
SO-2024-0000582,150,PROD_002119,1,1,4.9519,0.0,0.04,4.95
SO-2024-0000582,160,PROD_000531,2,2,5.8182,0.15,0.1,9.89
SO-2024-0000582,170,PROD_001996,3,3,1.8269,0.2,0.04,4.38
SO-2024-0000582,180,PROD_002906,3,3,0.9091,0.0,0.1,2.73
SO-2024-0000582,190,PROD_003427,1,1,1.5289,0.1,0.21,1.38
SO-2024-0000582,200,PROD_001057,2,2,9.8182,0.0,0.1,19.64
SO-2024-0000583,10,PROD_001889,2,2,2.9091,0.0,0.1,5.82
SO-2024-0000583,20,PROD_002241,4,4,1.3462,0.0,0.04,5.38
SO-2024-0000583,30,PROD_002702,1,1,2.2727,0.0,0.1,2.27
SO-2024-0000583,40,PROD_002367,4,3,1.0364,0.0,0.1,3.11
SO-2024-0000583,50,PROD_002874,3,3,3.3636,0.0,0.1,10.09
SO-2024-0000583,60,PROD_000447,2,2,4.4904,0.0,0.04,8.98
SO-2024-0000583,70,PROD_001323,3,3,1.1538,0.0,0.04,3.46
SO-2024-0000583,80,PROD_000469,3,3,2.7404,0.0,0.04,8.22
SO-2024-0000583,90,PROD_003541,2,2,2.7273,0.0,0.21,5.45
SO-2024-0000583,100,PROD_003281,7,7,0.9504,0.0,0.21,6.65
SO-2024-0000583,110,PROD_001660,9,9,1.2596,0.0,0.04,11.34
SO-2024-0000583,120,PROD_001469,1,1,10.7273,0.2,0.1,8.58
SO-2024-0000583,130,PROD_002160,3,3,0.9231,0.0,0.04,2.77
SO-2024-0000583,140,PROD_003493,6,6,1.1074,0.0,0.21,6.64
SO-2024-0000583,150,PROD_001644,7,7,1.3942,0.0,0.04,9.76
SO-2024-0000583,160,PROD_002464,1,1,5.9273,0.0,0.1,5.93
SO-2024-0000583,170,PROD_002550,3,3,3.3182,0.0,0.1,9.95
SO-2024-0000584,10,PROD_001571,3,3,0.7851,0.0,0.21,2.36
SO-2024-0000584,20,PROD_002488,1,1,3.1364,0.0,0.1,3.14
SO-2024-0000584,30,PROD_003524,1,1,1.9339,0.0,0.21,1.93
SO-2024-0000584,40,PROD_000007,1,1,5.7851,0.0,0.21,5.79
SO-2024-0000584,50,PROD_003418,1,1,2.1488,0.0,0.21,2.15
SO-2024-0000584,60,PROD_003128,3,3,1.562,0.0,0.21,4.69
SO-2024-0000584,70,PROD_003503,4,4,1.1983,0.0,0.21,4.79
SO-2024-0000584,80,PROD_001028,6,6,1.7273,0.15,0.1,8.81
SO-2024-0000585,10,PROD_001641,3,3,0.8,0.0,0.1,2.4
SO-2024-0000585,20,PROD_002645,1,1,3.9091,0.15,0.1,3.32
SO-2024-0000585,30,PROD_003013,1,1,0.6198,0.0,0.21,0.62
SO-2024-0000585,40,PROD_003093,2,2,4.0909,0.0,0.1,8.18
SO-2024-0000585,50,PROD_003116,1,1,1.1736,0.0,0.21,1.17
SO-2024-0000585,60,PROD_002910,2,2,4.8182,0.0,0.1,9.64
SO-2024-0000585,70,PROD_002894,3,3,5.4091,0.0,0.1,16.23
SO-2024-0000585,80,PROD_001303,4,4,2.1157,0.0,0.21,8.46
SO-2024-0000586,10,PROD_001120,1,1,2.2727,0.0,0.21,2.27
SO-2024-0000586,20,PROD_002097,2,2,20.2596,0.0,0.04,40.52
SO-2024-0000586,30,PROD_000030,2,2,4.9587,0.2,0.21,7.93
SO-2024-0000587,10,PROD_001386,2,2,6.1636,0.1,0.1,11.09
SO-2024-0000587,20,PROD_001740,3,3,1.6818,0.0,0.1,5.05
SO-2024-0000587,30,PROD_003107,3,3,3.3058,0.0,0.21,9.92
SO-2024-0000587,40,PROD_000692,1,1,2.5,0.0,0.1,2.5
SO-2024-0000587,50,PROD_000417,7,6,1.2314,0.0,0.21,7.39
SO-2024-0000587,60,PROD_001183,2,2,1.1818,0.0,0.1,2.36
SO-2024-0000587,70,PROD_003006,1,1,0.9091,0.0,0.21,0.91
SO-2024-0000587,80,PROD_000917,1,1,2.5909,0.0,0.1,2.59
SO-2024-0000587,90,PROD_003644,1,1,1.5,0.0,0.1,1.5
SO-2024-0000587,100,PROD_000083,1,1,2.3554,0.0,0.21,2.36
SO-2024-0000587,110,PROD_003646,3,3,11.6818,0.0,0.1,35.05
SO-2024-0000588,10,PROD_000198,1,1,6.8091,0.1,0.1,6.13
SO-2024-0000588,20,PROD_002992,1,1,2.0661,0.0,0.21,2.07
SO-2024-0000588,30,PROD_002714,3,3,3.5909,0.0,0.1,10.77
SO-2024-0000588,40,PROD_003655,5,5,1.5385,0.0,0.04,7.69
SO-2024-0000588,50,PROD_002638,2,2,3.5909,0.1,0.1,6.46
SO-2024-0000588,60,PROD_000509,1,1,17.0364,0.0,0.1,17.04
SO-2024-0000588,70,PROD_002610,1,1,0.7851,0.0,0.21,0.79
SO-2024-0000588,80,PROD_002333,7,7,0.7851,0.0,0.21,5.5
SO-2024-0000588,90,PROD_002545,3,3,2.1818,0.0,0.1,6.55
SO-2024-0000588,100,PROD_003681,1,1,1.4364,0.0,0.1,1.44
SO-2024-0000588,110,PROD_002020,1,1,1.4545,0.2,0.1,1.16
SO-2024-0000588,120,PROD_001431,1,1,3.6364,0.0,0.1,3.64
SO-2024-0000588,130,PROD_000372,1,1,2.5909,0.0,0.1,2.59
SO-2024-0000588,140,PROD_003148,2,2,3.2231,0.0,0.21,6.45
SO-2024-0000588,150,PROD_000062,2,2,3.1736,0.0,0.21,6.35
SO-2024-0000588,160,PROD_001167,2,2,0.8264,0.0,0.21,1.65
SO-2024-0000588,170,PROD_002667,3,3,1.7727,0.3,0.1,3.72
SO-2024-0000589,10,PROD_001377,5,1,0.7851,0.0,0.21,0.79
SO-2024-0000589,20,PROD_000974,1,1,1.1058,0.0,0.04,1.11
SO-2024-0000589,30,PROD_000597,1,1,1.6727,0.0,0.1,1.67
SO-2024-0000589,40,PROD_003012,1,1,1.0744,0.2,0.21,0.86
SO-2024-0000589,50,PROD_001776,2,2,6.3846,0.0,0.04,12.77
SO-2024-0000589,60,PROD_001722,1,1,1.8347,0.0,0.21,1.83
SO-2024-0000589,70,PROD_003131,1,1,3.2231,0.0,0.21,3.22
SO-2024-0000589,80,PROD_002578,4,4,0.4132,0.0,0.21,1.65
SO-2024-0000589,90,PROD_000690,3,1,2.0,0.0,0.1,2.0
SO-2024-0000590,10,PROD_002383,3,3,3.4727,0.3,0.1,7.29
SO-2024-0000590,20,PROD_003172,1,1,3.2231,0.1,0.21,2.9
SO-2024-0000590,30,PROD_002267,3,3,0.8678,0.0,0.21,2.6
SO-2024-0000590,40,PROD_000765,2,2,2.0661,0.0,0.21,4.13
SO-2024-0000590,50,PROD_003011,1,1,0.9917,0.0,0.21,0.99
SO-2024-0000590,60,PROD_002189,1,1,1.7273,0.0,0.1,1.73
SO-2024-0000590,70,PROD_001594,4,4,0.8264,0.0,0.21,3.31
SO-2024-0000590,80,PROD_000263,2,2,1.4038,0.0,0.04,2.81
SO-2024-0000590,90,PROD_000420,5,5,1.314,0.0,0.21,6.57
SO-2024-0000590,100,PROD_001525,2,2,5.8678,0.0,0.21,11.74
SO-2024-0000591,10,PROD_002906,2,2,0.9091,0.1,0.1,1.64
SO-2024-0000591,20,PROD_000064,2,2,1.0744,0.0,0.21,2.15
SO-2024-0000591,30,PROD_000780,1,1,1.1364,0.0,0.1,1.14
SO-2024-0000591,40,PROD_003621,1,1,12.0455,0.1,0.1,10.84
SO-2024-0000591,50,PROD_002639,2,2,3.2231,0.0,0.21,6.45
SO-2024-0000591,60,PROD_001592,3,3,6.1058,0.0,0.04,18.32
SO-2024-0000591,70,PROD_002851,1,1,2.7182,0.0,0.1,2.72
SO-2024-0000591,80,PROD_003357,1,1,2.562,0.1,0.21,2.31
SO-2024-0000591,90,PROD_002451,2,2,6.0962,0.15,0.04,10.36
SO-2024-0000592,10,PROD_000237,3,3,0.9615,0.0,0.04,2.88
SO-2024-0000592,20,PROD_001485,3,3,10.0,0.2,0.1,24.0
SO-2024-0000593,10,PROD_001119,3,3,1.1538,0.0,0.04,3.46
SO-2024-0000593,20,PROD_000580,2,2,2.6364,0.0,0.1,5.27
SO-2024-0000593,30,PROD_001050,1,1,1.9091,0.0,0.1,1.91
SO-2024-0000593,40,PROD_000371,2,2,2.0673,0.0,0.04,4.13
SO-2024-0000593,50,PROD_000924,1,1,1.9545,0.0,0.1,1.95
SO-2024-0000593,60,PROD_000326,6,6,0.7025,0.0,0.21,4.21
SO-2024-0000593,70,PROD_001224,2,2,1.2788,0.2,0.04,2.05
SO-2024-0000593,80,PROD_001015,2,2,2.0818,0.0,0.1,4.16
SO-2024-0000593,90,PROD_002317,1,1,1.3942,0.15,0.04,1.19
SO-2024-0000593,100,PROD_000084,1,1,1.1983,0.0,0.21,1.2
SO-2024-0000593,110,PROD_003492,4,4,1.3223,0.0,0.21,5.29
SO-2024-0000593,120,PROD_003576,1,1,5.2727,0.0,0.1,5.27
SO-2024-0000593,130,PROD_002978,4,4,3.719,0.0,0.21,14.88
SO-2024-0000593,140,PROD_002629,1,1,1.3636,0.0,0.1,1.36
SO-2024-0000593,150,PROD_003384,3,3,1.0744,0.2,0.21,2.58
SO-2024-0000593,160,PROD_001043,3,3,1.0909,0.0,0.1,3.27
SO-2024-0000593,170,PROD_002441,1,1,2.2596,0.1,0.04,2.03
SO-2024-0000593,180,PROD_000769,1,1,1.2727,0.1,0.1,1.15
SO-2024-0000593,190,PROD_002914,1,1,4.0,0.0,0.1,4.0
SO-2024-0000593,200,PROD_003595,1,1,8.5,0.0,0.1,8.5
SO-2024-0000593,210,PROD_000316,5,5,1.3558,0.15,0.04,5.76
SO-2024-0000593,220,PROD_001150,1,1,2.0273,0.1,0.1,1.82
SO-2024-0000594,10,PROD_002882,2,2,1.2727,0.15,0.1,2.16
SO-2024-0000594,20,PROD_001172,4,4,3.5096,0.0,0.04,14.04
SO-2024-0000594,30,PROD_002618,1,1,5.3091,0.1,0.1,4.78
SO-2024-0000594,40,PROD_000538,1,1,2.7636,0.0,0.1,2.76
SO-2024-0000594,50,PROD_001046,1,1,1.5909,0.0,0.1,1.59
SO-2024-0000594,60,PROD_003315,3,3,1.0331,0.0,0.21,3.1
SO-2024-0000594,70,PROD_001020,1,1,1.7273,0.0,0.1,1.73
SO-2024-0000594,80,PROD_001664,3,3,1.3462,0.1,0.04,3.63
SO-2024-0000594,90,PROD_003485,3,3,1.5702,0.0,0.21,4.71
SO-2024-0000594,100,PROD_002364,1,1,1.1273,0.2,0.1,0.9
SO-2024-0000594,110,PROD_002169,2,2,0.4091,0.1,0.1,0.74
SO-2024-0000594,120,PROD_000717,1,1,1.7686,0.0,0.21,1.77
SO-2024-0000594,130,PROD_001896,1,1,0.7025,0.1,0.21,0.63
SO-2024-0000594,140,PROD_000896,1,1,2.1442,0.0,0.04,2.14
SO-2024-0000594,150,PROD_000707,2,2,0.9091,0.1,0.1,1.64
SO-2024-0000594,160,PROD_003003,1,1,1.8182,0.15,0.21,1.55
SO-2024-0000594,170,PROD_001919,6,6,7.6636,0.0,0.1,45.98
SO-2024-0000594,180,PROD_001322,1,1,2.0636,0.0,0.1,2.06
SO-2024-0000594,190,PROD_003591,3,3,0.9818,0.0,0.1,2.95
SO-2024-0000594,200,PROD_003173,1,1,3.2231,0.0,0.21,3.22
SO-2024-0000595,10,PROD_000001,3,3,1.8595,0.1,0.21,5.02
SO-2024-0000595,20,PROD_003266,1,1,0.8678,0.0,0.21,0.87
SO-2024-0000595,30,PROD_002071,3,3,1.3636,0.0,0.21,4.09
SO-2024-0000595,40,PROD_000800,3,3,0.8636,0.0,0.1,2.59
SO-2024-0000595,50,PROD_001399,3,3,2.7727,0.0,0.1,8.32
SO-2024-0000596,10,PROD_003170,1,1,3.2231,0.0,0.21,3.22
SO-2024-0000596,20,PROD_003344,2,2,1.6529,0.15,0.21,2.81
SO-2024-0000596,30,PROD_003539,3,3,3.719,0.3,0.21,7.81
SO-2024-0000596,40,PROD_003324,8,8,1.3884,0.0,0.21,11.11
SO-2024-0000596,50,PROD_003182,1,1,3.2231,0.0,0.21,3.22
SO-2024-0000596,60,PROD_001939,2,2,3.3364,0.0,0.1,6.67
SO-2024-0000596,70,PROD_000274,1,1,1.9091,0.0,0.1,1.91
SO-2024-0000596,80,PROD_001353,3,3,1.1818,0.0,0.1,3.55
SO-2024-0000596,90,PROD_001432,1,1,1.3636,0.0,0.1,1.36
SO-2024-0000596,100,PROD_003495,3,3,3.6198,0.0,0.21,10.86
SO-2024-0000596,110,PROD_002587,5,5,4.1909,0.0,0.1,20.95
SO-2024-0000596,120,PROD_001730,1,1,6.3636,0.0,0.1,6.36
SO-2024-0000596,130,PROD_000403,1,1,0.9091,0.0,0.1,0.91
SO-2024-0000596,140,PROD_002619,1,1,1.5702,0.0,0.21,1.57
SO-2024-0000596,150,PROD_002352,2,2,2.7727,0.0,0.1,5.55
SO-2024-0000596,160,PROD_000539,2,2,0.1827,0.1,0.04,0.33
SO-2024-0000596,170,PROD_001275,2,2,1.7727,0.0,0.1,3.55
SO-2024-0000596,180,PROD_000311,1,1,2.1364,0.0,0.1,2.14
SO-2024-0000596,190,PROD_001057,1,1,9.8182,0.0,0.1,9.82
SO-2024-0000597,10,PROD_002089,1,1,1.4876,0.0,0.21,1.49
SO-2024-0000597,20,PROD_003114,2,2,3.2231,0.0,0.21,6.45
SO-2024-0000597,30,PROD_003437,1,1,0.8264,0.0,0.21,0.83
SO-2024-0000597,40,PROD_001011,1,1,1.0,0.0,0.1,1.0
SO-2024-0000597,50,PROD_000064,4,1,1.0744,0.0,0.21,1.07
SO-2024-0000597,60,PROD_001140,2,2,0.9091,0.0,0.1,1.82
SO-2024-0000597,70,PROD_001350,3,2,2.2115,0.0,0.04,4.42
SO-2024-0000597,80,PROD_002695,1,1,3.3058,0.0,0.21,3.31
SO-2024-0000597,90,PROD_000673,1,1,0.9519,0.25,0.04,0.71
SO-2024-0000597,100,PROD_000149,3,3,1.0577,0.0,0.04,3.17
SO-2024-0000597,110,PROD_002406,1,1,1.4423,0.0,0.04,1.44
SO-2024-0000597,120,PROD_000534,3,3,2.6364,0.0,0.1,7.91
SO-2024-0000597,130,PROD_000525,2,2,0.5455,0.0,0.1,1.09
SO-2024-0000597,140,PROD_002145,1,1,0.8182,0.0,0.1,0.82
SO-2024-0000597,150,PROD_002469,1,1,5.7788,0.0,0.04,5.78
SO-2024-0000597,160,PROD_001562,1,1,1.2727,0.0,0.1,1.27
SO-2024-0000597,170,PROD_002981,4,4,3.2231,0.0,0.21,12.89
SO-2024-0000598,10,PROD_000293,4,4,1.8269,0.0,0.04,7.31
SO-2024-0000598,20,PROD_003233,1,1,4.5455,0.0,0.21,4.55
SO-2024-0000598,30,PROD_001186,1,1,1.9231,0.0,0.04,1.92
SO-2024-0000599,10,PROD_000399,2,2,2.0481,0.0,0.04,4.1
SO-2024-0000599,20,PROD_003138,2,2,1.9835,0.0,0.21,3.97
SO-2024-0000599,30,PROD_001470,2,2,3.0769,0.0,0.04,6.15
SO-2024-0000599,40,PROD_003415,1,1,0.6198,0.0,0.21,0.62
SO-2024-0000599,50,PROD_000014,1,1,1.405,0.0,0.21,1.41
SO-2024-0000599,60,PROD_003431,1,1,0.7438,0.0,0.21,0.74
SO-2024-0000599,70,PROD_002114,2,2,1.5455,0.0,0.1,3.09
SO-2024-0000599,80,PROD_001402,2,2,1.3942,0.0,0.04,2.79
SO-2024-0000599,90,PROD_000964,1,1,1.7355,0.0,0.21,1.74
SO-2024-0000599,100,PROD_002934,1,1,2.0661,0.0,0.21,2.07
SO-2024-0000599,110,PROD_001982,1,1,1.2019,0.0,0.04,1.2
SO-2024-0000599,120,PROD_000612,1,1,1.0818,0.0,0.1,1.08
SO-2024-0000599,130,PROD_002283,3,3,0.7438,0.0,0.21,2.23
SO-2024-0000599,140,PROD_003010,5,5,1.5702,0.0,0.21,7.85
SO-2024-0000599,150,PROD_001684,4,4,1.5,0.0,0.04,6.0
SO-2024-0000599,160,PROD_003312,3,3,4.8347,0.0,0.21,14.5
SO-2024-0000600,10,PROD_000011,1,1,5.3719,0.0,0.21,5.37
SO-2024-0000600,20,PROD_000413,2,2,8.4808,0.0,0.04,16.96
SO-2024-0000600,30,PROD_003506,1,1,1.8182,0.0,0.21,1.82
SO-2024-0000600,40,PROD_003048,1,1,0.9917,0.0,0.21,0.99
SO-2024-0000600,50,PROD_002201,1,1,1.8182,0.0,0.1,1.82
SO-2024-0000600,60,PROD_002919,4,4,3.2397,0.1,0.21,11.66
SO-2024-0000600,70,PROD_001840,1,1,1.5909,0.0,0.1,1.59
SO-2024-0000600,80,PROD_001275,1,1,1.7727,0.0,0.1,1.77
SO-2024-0000600,90,PROD_000893,2,2,0.8636,0.0,0.1,1.73
SO-2024-0000600,100,PROD_001286,1,1,0.2308,0.0,0.04,0.23
SO-2024-0000600,110,PROD_001392,2,2,3.7212,0.15,0.04,6.33
SO-2024-0000601,10,PROD_001516,3,3,7.7727,0.0,0.1,23.32
SO-2024-0000601,20,PROD_003370,5,5,1.3223,0.0,0.21,6.61
SO-2024-0000601,30,PROD_002604,1,1,3.1818,0.0,0.1,3.18
SO-2024-0000601,40,PROD_001190,3,3,1.25,0.0,0.04,3.75
SO-2024-0000601,50,PROD_001014,3,1,3.5455,0.1,0.1,3.19
SO-2024-0000601,60,PROD_001827,3,3,3.1818,0.0,0.1,9.55
SO-2024-0000601,70,PROD_001482,3,3,1.8182,0.0,0.1,5.45
SO-2024-0000601,80,PROD_002457,2,2,1.25,0.0,0.04,2.5
SO-2024-0000601,90,PROD_001911,1,1,2.4545,0.0,0.1,2.45
SO-2024-0000601,100,PROD_001604,3,3,0.8173,0.0,0.04,2.45
SO-2024-0000601,110,PROD_001587,1,1,1.875,0.0,0.04,1.88
SO-2024-0000601,120,PROD_003313,4,4,1.9339,0.0,0.21,7.74
SO-2024-0000601,130,PROD_003619,1,1,3.8636,0.0,0.1,3.86
SO-2024-0000601,140,PROD_003240,4,4,1.6364,0.0,0.1,6.55
SO-2024-0000601,150,PROD_000301,1,1,1.7308,0.0,0.04,1.73
SO-2024-0000601,160,PROD_002868,2,2,0.9091,0.0,0.21,1.82
SO-2024-0000601,170,PROD_001896,1,1,0.7025,0.0,0.21,0.7
SO-2024-0000601,180,PROD_003544,1,1,2.1901,0.0,0.21,2.19
SO-2024-0000601,190,PROD_002206,1,1,0.8636,0.0,0.1,0.86
SO-2024-0000601,200,PROD_000945,5,5,2.1154,0.0,0.04,10.58
SO-2024-0000601,210,PROD_001870,1,1,2.8365,0.0,0.04,2.84
SO-2024-0000601,220,PROD_000722,1,1,3.2231,0.0,0.21,3.22
SO-2024-0000601,230,PROD_000549,2,2,3.5909,0.0,0.1,7.18
SO-2024-0000601,240,PROD_002932,1,1,6.3091,0.0,0.1,6.31
SO-2024-0000601,250,PROD_001923,3,3,6.2091,0.1,0.1,16.76
SO-2024-0000601,260,PROD_001029,2,2,1.0096,0.2,0.04,1.62
SO-2024-0000601,270,PROD_002753,1,1,1.2397,0.0,0.21,1.24
SO-2024-0000601,280,PROD_002904,2,1,2.6694,0.0,0.21,2.67
SO-2024-0000601,290,PROD_001457,1,1,2.3182,0.1,0.1,2.09
SO-2024-0000601,300,PROD_001671,4,3,1.2788,0.15,0.04,3.26
SO-2024-0000602,10,PROD_001782,3,3,2.8455,0.0,0.1,8.54
SO-2024-0000602,20,PROD_000654,1,1,2.1,0.0,0.1,2.1
SO-2024-0000602,30,PROD_000277,4,4,2.0273,0.0,0.1,8.11
SO-2024-0000603,10,PROD_001739,6,2,2.9669,0.15,0.21,5.04
SO-2024-0000603,20,PROD_001703,3,2,1.4463,0.0,0.21,2.89
SO-2024-0000603,30,PROD_000918,1,1,2.5,0.0,0.1,2.5
SO-2024-0000603,40,PROD_002747,1,1,3.2231,0.0,0.21,3.22
SO-2024-0000603,50,PROD_000875,1,1,1.4423,0.0,0.04,1.44
SO-2024-0000603,60,PROD_001028,2,2,1.7273,0.0,0.1,3.45
SO-2024-0000603,70,PROD_000273,1,1,1.5385,0.0,0.04,1.54
SO-2024-0000603,80,PROD_001980,1,1,2.0455,0.1,0.1,1.84
SO-2024-0000603,90,PROD_003011,1,1,0.9917,0.0,0.21,0.99
SO-2024-0000603,100,PROD_001026,1,1,3.9091,0.15,0.1,3.32
SO-2024-0000603,110,PROD_001098,1,1,1.3182,0.1,0.1,1.19
SO-2024-0000603,120,PROD_003393,3,3,1.281,0.0,0.21,3.84
SO-2024-0000603,130,PROD_003164,3,3,3.2231,0.0,0.21,9.67
SO-2024-0000604,10,PROD_003496,2,2,1.9917,0.0,0.21,3.98
SO-2024-0000604,20,PROD_003420,3,3,2.6281,0.0,0.21,7.88
SO-2024-0000604,30,PROD_001206,2,2,1.125,0.0,0.04,2.25
SO-2024-0000604,40,PROD_003667,2,2,3.1818,0.0,0.1,6.36
SO-2024-0000604,50,PROD_002553,2,2,2.8818,0.0,0.1,5.76
SO-2024-0000605,10,PROD_001029,4,4,1.0096,0.0,0.04,4.04
SO-2024-0000605,20,PROD_000616,1,1,0.9091,0.0,0.1,0.91
SO-2024-0000605,30,PROD_001728,3,3,2.6442,0.0,0.04,7.93
SO-2024-0000606,10,PROD_001364,1,1,5.0,0.0,0.1,5.0
SO-2024-0000606,20,PROD_001747,2,2,0.7025,0.15,0.21,1.19
SO-2024-0000606,30,PROD_002090,2,2,1.0,0.0,0.1,2.0
SO-2024-0000606,40,PROD_002134,5,5,0.686,0.2,0.21,2.74
SO-2024-0000606,50,PROD_000383,3,3,3.1364,0.0,0.1,9.41
SO-2024-0000607,10,PROD_001479,3,3,2.6538,0.0,0.04,7.96
SO-2024-0000607,20,PROD_003622,5,5,2.7182,0.0,0.1,13.59
SO-2024-0000608,10,PROD_000111,3,3,1.7885,0.0,0.04,5.37
SO-2024-0000608,20,PROD_001126,1,1,1.5455,0.0,0.1,1.55
SO-2024-0000608,30,PROD_000926,2,2,1.2727,0.0,0.1,2.55
SO-2024-0000608,40,PROD_001094,2,2,0.314,0.0,0.21,0.63
SO-2024-0000608,50,PROD_001500,1,1,1.2019,0.1,0.04,1.08
SO-2024-0000608,60,PROD_000633,2,2,1.4904,0.0,0.04,2.98
SO-2024-0000609,10,PROD_002709,1,1,1.0744,0.0,0.21,1.07
SO-2024-0000609,20,PROD_001030,1,1,3.1736,0.0,0.21,3.17
SO-2024-0000609,30,PROD_001223,4,4,1.4904,0.0,0.04,5.96
SO-2024-0000609,40,PROD_002697,1,1,3.3058,0.0,0.21,3.31
SO-2024-0000609,50,PROD_001315,4,4,2.6033,0.15,0.21,8.85
SO-2024-0000609,60,PROD_003033,3,3,1.4876,0.25,0.21,3.35
SO-2024-0000609,70,PROD_000148,2,2,1.3942,0.0,0.04,2.79
SO-2024-0000610,10,PROD_002779,1,1,5.3719,0.15,0.21,4.57
SO-2024-0000610,20,PROD_000371,5,5,2.0673,0.0,0.04,10.34
SO-2024-0000610,30,PROD_002723,1,1,3.5909,0.0,0.1,3.59
SO-2024-0000610,40,PROD_002976,2,2,3.5,0.1,0.1,6.3
SO-2024-0000610,50,PROD_002910,1,1,4.8182,0.0,0.1,4.82
SO-2024-0000610,60,PROD_001476,1,1,2.4519,0.0,0.04,2.45
