delivery_id,sale_id,dc_id,carrier,tracking_number,dispatch_date,estimated_delivery_date,actual_delivery_date,delivery_status,weight_kg,packages,signature_required,total_amount
ALB-2026-0000185,SO-2026-0000260,DC_VLC,SEUR,9879733310857,2026-02-06,2026-02-09,2026-02-09,delivered,2.7,1,False,58.97
ALB-2026-0000189,SO-2026-0000267,DC_MAD,Correos Express,4558023873628,2026-02-07,2026-02-09,2026-02-09,delivered,0.9,1,False,15.93
ALB-2026-0000181,SO-2026-0000256,DC_ZGZ,MRW,4027563348253,2026-02-06,2026-02-10,2026-02-10,delivered,2.7,1,False,57.46
ALB-2026-0000184,SO-2026-0000259,DC_SEV,MRW,7183704737214,2026-02-06,2026-02-10,2026-02-10,delivered,5.4,1,False,81.59
ALB-2026-0000186,SO-2026-0000263,DC_ZGZ,MRW,0649199338919,2026-02-07,2026-02-10,2026-02-10,delivered,2.7,1,False,95.15
ALB-2026-0000188,SO-2026-0000266,DC_MAD,MRW,2031564376927,2026-02-07,2026-02-10,2026-02-10,delivered,10.5,1,True,283.88
ALB-2026-0000190,SO-2026-0000268,DC_VLC,MRW,8265749146763,2026-02-07,2026-02-10,2026-02-10,delivered,11.1,1,True,288.21
ALB-2026-0000191,SO-2026-0000269,DC_VLC,MRW,2536190819320,2026-02-07,2026-02-10,2026-02-10,delivered,4.2,1,False,65.43
ALB-2026-0000192,SO-2026-0000271,DC_BCN,MRW,0026796645307,2026-02-09,2026-02-11,2026-02-11,delivered,2.1,1,False,44.42
ALB-2026-0000194,SO-2026-0000273,DC_BCN,GLS,0366347726744,2026-02-09,2026-02-11,2026-02-11,delivered,0.6,1,False,76.6
ALB-2026-0000196,SO-2026-0000277,DC_BCN,SEUR,5562029274545,2026-02-10,2026-02-11,2026-02-11,delivered,3.6,1,False,50.44
ALB-2026-0000187,SO-2026-0000264,DC_SEV,GLS,2684858600358,2026-02-07,2026-02-12,2026-02-12,delivered,1.5,1,False,41.02
ALB-2026-0000193,SO-2026-0000272,DC_ZGZ,SEUR,8885452596835,2026-02-09,2026-02-12,2026-02-12,delivered,2.4,1,False,34.24
ALB-2026-0000195,SO-2026-0000274,DC_ZGZ,SEUR,6097850090111,2026-02-09,2026-02-12,2026-02-12,delivered,1.8,1,False,71.95
ALB-2026-0000199,SO-2026-0000282,DC_BCN,GLS,7816708733908,2026-02-11,2026-02-12,2026-02-12,delivered,4.8,1,True,176.01
ALB-2026-0000198,SO-2026-0000279,DC_ZGZ,MRW,2595930402612,2026-02-11,2026-02-13,2026-02-13,delivered,4.5,1,False,78.78
ALB-2026-0000202,SO-2026-0000286,DC_BCN,GLS,9587751639699,2026-02-12,2026-02-13,2026-02-13,delivered,2.1,1,False,67.26
ALB-2026-0000200,SO-2026-0000284,DC_SEV,MRW,6115254380571,2026-02-11,2026-02-14,2026-02-14,delivered,1.2,1,False,22.7
ALB-2026-0000201,SO-2026-0000285,DC_MAD,SEUR,1324224172930,2026-02-11,2026-02-14,2026-02-14,delivered,6.3,1,True,105.99
ALB-2026-0000203,SO-2026-0000289,DC_BCN,GLS,6233064894408,2026-02-13,2026-02-14,2026-02-14,delivered,1.5,1,False,36.05
ALB-2026-0000204,SO-2026-0000290,DC_BCN,SEUR,6054176166805,2026-02-13,2026-02-14,2026-02-15,delivered,2.1,1,False,45.43
ALB-2026-0000197,SO-2026-0000278,DC_MAD,SEUR,0785098755978,2026-02-11,2026-02-15,2026-02-15,delivered,5.7,1,True,107.87
ALB-2026-0000205,SO-2026-0000291,DC_BCN,MRW,5132265470668,2026-02-13,2026-02-15,2026-02-15,delivered,7.5,1,True,179.59
ALB-2026-0000208,SO-2026-0000294,DC_ZGZ,SEUR,1384692373380,2026-02-13,2026-02-15,2026-02-15,delivered,2.1,1,False,35.62
ALB-2026-0000209,SO-2026-0000295,DC_MAD,MRW,0802298922523,2026-02-14,2026-02-16,2026-02-16,delivered,0.3,1,False,44.07
ALB-2026-0000210,SO-2026-0000296,DC_ZGZ,GLS,7421271463742,2026-02-14,2026-02-16,2026-02-16,delivered,2.1,1,False,20.76
ALB-2026-0000211,SO-2026-0000298,DC_ZGZ,MRW,3297116733237,2026-02-14,2026-02-16,2026-02-16,delivered,1.5,1,False,32.85
ALB-2026-0000206,SO-2026-0000292,DC_MAD,MRW,4897550761735,2026-02-13,2026-02-17,2026-02-17,delivered,3.3,1,False,66.82
ALB-2026-0000207,SO-2026-0000293,DC_MAD,MRW,9586053992424,2026-02-13,2026-02-17,2026-02-17,delivered,1.5,1,False,13.07
ALB-2026-0000212,SO-2026-0000301,DC_MAD,MRW,5616096836312,2026-02-16,2026-02-18,2026-02-18,delivered,3.0,1,True,172.12
ALB-2026-0000213,SO-2026-0000302,DC_ZGZ,GLS,5279954872557,2026-02-16,2026-02-19,2026-02-19,delivered,0.3,1,False,25.0
ALB-2026-0000214,SO-2026-0000304,DC_BCN,SEUR,7138357167375,2026-02-17,2026-02-19,2026-02-19,delivered,4.8,1,False,74.9
ALB-2026-0000215,SO-2026-0000305,DC_BCN,MRW,2150846718645,2026-02-18,2026-02-20,2026-02-20,delivered,1.5,1,False,22.35
ALB-2026-0000222,SO-2026-0000312,DC_BCN,MRW,3565527737704,2026-02-19,2026-02-20,2026-02-20,delivered,3.0,1,False,50.55
ALB-2026-0000216,SO-2026-0000306,DC_MAD,MRW,0847844406893,2026-02-18,2026-02-21,2026-02-21,delivered,1.2,1,False,54.54
ALB-2026-0000219,SO-2026-0000309,DC_BCN,MRW,6415039536216,2026-02-18,2026-02-21,2026-02-21,delivered,2.7,1,False,55.03
ALB-2026-0000220,SO-2026-0000310,DC_BCN,SEUR,5829873215355,2026-02-18,2026-02-21,2026-02-21,delivered,1.5,1,False,33.08
ALB-2026-0000221,SO-2026-0000311,DC_BCN,GLS,1252538452724,2026-02-19,2026-02-21,2026-02-21,delivered,3.6,1,False,63.7
ALB-2026-0000223,SO-2026-0000313,DC_ZGZ,SEUR,0225845534817,2026-02-19,2026-02-21,2026-02-21,delivered,2.7,1,False,67.89
ALB-2026-0000228,SO-2026-0000321,DC_VLC,GLS,7232110208822,2026-02-20,2026-02-21,2026-02-21,delivered,5.4,1,True,175.89
ALB-2026-0000217,SO-2026-0000307,DC_ZGZ,SEUR,1084334216194,2026-02-18,2026-02-22,2026-02-22,delivered,1.2,1,False,34.6
ALB-2026-0000224,SO-2026-0000317,DC_BCN,MRW,9533680522407,2026-02-20,2026-02-22,2026-02-22,delivered,4.5,1,True,113.02
ALB-2026-0000225,SO-2026-0000318,DC_SEV,SEUR,3970441875814,2026-02-20,2026-02-22,2026-02-22,delivered,2.7,1,False,55.02
ALB-2026-0000226,SO-2026-0000319,DC_SEV,MRW,4504325266922,2026-02-20,2026-02-22,2026-02-22,delivered,4.2,1,False,68.37
ALB-2026-0000227,SO-2026-0000320,DC_BCN,MRW,3369672695233,2026-02-20,2026-02-22,2026-02-22,delivered,3.0,1,False,58.32
ALB-2026-0000230,SO-2026-0000323,DC_MAD,SEUR,1838169419472,2026-02-20,2026-02-22,2026-02-22,delivered,1.5,1,False,12.0
ALB-2026-0000232,SO-2026-0000325,DC_BCN,SEUR,1720193599102,2026-02-21,2026-02-22,2026-02-22,delivered,1.2,1,False,35.14
ALB-2026-0000218,SO-2026-0000308,DC_SEV,SEUR,8343948708741,2026-02-18,2026-02-23,2026-02-23,delivered,1.5,1,False,24.33
ALB-2026-0000231,SO-2026-0000324,DC_ZGZ,SEUR,8240388257093,2026-02-21,2026-02-23,2026-02-23,delivered,1.5,1,False,81.34
ALB-2026-0000234,SO-2026-0000327,DC_VLC,GLS,0514799052324,2026-02-21,2026-02-23,2026-02-23,delivered,2.1,1,False,62.4
ALB-2026-0000233,SO-2026-0000326,DC_BCN,GLS,6383069613220,2026-02-21,2026-02-24,2026-02-24,delivered,1.8,1,False,22.93
ALB-2026-0000235,SO-2026-0000329,DC_BCN,SEUR,7837951879704,2026-02-21,2026-02-24,2026-02-24,delivered,2.1,1,False,40.28
ALB-2026-0000236,SO-2026-0000331,DC_BCN,MRW,1862718706055,2026-02-23,2026-02-24,2026-02-24,delivered,1.8,1,False,43.58
ALB-2026-0000229,SO-2026-0000322,DC_SEV,SEUR,0422024246060,2026-02-20,2026-02-25,2026-02-25,delivered,4.8,1,False,96.46
ALB-2026-0000237,SO-2026-0000332,DC_SEV,GLS,8571010506951,2026-02-23,2026-02-25,2026-02-25,delivered,3.3,1,False,79.8
ALB-2026-0000239,SO-2026-0000335,DC_MAD,SEUR,0003275929639,2026-02-23,2026-02-25,2026-02-25,delivered,0.6,1,False,20.41
ALB-2026-0000240,SO-2026-0000336,DC_BCN,MRW,7131793542276,2026-02-23,2026-02-25,2026-02-25,delivered,3.6,1,False,63.98
ALB-2026-0000241,SO-2026-0000341,DC_BCN,SEUR,4843195671286,2026-02-25,2026-02-27,2026-02-27,delivered,0.6,1,False,26.57
ALB-2026-0000242,SO-2026-0000342,DC_BCN,SEUR,9912946698125,2026-02-25,2026-02-27,2026-02-27,delivered,2.4,1,True,114.42
ALB-2026-0000238,SO-2026-0000334,DC_SEV,SEUR,2340763036752,2026-02-23,2026-02-28,2026-02-28,delivered,2.7,1,False,43.68
ALB-2026-0000244,SO-2026-0000346,DC_ZGZ,MRW,0938061891491,2026-02-26,2026-02-28,2026-02-28,delivered,1.8,1,False,30.79
ALB-2026-0000245,SO-2026-0000347,DC_ZGZ,Correos Express,5098334506323,2026-02-26,2026-02-28,2026-02-28,delivered,1.5,1,False,20.08
ALB-2026-0000243,SO-2026-0000345,DC_BCN,MRW,7481847191777,2026-02-26,2026-03-01,2026-03-01,delivered,1.5,1,False,32.87
ALB-2026-0000246,SO-2026-0000348,DC_ZGZ,GLS,4966976714069,2026-02-27,2026-03-01,2026-03-01,delivered,1.8,1,False,95.75
ALB-2026-0000249,SO-2026-0000352,DC_BCN,MRW,4392757729606,2026-02-27,2026-03-01,2026-03-01,delivered,3.3,1,False,59.32
ALB-2026-0000252,SO-2026-0000355,DC_BCN,MRW,7543581697128,2026-02-28,2026-03-01,2026-03-01,delivered,1.2,1,False,20.27
ALB-2026-0000248,SO-2026-0000351,DC_BCN,MRW,2542348668746,2026-02-27,2026-03-02,2026-03-02,delivered,0.3,1,False,65.04
ALB-2026-0000250,SO-2026-0000353,DC_MAD,GLS,0282709200640,2026-02-27,2026-03-02,2026-03-02,delivered,0.6,1,False,20.5
ALB-2026-0000247,SO-2026-0000350,DC_SEV,SEUR,4577620230759,2026-02-27,2026-03-03,2026-03-03,delivered,2.1,1,False,36.6
ALB-2026-0000253,SO-2026-0000356,DC_BCN,MRW,2459738624921,2026-02-28,2026-03-03,2026-03-03,delivered,3.6,1,False,63.01
ALB-2026-0000254,SO-2026-0000359,DC_BCN,MRW,4864579140041,2026-02-28,2026-03-03,2026-03-03,delivered,2.7,1,False,60.57
ALB-2026-0000255,SO-2026-0000360,DC_MAD,Correos Express,4410755206169,2026-02-28,2026-03-03,2026-03-03,delivered,2.7,1,False,65.3
ALB-2026-0000256,SO-2026-0000362,DC_BCN,GLS,1248372415914,2026-03-01,2026-03-03,2026-03-03,delivered,2.4,1,False,45.32
ALB-2026-0000260,SO-2026-0000366,DC_BCN,MRW,1569761673418,2026-03-02,2026-03-03,2026-03-03,delivered,2.4,1,False,32.6
ALB-2026-0000251,SO-2026-0000354,DC_SEV,GLS,6654737963290,2026-02-28,2026-03-04,2026-03-04,delivered,4.8,1,False,93.48
ALB-2026-0000257,SO-2026-0000363,DC_ZGZ,SEUR,2014540891290,2026-03-01,2026-03-04,2026-03-04,delivered,1.8,1,False,58.15
ALB-2026-0000259,SO-2026-0000365,DC_MAD,SEUR,9055149365477,2026-03-02,2026-03-05,2026-03-05,delivered,2.1,1,False,54.75
ALB-2026-0000270,SO-2026-0000382,DC_ZGZ,GLS,8092370881918,2026-03-04,2026-03-05,2026-03-05,delivered,1.5,1,False,26.41
ALB-2026-0000262,SO-2026-0000369,DC_ZGZ,GLS,8700202837562,2026-03-03,2026-03-06,2026-03-08,delivered,0.9,1,False,12.76
ALB-2026-0000263,SO-2026-0000375,DC_SEV,MRW,2763446539619,2026-03-04,2026-03-06,2026-03-06,delivered,6.0,1,True,148.35
ALB-2026-0000265,SO-2026-0000377,DC_BCN,GLS,3736273901042,2026-03-04,2026-03-06,2026-03-06,delivered,5.7,1,True,191.88
ALB-2026-0000258,SO-2026-0000364,DC_ZGZ,SEUR,9106456593553,2026-03-02,2026-03-07,2026-03-08,delivered,1.5,1,False,92.26
ALB-2026-0000261,SO-2026-0000367,DC_SEV,SEUR,5958876075454,2026-03-02,2026-03-07,2026-03-07,delivered,1.5,1,False,41.4
ALB-2026-0000268,SO-2026-0000380,DC_VLC,MRW,3125264929886,2026-03-04,2026-03-07,2026-03-07,delivered,1.2,1,False,73.89
ALB-2026-0000264,SO-2026-0000376,DC_ZGZ,MRW,2206567095273,2026-03-04,2026-03-08,2026-03-08,delivered,1.8,1,False,66.62
ALB-2026-0000266,SO-2026-0000378,DC_SEV,GLS,1967386008005,2026-03-04,2026-03-08,2026-03-08,delivered,4.5,1,False,50.68
ALB-2026-0000267,SO-2026-0000379,DC_SEV,MRW,0005624290392,2026-03-04,2026-03-08,2026-03-08,delivered,0.6,1,False,7.45
ALB-2026-0000269,SO-2026-0000381,DC_ZGZ,MRW,6741669652473,2026-03-04,2026-03-08,2026-03-08,delivered,4.8,1,True,107.81
ALB-2026-0000271,SO-2026-0000384,DC_VLC,MRW,7254024200895,2026-03-05,2026-03-08,2026-03-08,delivered,4.2,1,False,45.92
ALB-2026-0000272,SO-2026-0000387,DC_MAD,MRW,7370656153197,2026-03-05,2026-03-08,2026-03-08,delivered,3.6,1,False,76.91
ALB-2026-0000274,SO-2026-0000389,DC_BCN,Correos Express,6305722044414,2026-03-06,2026-03-08,2026-03-08,delivered,1.8,1,False,45.94
ALB-2026-0000276,SO-2026-0000392,DC_ZGZ,Correos Express,2084785943699,2026-03-06,2026-03-08,2026-03-08,delivered,1.8,1,False,39.71
ALB-2026-0000282,SO-2026-0000401,DC_BCN,MRW,4600733285498,2026-03-07,2026-03-08,2026-03-08,delivered,0.9,1,False,59.04
ALB-2026-0000275,SO-2026-0000391,DC_BCN,MRW,7130502888325,2026-03-06,2026-03-09,2026-03-09,delivered,1.2,1,False,17.08
ALB-2026-0000277,SO-2026-0000393,DC_SEV,MRW,3713470242322,2026-03-07,2026-03-09,2026-03-09,delivered,5.4,1,True,129.66
ALB-2026-0000278,SO-2026-0000394,DC_BCN,MRW,6907389824281,2026-03-07,2026-03-09,2026-03-09,delivered,2.4,1,False,64.77
ALB-2026-0000280,SO-2026-0000397,DC_ZGZ,MRW,1161479939578,2026-03-07,2026-03-09,2026-03-09,delivered,0.3,1,False,15.0
ALB-2026-0000284,SO-2026-0000403,DC_VLC,SEUR,0201629834647,2026-03-08,2026-03-10,2026-03-10,delivered,1.5,1,False,29.9
ALB-2026-0000273,SO-2026-0000388,DC_ZGZ,SEUR,2151772587387,2026-03-06,2026-03-11,2026-03-11,delivered,0.6,1,False,14.8
ALB-2026-0000279,SO-2026-0000396,DC_MAD,GLS,6317686136501,2026-03-07,2026-03-11,2026-03-11,delivered,3.0,1,False,44.14
ALB-2026-0000281,SO-2026-0000398,DC_ZGZ,SEUR,3948234622472,2026-03-07,2026-03-11,2026-03-11,delivered,0.9,1,False,35.07
ALB-2026-0000292,SO-2026-0000414,DC_VLC,MRW,1563645034502,2026-03-10,2026-03-11,2026-03-11,delivered,3.0,1,False,94.75
ALB-2026-0000283,SO-2026-0000402,DC_ZGZ,MRW,8906058352851,2026-03-08,2026-03-12,2026-03-12,delivered,3.3,1,False,68.36
ALB-2026-0000285,SO-2026-0000404,DC_MAD,MRW,8585955178945,2026-03-09,2026-03-12,2026-03-12,delivered,3.0,1,False,70.84
ALB-2026-0000287,SO-2026-0000407,DC_ZGZ,SEUR,1395055208812,2026-03-09,2026-03-12,2026-03-12,delivered,2.4,1,False,35.9
ALB-2026-0000291,SO-2026-0000413,DC_SEV,MRW,2560556284164,2026-03-10,2026-03-12,2026-03-12,delivered,1.5,1,False,52.1
ALB-2026-0000286,SO-2026-0000405,DC_ZGZ,MRW,2682339397879,2026-03-09,2026-03-13,2026-03-13,delivered,4.5,1,False,81.8
ALB-2026-0000288,SO-2026-0000410,DC_BCN,MRW,6841597831729,2026-03-10,2026-03-13,2026-03-13,delivered,1.5,1,False,59.25
ALB-2026-0000290,SO-2026-0000412,DC_BCN,GLS,1548497285782,2026-03-10,2026-03-13,2026-03-13,delivered,3.6,1,False,68.07
ALB-2026-0000294,SO-2026-0000417,DC_MAD,MRW,7419082454950,2026-03-11,2026-03-13,2026-03-13,delivered,2.4,1,False,23.91
ALB-2026-0000293,SO-2026-0000416,DC_BCN,GLS,9487768498108,2026-03-11,2026-03-14,2026-03-14,delivered,2.1,1,False,76.95
ALB-2026-0000298,SO-2026-0000423,DC_ZGZ,SEUR,4382191713436,2026-03-12,2026-03-14,2026-03-14,delivered,6.9,1,True,195.89
ALB-2026-0000300,SO-2026-0000426,DC_MAD,MRW,2158502499852,2026-03-12,2026-03-14,2026-03-14,delivered,5.4,1,True,113.35
ALB-2026-0000302,SO-2026-0000428,DC_BCN,SEUR,2032409455964,2026-03-12,2026-03-14,2026-03-14,delivered,1.5,1,False,34.78
ALB-2026-0000312,SO-2026-0000440,DC_VLC,MRW,2252532594136,2026-03-13,2026-03-14,2026-03-14,delivered,3.6,1,False,61.03
ALB-2026-0000289,SO-2026-0000411,DC_ZGZ,GLS,7360307224905,2026-03-10,2026-03-15,2026-03-15,delivered,1.5,1,False,30.42
ALB-2026-0000296,SO-2026-0000420,DC_MAD,Correos Express,9329285004453,2026-03-11,2026-03-15,2026-03-15,delivered,8.4,1,True,191.42
ALB-2026-0000301,SO-2026-0000427,DC_BCN,Correos Express,4274831615957,2026-03-12,2026-03-15,2026-03-15,delivered,2.4,1,False,58.3
ALB-2026-0000303,SO-2026-0000429,DC_BCN,SEUR,5344665383234,2026-03-12,2026-03-15,2026-03-15,delivered,0.6,1,False,12.2
ALB-2026-0000305,SO-2026-0000431,DC_VLC,MRW,1985833523407,2026-03-12,2026-03-15,2026-03-15,delivered,2.1,1,False,45.61
ALB-2026-0000306,SO-2026-0000433,DC_ZGZ,Correos Express,1515110025644,2026-03-13,2026-03-15,2026-03-15,delivered,4.8,1,False,70.72
ALB-2026-0000308,SO-2026-0000435,DC_MAD,MRW,0516796715974,2026-03-13,2026-03-15,2026-03-15,delivered,3.0,1,False,63.85
ALB-2026-0000309,SO-2026-0000436,DC_MAD,SEUR,7474299258394,2026-03-13,2026-03-15,2026-03-15,delivered,1.5,1,False,31.9
ALB-2026-0000310,SO-2026-0000437,DC_SEV,GLS,8539399365172,2026-03-13,2026-03-15,2026-03-16,delivered,6.0,1,True,142.84
ALB-2026-0000314,SO-2026-0000444,DC_BCN,SEUR,2702734435233,2026-03-14,2026-03-15,2026-03-15,delivered,0.6,1,False,35.34
ALB-2026-0000317,SO-2026-0000447,DC_ZGZ,SEUR,0830725489459,2026-03-14,2026-03-15,2026-03-15,delivered,1.2,1,False,36.65
ALB-2026-0000295,SO-2026-0000419,DC_ZGZ,MRW,4899294683059,2026-03-11,2026-03-16,2026-03-16,delivered,1.2,1,False,93.94
ALB-2026-0000299,SO-2026-0000425,DC_MAD,SEUR,1415992413943,2026-03-12,2026-03-16,2026-03-16,delivered,1.2,1,False,33.96
ALB-2026-0000311,SO-2026-0000438,DC_ZGZ,MRW,4686162784154,2026-03-13,2026-03-16,2026-03-16,delivered,3.0,1,False,63.38
ALB-2026-0000297,SO-2026-0000421,DC_SEV,MRW,5644389457034,2026-03-11,2026-03-17,2026-03-18,delivered,0.9,1,False,9.05
ALB-2026-0000307,SO-2026-0000434,DC_MAD,Correos Express,8714921712667,2026-03-13,2026-03-17,2026-03-17,delivered,1.2,1,False,28.17
ALB-2026-0000313,SO-2026-0000441,DC_ZGZ,GLS,9077311735404,2026-03-14,2026-03-17,2026-03-17,delivered,1.2,1,False,23.3
ALB-2026-0000319,SO-2026-0000450,DC_BCN,SEUR,4788536636388,2026-03-16,2026-03-17,2026-03-17,delivered,4.8,1,True,104.2
ALB-2026-0000304,SO-2026-0000430,DC_SEV,SEUR,9175236508987,2026-03-12,2026-03-18,2026-03-18,delivered,1.8,1,False,52.75
ALB-2026-0000316,SO-2026-0000446,DC_MAD,MRW,7016013450542,2026-03-14,2026-03-18,2026-03-19,delivered,5.4,1,False,78.89
ALB-2026-0000315,SO-2026-0000445,DC_SEV,MRW,4094924245714,2026-03-14,2026-03-19,2026-03-19,delivered,2.1,1,False,58.52
ALB-2026-0000318,SO-2026-0000449,DC_SEV,MRW,1708290248615,2026-03-16,2026-03-19,2026-03-19,delivered,3.6,1,False,84.64
ALB-2026-0000320,SO-2026-0000452,DC_ZGZ,SEUR,2678202264039,2026-03-17,2026-03-19,2026-03-19,delivered,3.3,1,False,58.93
ALB-2026-0000321,SO-2026-0000453,DC_ZGZ,MRW,1925095262536,2026-03-17,2026-03-19,2026-03-19,delivered,3.0,1,False,39.76
ALB-2026-0000322,SO-2026-0000454,DC_BCN,MRW,8388500826528,2026-03-17,2026-03-20,2026-03-20,delivered,2.7,1,False,57.84
ALB-2026-0000323,SO-2026-0000455,DC_ZGZ,GLS,9673381489544,2026-03-17,2026-03-20,2026-03-20,delivered,3.6,1,True,115.02
ALB-2026-0000324,SO-2026-0000457,DC_MAD,SEUR,3219538880857,2026-03-17,2026-03-20,2026-03-20,delivered,3.0,1,False,73.8
ALB-2026-0000325,SO-2026-0000463,DC_BCN,SEUR,4896277664642,2026-03-18,2026-03-20,2026-03-20,delivered,3.6,1,False,44.6
ALB-2026-0000331,SO-2026-0000470,DC_BCN,SEUR,6216251040952,2026-03-19,2026-03-20,2026-03-20,delivered,3.6,1,False,94.45
ALB-2026-0000326,SO-2026-0000464,DC_ZGZ,SEUR,7007769568654,2026-03-19,2026-03-21,2026-03-21,delivered,7.5,1,True,177.13
ALB-2026-0000334,SO-2026-0000474,DC_BCN,GLS,8623263350605,2026-03-20,2026-03-21,2026-03-21,delivered,6.9,1,True,183.33
ALB-2026-0000337,SO-2026-0000478,DC_BCN,MRW,3434235804253,2026-03-20,2026-03-21,2026-03-21,delivered,4.2,1,False,84.1
ALB-2026-0000327,SO-2026-0000465,DC_ZGZ,SEUR,0716140123631,2026-03-19,2026-03-22,2026-03-22,delivered,1.5,1,False,90.06
ALB-2026-0000328,SO-2026-0000466,DC_MAD,Correos Express,2783120669444,2026-03-19,2026-03-22,2026-03-24,delivered,4.2,1,True,122.82
ALB-2026-0000329,SO-2026-0000467,DC_ZGZ,MRW,1038840149823,2026-03-19,2026-03-22,2026-03-22,delivered,1.5,1,False,54.59
ALB-2026-0000330,SO-2026-0000469,DC_MAD,MRW,3302173456643,2026-03-19,2026-03-22,2026-03-22,delivered,0.9,1,False,27.7
ALB-2026-0000333,SO-2026-0000473,DC_BCN,SEUR,7536296330161,2026-03-20,2026-03-22,2026-03-22,delivered,9.6,1,True,204.63
ALB-2026-0000335,SO-2026-0000476,DC_VLC,GLS,4380171703586,2026-03-20,2026-03-22,2026-03-22,delivered,7.5,1,True,184.24
ALB-2026-0000336,SO-2026-0000477,DC_ZGZ,GLS,5042559864613,2026-03-20,2026-03-22,2026-03-22,delivered,3.3,1,False,75.33
ALB-2026-0000341,SO-2026-0000483,DC_BCN,MRW,7412291511579,2026-03-21,2026-03-23,2026-03-23,delivered,1.2,1,False,46.57
ALB-2026-0000342,SO-2026-0000484,DC_BCN,SEUR,1455525793867,2026-03-21,2026-03-23,2026-03-23,delivered,1.2,1,False,32.19
ALB-2026-0000332,SO-2026-0000472,DC_ZGZ,SEUR,7923030932938,2026-03-20,2026-03-24,2026-03-24,delivered,2.7,1,False,39.58
ALB-2026-0000338,SO-2026-0000479,DC_ZGZ,GLS,6123499890599,2026-03-20,2026-03-24,2026-03-24,delivered,4.2,1,False,83.49
ALB-2026-0000339,SO-2026-0000480,DC_BCN,Correos Express,4528657394780,2026-03-21,2026-03-24,2026-03-24,delivered,6.0,1,True,126.27
ALB-2026-0000344,SO-2026-0000486,DC_ZGZ,MRW,8687918117949,2026-03-21,2026-03-24,2026-03-24,delivered,1.2,1,False,24.89
ALB-2026-0000345,SO-2026-0000487,DC_ZGZ,GLS,1254441231150,2026-03-21,2026-03-24,2026-03-24,delivered,4.5,1,True,118.76
ALB-2026-0000346,SO-2026-0000488,DC_SEV,MRW,8499471627103,2026-03-21,2026-03-24,2026-03-24,delivered,1.2,1,False,15.09
ALB-2026-0000350,SO-2026-0000493,DC_BCN,MRW,5782228758474,2026-03-23,2026-03-24,2026-03-24,delivered,1.2,1,True,133.81
ALB-2026-0000340,SO-2026-0000481,DC_SEV,Correos Express,8324404193696,2026-03-21,2026-03-25,2026-03-25,delivered,1.2,1,False,44.45
ALB-2026-0000347,SO-2026-0000490,DC_BCN,MRW,4825168091737,2026-03-22,2026-03-25,2026-03-25,delivered,2.7,1,False,68.17
ALB-2026-0000349,SO-2026-0000492,DC_BCN,GLS,6727852013959,2026-03-23,2026-03-25,2026-03-25,delivered,1.5,1,False,53.82
ALB-2026-0000351,SO-2026-0000495,DC_BCN,SEUR,0480005528769,2026-03-24,2026-03-25,2026-03-25,delivered,1.5,1,False,41.87
ALB-2026-0000348,SO-2026-0000491,DC_BCN,SEUR,5828658625159,2026-03-23,2026-03-26,2026-03-26,delivered,3.9,1,True,189.84
ALB-2026-0000352,SO-2026-0000496,DC_MAD,SEUR,7313606221511,2026-03-24,2026-03-26,2026-03-26,delivered,2.4,1,False,33.23
ALB-2026-0000343,SO-2026-0000485,DC_SEV,MRW,5989441931784,2026-03-21,2026-03-27,2026-03-27,delivered,1.5,1,False,79.91
ALB-2026-0000354,SO-2026-0000500,DC_BCN,GLS,3006619771477,2026-03-25,2026-03-27,2026-03-27,delivered,1.2,1,False,15.95
ALB-2026-0000355,SO-2026-0000502,DC_ZGZ,SEUR,7285287473028,2026-03-25,2026-03-27,2026-03-27,delivered,2.4,1,False,57.85
ALB-2026-0000356,SO-2026-0000503,DC_BCN,GLS,7993453192607,2026-03-25,2026-03-28,2026-03-28,delivered,1.8,1,False,39.14
ALB-2026-0000359,SO-2026-0000509,DC_BCN,MRW,3437820835184,2026-03-26,2026-03-28,2026-03-28,delivered,0.6,1,False,53.78
ALB-2026-0000353,SO-2026-0000499,DC_MAD,SEUR,0774599115301,2026-03-25,2026-03-29,2026-03-29,delivered,1.8,1,False,96.4
ALB-2026-0000357,SO-2026-0000504,DC_VLC,MRW,0567506611710,2026-03-25,2026-03-29,2026-03-29,delivered,4.5,1,False,93.62
ALB-2026-0000360,SO-2026-0000510,DC_SEV,GLS,4393008653479,2026-03-27,2026-03-29,2026-03-29,delivered,1.2,1,False,48.43
ALB-2026-0000364,SO-2026-0000515,DC_BCN,MRW,7832222851596,2026-03-28,2026-03-29,2026-03-29,delivered,2.7,1,False,66.42
ALB-2026-0000358,SO-2026-0000508,DC_MAD,GLS,7609139103080,2026-03-26,2026-03-30,2026-03-30,delivered,1.8,1,False,28.9
ALB-2026-0000362,SO-2026-0000512,DC_BCN,MRW,2199764640486,2026-03-28,2026-03-30,2026-03-30,delivered,4.2,1,True,220.78
ALB-2026-0000363,SO-2026-0000514,DC_MAD,MRW,0551567163875,2026-03-28,2026-03-30,2026-03-30,delivered,1.8,1,False,16.15
ALB-2026-0000361,SO-2026-0000511,DC_MAD,MRW,3752143308423,2026-03-27,2026-03-31,2026-03-31,delivered,3.6,1,False,76.29
ALB-2026-0000365,SO-2026-0000517,DC_ZGZ,SEUR,6135052100695,2026-03-29,2026-04-02,2026-04-02,delivered,0.3,1,False,21.0
