stockout_id,date,customer_id,product_id,location_type,location_id,quantity_requested,quantity_available
STO_00000289,2026-03-14,CUST_67B01D7C0098,PROD_000737,STORE,ST_00952,3,0
STO_00000290,2026-03-14,CUST_71EFAE13591E,PROD_001783,DC,DC_ZGZ,4,0
STO_00000291,2026-03-15,CUST_5560C96B5EDB,PROD_002978,STORE,ST_00952,2,0
STO_00000292,2026-03-15,CUST_5560C96B5EDB,PROD_000224,STORE,ST_00952,1,0
STO_00000293,2026-03-16,CUST_692E0B2F6D5C,PROD_001488,DC,DC_BCN,1,0
STO_00000294,2026-03-18,CUST_1EB753FFD3A2,PROD_002368,STORE,ST_00952,1,0
STO_00000295,2026-03-18,CUST_692E0B2F6D5C,PROD_002402,STORE,ST_00952,4,0
STO_00000296,2026-03-18,CUST_692E0B2F6D5C,PROD_002482,STORE,ST_00952,1,0
STO_00000297,2026-03-18,CUST_692E0B2F6D5C,PROD_000611,STORE,ST_00952,1,0
STO_00000298,2026-03-20,CUST_C482AE84B81C,PROD_001079,STORE,ST_00277,2,0
STO_00000299,2026-03-20,CUST_702F62CCC604,PROD_001592,DC,DC_BCN,1,0
STO_00000300,2026-03-20,CUST_2B8C5780BE17,PROD_000143,DC,DC_ZGZ,2,0
STO_00000301,2026-03-21,CUST_0710F071D879,PROD_001159,STORE,ST_00952,3,0
STO_00000302,2026-03-21,CUST_A3BF388C9751,PROD_002619,STORE,ST_01425,2,0
STO_00000303,2026-03-21,CUST_A3BF388C9751,PROD_000191,STORE,ST_01425,1,0
STO_00000304,2026-03-23,CUST_9DB589A3C811,PROD_000382,STORE,ST_00952,1,0
STO_00000305,2026-03-23,CUST_9DB589A3C811,PROD_000343,STORE,ST_00952,3,0
STO_00000306,2026-03-24,CUST_DB4B537D0BD1,PROD_002150,STORE,ST_00952,2,0
STO_00000307,2026-03-25,CUST_019059DCABD0,PROD_000476,STORE,ST_00981,1,0
STO_00000308,2026-03-25,CUST_E670FC48F615,PROD_000469,DC,DC_ZGZ,4,0
STO_00000309,2026-03-28,CUST_039F4D6168BD,PROD_003323,STORE,ST_01294,3,0
STO_00000310,2026-03-28,CUST_A436F2D3F761,PROD_003450,STORE,ST_00981,3,0
STO_00000311,2026-03-30,CUST_13D5709B7D97,PROD_000923,STORE,ST_01425,2,0
STO_00000312,2026-03-30,CUST_13D5709B7D97,PROD_001362,STORE,ST_01425,4,0
STO_00000313,2026-03-30,CUST_FE74DD83AD03,PROD_000090,STORE,ST_00952,1,0
STO_00000314,2026-03-31,CUST_CBD5F73936E9,PROD_002205,STORE,ST_01294,2,0
STO_00000315,2026-04-01,CUST_E9DD63119ACA,PROD_003417,STORE,ST_00981,2,0
STO_00000316,2026-04-02,CUST_1723BF2C14A0,PROD_000032,STORE,ST_01425,3,0
STO_00000317,2026-04-02,CUST_9A457227890E,PROD_002399,DC,DC_MAD,2,0
STO_00000318,2026-04-02,CUST_88CC669B29B8,PROD_001222,STORE,ST_00277,1,0
STO_00000319,2026-04-02,CUST_88CC669B29B8,PROD_002304,STORE,ST_00277,3,0
STO_00000320,2026-04-02,CUST_32735373BF4D,PROD_001128,DC,DC_SEV,1,0
STO_00000321,2026-04-04,CUST_F75D6B2D5B09,PROD_001060,DC,DC_SEV,1,0
STO_00000322,2026-04-05,CUST_E9DD63119ACA,PROD_002387,STORE,ST_00981,2,0
STO_00000323,2026-04-05,CUST_E9DD63119ACA,PROD_003504,STORE,ST_00981,1,0
STO_00000324,2026-04-06,CUST_CBD5F73936E9,PROD_001566,STORE,ST_01294,1,0
STO_00000325,2026-04-06,CUST_CBD5F73936E9,PROD_001958,STORE,ST_01294,1,0
STO_00000326,2026-04-06,CUST_CBD5F73936E9,PROD_001603,STORE,ST_01294,1,0
STO_00000327,2026-04-07,CUST_DEF568F45BCE,PROD_003092,STORE,ST_00981,1,0
STO_00000328,2026-04-07,CUST_1EB753FFD3A2,PROD_002289,STORE,ST_00952,3,0
STO_00000329,2026-04-07,CUST_CDFD302B7831,PROD_002487,STORE,ST_00981,1,0
STO_00000330,2026-04-07,CUST_CDFD302B7831,PROD_001604,STORE,ST_00981,1,0
STO_00000331,2026-04-08,CUST_03CD21BDDB41,PROD_002218,DC,DC_MAD,1,0
STO_00000332,2026-04-08,CUST_4B1F0977C513,PROD_002954,DC,DC_ZGZ,1,0
STO_00000333,2026-04-09,CUST_1723BF2C14A0,PROD_001347,STORE,ST_01425,4,0
STO_00000334,2026-04-09,CUST_B36A69BE173A,PROD_000161,DC,DC_MAD,1,0
STO_00000335,2026-04-09,CUST_B36A69BE173A,PROD_001287,DC,DC_MAD,3,0
STO_00000336,2026-04-09,CUST_370B0A530DF9,PROD_000698,STORE,ST_01294,2,0
STO_00000337,2026-04-10,CUST_9E5DC5ACC354,PROD_001251,DC,DC_ZGZ,2,0
STO_00000338,2026-04-11,CUST_D10341241BB4,PROD_002973,DC,DC_MAD,1,0
STO_00000339,2026-04-11,CUST_2D6EB7893986,PROD_001811,STORE,ST_00981,1,0
STO_00000340,2026-04-11,CUST_2D6EB7893986,PROD_002340,STORE,ST_00981,5,0
STO_00000341,2026-04-11,CUST_2B8C5780BE17,PROD_001820,DC,DC_ZGZ,3,0
STO_00000342,2026-04-11,CUST_2B8C5780BE17,PROD_002331,DC,DC_ZGZ,1,0
STO_00000343,2026-04-12,CUST_064025B8FD4B,PROD_000269,STORE,ST_00952,1,0
STO_00000344,2026-04-12,CUST_064025B8FD4B,PROD_001369,STORE,ST_00952,1,0
STO_00000345,2026-04-12,CUST_FE74DD83AD03,PROD_001371,DC,DC_BCN,2,0
STO_00000346,2026-04-13,CUST_D55791DDB9BF,PROD_001115,DC,DC_SEV,2,0
STO_00000347,2026-04-15,CUST_7ED1C9B7C9BC,PROD_001811,STORE,ST_00981,1,0
STO_00000348,2026-04-15,CUST_7ED1C9B7C9BC,PROD_000062,STORE,ST_00981,1,0
STO_00000349,2026-04-15,CUST_7ED1C9B7C9BC,PROD_002212,STORE,ST_00981,3,0
STO_00000350,2026-04-15,CUST_7ED1C9B7C9BC,PROD_000131,STORE,ST_00981,3,0
STO_00000351,2026-04-16,CUST_989DE15CA666,PROD_000380,STORE,ST_00981,2,0
STO_00000352,2026-04-16,CUST_CA3DC5CE099C,PROD_002024,STORE,ST_01403,7,0
STO_00000353,2026-04-16,CUST_CA3DC5CE099C,PROD_001869,STORE,ST_01403,1,0
STO_00000354,2026-04-16,CUST_CA3DC5CE099C,PROD_001947,STORE,ST_01403,2,0
STO_00000355,2026-04-16,CUST_CA3DC5CE099C,PROD_002137,STORE,ST_01403,4,0
STO_00000356,2026-04-16,CUST_9DB589A3C811,PROD_001285,STORE,ST_00952,1,0
STO_00000357,2026-04-16,CUST_9DB589A3C811,PROD_000333,STORE,ST_00952,1,0
STO_00000358,2026-04-16,CUST_A91C43E8644B,PROD_002457,STORE,ST_00374,1,0
STO_00000359,2026-04-17,CUST_F75D6B2D5B09,PROD_001746,DC,DC_SEV,1,0
STO_00000360,2026-04-18,CUST_DFDA28B2BF21,PROD_002152,STORE,ST_00277,1,0
STO_00000361,2026-04-18,CUST_DFDA28B2BF21,PROD_001240,STORE,ST_00277,5,0
STO_00000362,2026-04-18,CUST_9BE492701D60,PROD_000708,STORE,ST_00981,5,0
STO_00000363,2026-04-20,CUST_370B0A530DF9,PROD_000441,STORE,ST_01294,2,0
STO_00000364,2026-04-21,CUST_01827A1B5806,PROD_000484,STORE,ST_00952,1,0
STO_00000365,2026-04-21,CUST_7688CE4758BE,PROD_003012,DC,DC_MAD,1,0
STO_00000366,2026-04-22,CUST_A3BF388C9751,PROD_002286,STORE,ST_01425,1,0
STO_00000367,2026-04-22,CUST_A3BF388C9751,PROD_002016,STORE,ST_01425,1,0
STO_00000368,2026-04-23,CUST_13D5709B7D97,PROD_003426,STORE,ST_01425,1,0
STO_00000369,2026-04-23,CUST_43B4E1E89E7E,PROD_003703,DC,DC_SEV,2,0
STO_00000370,2026-04-23,CUST_27377A6A2107,PROD_000845,DC,DC_SEV,1,0
STO_00000371,2026-04-24,CUST_A9D3505CC686,PROD_002006,DC,DC_SEV,1,0
STO_00000372,2026-04-25,CUST_0710F071D879,PROD_000985,STORE,ST_00952,1,0
STO_00000373,2026-04-25,CUST_500EB89BDF7F,PROD_000380,STORE,ST_00981,1,0
STO_00000374,2026-04-25,CUST_500EB89BDF7F,PROD_000520,STORE,ST_00981,2,0
STO_00000375,2026-04-25,CUST_500EB89BDF7F,PROD_002329,STORE,ST_00981,2,0
STO_00000376,2026-04-26,CUST_500EB89BDF7F,PROD_002812,STORE,ST_00981,1,0
STO_00000377,2026-04-26,CUST_500EB89BDF7F,PROD_001555,STORE,ST_00981,3,0
STO_00000378,2026-04-27,CUST_C1D7F3025D16,PROD_003286,DC,DC_MAD,2,0
STO_00000379,2026-04-27,CUST_C1D7F3025D16,PROD_001037,DC,DC_MAD,2,0
STO_00000380,2026-04-29,CUST_E9DD63119ACA,PROD_003618,DC,DC_BCN,3,0
STO_00000381,2026-04-29,CUST_370B0A530DF9,PROD_002139,STORE,ST_01294,3,0
STO_00000382,2026-04-29,CUST_370B0A530DF9,PROD_002357,STORE,ST_01294,3,0
STO_00000383,2026-04-29,CUST_C1D7F3025D16,PROD_000022,DC,DC_MAD,1,0
STO_00000384,2026-04-30,CUST_008D610461E3,PROD_000326,STORE,ST_00952,5,0
STO_00000385,2026-04-30,CUST_2D6EB7893986,PROD_000625,STORE,ST_00981,4,0
STO_00000386,2026-05-02,CUST_7ED1C9B7C9BC,PROD_002488,STORE,ST_00981,1,0
STO_00000387,2026-05-02,CUST_7ED1C9B7C9BC,PROD_002730,STORE,ST_00981,5,0
STO_00000388,2026-05-02,CUST_7ED1C9B7C9BC,PROD_003118,STORE,ST_00981,1,0
STO_00000389,2026-05-05,CUST_86342BA6ADB3,PROD_001240,DC,DC_BCN,2,0
STO_00000390,2026-05-05,CUST_BC92039B058C,PROD_002011,STORE,ST_00952,4,0
STO_00000391,2026-05-05,CUST_EAC8DE9F6F5B,PROD_000315,DC,DC_MAD,1,0
STO_00000392,2026-05-06,CUST_907B978648F8,PROD_001603,DC,DC_ZGZ,2,0
STO_00000393,2026-05-06,CUST_67B01D7C0098,PROD_003517,STORE,ST_00952,3,0
STO_00000394,2026-05-06,CUST_67B01D7C0098,PROD_000420,STORE,ST_00952,2,0
STO_00000395,2026-05-06,CUST_67B01D7C0098,PROD_002115,STORE,ST_00952,3,0
STO_00000396,2026-05-07,CUST_0710F071D879,PROD_000810,DC,DC_BCN,3,0
STO_00000397,2026-05-07,CUST_D10341241BB4,PROD_002624,DC,DC_MAD,1,0
STO_00000398,2026-05-07,CUST_D55791DDB9BF,PROD_002473,DC,DC_SEV,2,0
STO_00000399,2026-05-07,CUST_D55791DDB9BF,PROD_001632,DC,DC_SEV,1,0
STO_00000400,2026-05-07,CUST_71EFAE13591E,PROD_003171,STORE,ST_01403,1,0
STO_00000401,2026-05-08,CUST_ABF3FEC21BBE,PROD_000628,DC,DC_ZGZ,1,0
STO_00000402,2026-05-08,CUST_895C43B38EB4,PROD_002553,DC,DC_SEV,2,0
STO_00000403,2026-05-08,CUST_86342BA6ADB3,PROD_000420,STORE,ST_00952,1,0
STO_00000404,2026-05-09,CUST_EF5EA723FB72,PROD_003322,DC,DC_SEV,2,0
STO_00000405,2026-05-09,CUST_EF5EA723FB72,PROD_002473,DC,DC_SEV,2,0
STO_00000406,2026-05-10,CUST_E9DD63119ACA,PROD_002615,STORE,ST_00981,1,0
STO_00000407,2026-05-11,CUST_88CC669B29B8,PROD_003242,STORE,ST_00277,4,0
STO_00000408,2026-05-11,CUST_68F8EEB19AD2,PROD_002961,STORE,ST_00952,1,0
STO_00000409,2026-05-11,CUST_68F8EEB19AD2,PROD_003149,STORE,ST_00952,3,0
STO_00000410,2026-05-13,CUST_3510B4746349,PROD_000465,STORE,ST_00981,3,0
STO_00000411,2026-05-13,CUST_3510B4746349,PROD_000052,STORE,ST_00981,1,0
STO_00000412,2026-05-14,CUST_008D610461E3,PROD_000230,STORE,ST_00952,2,0
STO_00000413,2026-05-14,CUST_86342BA6ADB3,PROD_001183,DC,DC_BCN,1,0
STO_00000414,2026-05-18,CUST_DEF568F45BCE,PROD_003279,STORE,ST_00981,1,0
STO_00000415,2026-05-18,CUST_32735373BF4D,PROD_001315,DC,DC_SEV,1,0
STO_00000416,2026-05-18,CUST_32735373BF4D,PROD_003063,DC,DC_SEV,1,0
STO_00000417,2026-05-18,CUST_32735373BF4D,PROD_003499,DC,DC_SEV,1,0
STO_00000418,2026-05-18,CUST_F88069FB0763,PROD_002836,STORE,ST_01425,4,0
STO_00000419,2026-05-20,CUST_F2D28E85140D,PROD_000191,STORE,ST_00981,4,0
STO_00000420,2026-05-20,CUST_2D6EB7893986,PROD_000851,STORE,ST_00981,1,0
STO_00000421,2026-05-21,CUST_01827A1B5806,PROD_001365,STORE,ST_00952,5,0
STO_00000422,2026-05-21,CUST_CA3DC5CE099C,PROD_002215,DC,DC_ZGZ,1,0
STO_00000423,2026-05-21,CUST_CA3DC5CE099C,PROD_003667,DC,DC_ZGZ,1,0
STO_00000424,2026-05-21,CUST_31F322F3F068,PROD_000619,DC,DC_SEV,2,0
STO_00000425,2026-05-22,CUST_6DE8CE9E9EBD,PROD_001661,DC,DC_VLC,1,0
STO_00000426,2026-05-22,CUST_6DE8CE9E9EBD,PROD_001128,DC,DC_VLC,1,0
STO_00000427,2026-05-23,CUST_7ED1C9B7C9BC,PROD_002560,STORE,ST_00981,1,0
STO_00000428,2026-05-23,CUST_7ED1C9B7C9BC,PROD_003671,STORE,ST_00981,2,0
STO_00000429,2026-05-23,CUST_7ED1C9B7C9BC,PROD_001670,STORE,ST_00981,1,0
STO_00000430,2026-05-23,CUST_7ED1C9B7C9BC,PROD_000001,STORE,ST_00981,2,0
STO_00000431,2026-05-23,CUST_FE74DD83AD03,PROD_002189,STORE,ST_00952,1,0
STO_00000432,2026-05-25,CUST_CDFD302B7831,PROD_001489,DC,DC_BCN,1,0
STO_00000433,2026-05-25,CUST_6DE8CE9E9EBD,PROD_001648,DC,DC_VLC,1,0
STO_00000434,2026-05-26,CUST_7D35788FD0CD,PROD_003040,STORE,ST_00952,1,0
STO_00000435,2026-05-27,CUST_2D6EB7893986,PROD_003159,STORE,ST_00981,1,0
STO_00000436,2026-05-28,CUST_4CE922D90DB3,PROD_003046,DC,DC_BCN,5,0
STO_00000437,2026-05-29,CUST_F7FFB509F08A,PROD_001481,STORE,ST_00374,5,0
STO_00000438,2026-05-30,CUST_B7F23DEFA849,PROD_002087,DC,DC_SEV,2,0
STO_00000439,2026-05-30,CUST_5D98F05EEEFE,PROD_003508,STORE,ST_00374,5,0
STO_00000440,2026-05-30,CUST_5D98F05EEEFE,PROD_002111,STORE,ST_00374,3,0
STO_00000441,2026-05-30,CUST_5D98F05EEEFE,PROD_001121,STORE,ST_00374,1,0
STO_00000442,2026-05-30,CUST_7ED1C9B7C9BC,PROD_000111,DC,DC_BCN,2,0
STO_00000443,2026-06-03,CUST_716F45A88829,PROD_003016,STORE,ST_00981,1,0
STO_00000444,2026-06-04,CUST_064025B8FD4B,PROD_002672,STORE,ST_00952,2,0
STO_00000445,2026-06-04,CUST_32735373BF4D,PROD_000939,DC,DC_SEV,4,0
STO_00000446,2026-06-04,CUST_32735373BF4D,PROD_001709,DC,DC_SEV,1,0
STO_00000447,2026-06-05,CUST_500524C778A5,PROD_001473,DC,DC_ZGZ,1,0
STO_00000448,2026-06-06,CUST_7ED1C9B7C9BC,PROD_000323,STORE,ST_00981,1,0
STO_00000449,2026-06-06,CUST_7ED1C9B7C9BC,PROD_003075,STORE,ST_00981,1,0
STO_00000450,2026-06-08,CUST_500EB89BDF7F,PROD_003375,STORE,ST_00981,1,0
STO_00000451,2026-06-08,CUST_F2D28E85140D,PROD_002917,STORE,ST_00981,1,0
STO_00000452,2026-06-09,CUST_5560C96B5EDB,PROD_002177,STORE,ST_00952,2,0
STO_00000453,2026-06-10,CUST_3BCA620A60AC,PROD_002167,STORE,ST_01294,2,0
STO_00000454,2026-06-10,CUST_3BCA620A60AC,PROD_003298,STORE,ST_01294,2,0
STO_00000455,2026-06-10,CUST_3BCA620A60AC,PROD_000274,STORE,ST_01294,4,0
STO_00000456,2026-06-11,CUST_B0B608601833,PROD_001073,STORE,ST_00952,2,0
STO_00000457,2026-06-11,CUST_CDFD302B7831,PROD_003622,STORE,ST_00981,1,0
STO_00000458,2026-06-11,CUST_929D1CFB655F,PROD_003727,DC,DC_ZGZ,3,0
STO_00000459,2026-06-11,CUST_32B821768DD7,PROD_001591,DC,DC_MAD,2,0
STO_00000460,2026-06-11,CUST_CF89E550D736,PROD_000756,STORE,ST_00277,1,0
STO_00000461,2026-06-11,CUST_CF89E550D736,PROD_002174,STORE,ST_00277,2,0
STO_00000462,2026-06-11,CUST_CF89E550D736,PROD_000555,STORE,ST_00277,2,0
STO_00000463,2026-06-11,CUST_CF89E550D736,PROD_001412,STORE,ST_00277,2,0
STO_00000464,2026-06-11,CUST_CF89E550D736,PROD_002545,STORE,ST_00277,2,0
STO_00000465,2026-06-11,CUST_CF89E550D736,PROD_001105,STORE,ST_00277,1,0
STO_00000466,2026-06-11,CUST_CF89E550D736,PROD_003338,STORE,ST_00277,2,0
STO_00000467,2026-06-12,CUST_DEF568F45BCE,PROD_001109,STORE,ST_00981,4,0
STO_00000468,2026-06-12,CUST_DEF568F45BCE,PROD_001667,STORE,ST_00981,1,0
STO_00000469,2026-06-12,CUST_175A112FA612,PROD_002439,STORE,ST_00981,2,0
STO_00000470,2026-06-12,CUST_611767C0518B,PROD_002587,DC,DC_MAD,1,0
STO_00000471,2026-06-15,CUST_93B712F70C97,PROD_003724,STORE,ST_00952,4,0
STO_00000472,2026-06-19,CUST_13D5709B7D97,PROD_001323,STORE,ST_01425,5,0
STO_00000473,2026-06-19,CUST_88CC669B29B8,PROD_000227,STORE,ST_00277,3,0
